0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,85.287,222.51,136.72,220.39,192.2
0,0,0,0,0,0
0,0,0,0,0,0
0,68.665,0,0,-3.2426,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-662.96,38.432,481.39,-624.37,227.78
-825.72,-734.07,-353.99,-748.6,-835.96,-837.29
-566.31,0,-20.872,-738.46,-811.92,-837.99
0,-863.78,209.54,-174.74,655.48,-862.01
-217.29,-890.54,-5.9401,-875.36,-878.96,-877.72
-875.52,0,-2.9279e-13,-863.72,-863.65,-852.68
0,-870.49,68.246,-862.11,68.975,-865.93
-605.5,-887.69,-4.4838,-892.85,-880.21,-890.2
-834.03,0,-0.52143,-851.6,-853.99,-859
0,-845.31,31.445,-20.807,-271.36,-777.18
-779.69,-787.91,-522.31,-797.27,-835.17,-844.41
-805.66,0,-36.002,-791.41,-794.57,-839.25
0,-9.2,2.6393,10.663,-5,16.589
0,0,0,0,0,0
0,0,0,0,0,0
0,348.99,313.02,293.3,283.47,280.65
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-9.2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-572.22,0,-345.36,-124.55,-116.72
-271.14,-623.02,0,-488.44,-172.32,-420.82
-286.99,0,-84.25,-173.88,-472.26,-661.27
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-478.35,131.56,-135.61,-380.11,-426.63
-484.38,-378.89,-244.82,-111.99,-638.64,-160.07
-409.51,0,-147.38,-493.84,-588.64,-830.44
0,-2,0,0,0,-6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,354.33,329.39,301.59,298.43,285.06
0,0,0,0,0,0
0,0,0,0,0,0
0,219.27,215.07,242.51,241.75,240.67
0,0,0,0,0,0
0,0,0,0,0,0
0,-480.13,169.44,-592.94,-652.72,4.0033
-852.98,-853.75,-305.65,-850.46,-849.57,-847.16
-814.19,0,-27.213,-864.84,-861.88,-876.02
0,-806.4,330.53,266.58,-610.63,686.64
-315.21,-876.87,-10.81,-884.54,-877.17,-896.96
-873.2,0,-55.595,-868.86,-875.98,-883.68
0,-877.3,368.73,365.98,357.22,-411.59
-886.79,-888.91,-47.238,-875,-873.93,-889.37
-885.75,0,-0.46259,-881.81,-879.19,-856.4
0,-860,456.07,-806.76,558.83,-771.72
-718.39,-760.67,-468.8,-594.42,-816.14,-790.07
-850.56,0,0,-808.97,-804.52,-821.39
0,-1.3124,0,-4.2951,-2,-5
0,0,0,0,0,0
0,0,0,0,0,0
0,273.4,261.7,249.19,249.33,244.48
137.15,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,-9.36
0,0,0,0,0,0
0,0,0,0,0,0
0,-236.14,-69.018,-317.46,-682.74,-425.16
-516.99,-617.73,-310.68,-171.36,-170.25,-259.56
-396.81,0,-43.729,-788.11,-609.94,-566.87
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-738.24,96.352,288.06,-96.736,-400.88
-636.78,-571.19,0,-406.88,-604.99,-153.78
-725.61,0,-85.44,-549.35,-683.24,-485.79
0,-2,0,0,0,0
-1.7908,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-412.57,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-160.8,0,0,0,0
-172.75,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,323.38,310.15,280.24,240.72,269.19
0,0,0,0,0,0
0,0,0,0,0,0
0,222.04,203.07,230.36,211.87,216.3
0,0,0,0,0,0
0,0,0,0,0,0
0,-423.53,-4.0046,-842.73,-853.44,-846.55
-533.73,-794.77,-187.31,-704.64,-769.74,-840.18
-385.74,0,0,-841.42,-848.48,-851.79
0,-641.82,-4.5941,-885.85,-883.03,-462.67
-401.81,-883.64,55.463,-876.86,-280.97,-888.48
-877.91,0,-2.1396,-871.9,-868.05,-869.19
0,-877.16,228.04,-460.75,-874.66,521.62
-386.25,-868.81,-71.03,-883.98,-882.16,-876.24
-870.56,0,-3.1002,-866.91,-869.84,-861.86
0,-847.3,557.85,735.97,324.16,-56.656
-732.79,-760.23,-489.5,-409.35,-418.42,-459.47
-741.65,0,-53.748,-779.8,-816.87,-802.76
0,0,0,0,0,0
-5,-2,0,0,-6,0
0,0,0,0,0,0
0,268.37,255.43,222.3,216.03,245.35
80.014,7.495,0,54.241,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-4.9761,7.7612,1.939,5.721,9.8195
0,0,0,0,0,0
0,0,0,0,0,0
0,-629.74,0,-706.61,-739.27,-659.14
-647.21,-517.11,48.238,-165.83,-477.07,-701.11
-510.54,0,-51.543,-763.74,-777.68,-629.17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
