t, dzdt2, dzdt, z, u
2.164,-25.154,-0.155,55.546,34.920
2.165,-25.113,-0.130,55.546,34.879
2.166,-25.072,-0.105,55.546,34.838
2.167,-25.031,-0.080,55.546,34.797
2.168,-24.990,-0.055,55.546,34.756
2.169,-24.949,-0.030,55.545,34.714
2.170,-24.907,-0.005,55.545,34.673
2.171,-24.866,0.020,55.545,34.631
2.172,-24.824,0.045,55.546,34.589
2.173,-24.783,0.069,55.546,34.548
2.174,-24.741,0.094,55.546,34.506
2.175,-24.699,0.119,55.546,34.464
2.176,-24.657,0.143,55.546,34.422
2.177,-24.615,0.168,55.546,34.379
2.178,-24.573,0.193,55.546,34.337
2.179,-24.530,0.217,55.547,34.294
2.180,-24.488,0.242,55.547,34.252
2.181,-24.445,0.266,55.547,34.209
2.182,-24.403,0.290,55.547,34.167
2.183,-24.360,0.315,55.548,34.124
2.184,-24.317,0.339,55.548,34.081
2.185,-24.274,0.363,55.548,34.038
2.186,-24.231,0.388,55.549,33.995
2.187,-24.188,0.412,55.549,33.951
2.188,-24.145,0.436,55.550,33.908
2.189,-24.101,0.460,55.550,33.864
2.190,-24.058,0.484,55.551,33.821
2.191,-24.014,0.508,55.551,33.777
2.192,-23.971,0.532,55.552,33.733
2.193,-23.927,0.556,55.552,33.690
2.194,-23.883,0.580,55.553,33.646
2.195,-23.839,0.604,55.553,33.602
2.196,-23.795,0.628,55.554,33.557
2.197,-23.751,0.651,55.555,33.513
2.198,-23.707,0.675,55.555,33.469
2.199,-23.662,0.699,55.556,33.424
2.200,-23.618,0.722,55.557,33.380
2.201,-23.573,0.746,55.557,33.335
2.202,-23.529,0.769,55.558,33.291
2.203,-23.484,0.793,55.559,33.246
2.204,-23.439,0.816,55.560,33.201
2.205,-23.394,0.840,55.561,33.156
2.206,-23.349,0.863,55.562,33.111
2.207,-23.304,0.886,55.562,33.066
2.208,-23.259,0.910,55.563,33.020
2.209,-23.214,0.933,55.564,32.975
2.210,-23.168,0.956,55.565,32.930
2.211,-23.123,0.979,55.566,32.884
2.212,-23.077,1.002,55.567,32.838
2.213,-23.032,1.025,55.568,32.793
2.214,-22.986,1.048,55.569,32.747
2.215,-22.940,1.071,55.570,32.701
2.216,-22.894,1.094,55.571,32.655
2.217,-22.848,1.117,55.573,32.609
2.218,-22.802,1.140,55.574,32.563
2.219,-22.756,1.162,55.575,32.517
2.220,-22.710,1.185,55.576,32.470
2.221,-22.664,1.208,55.577,32.424
2.222,-22.617,1.230,55.578,32.377
2.223,-22.571,1.253,55.580,32.331
2.224,-22.524,1.276,55.581,32.284
2.225,-22.477,1.298,55.582,32.237
2.226,-22.431,1.320,55.584,32.191
2.227,-22.384,1.343,55.585,32.144
2.228,-22.337,1.365,55.586,32.097
2.229,-22.290,1.387,55.588,32.050
2.230,-22.243,1.410,55.589,32.002
2.231,-22.196,1.432,55.591,31.955
2.232,-22.149,1.454,55.592,31.908
2.233,-22.101,1.476,55.593,31.861
2.234,-22.054,1.498,55.595,31.813
2.235,-22.006,1.520,55.596,31.766
2.236,-21.959,1.542,55.598,31.718
2.237,-21.911,1.564,55.600,31.670
2.238,-21.864,1.586,55.601,31.622
2.239,-21.816,1.608,55.603,31.575
2.240,-21.768,1.630,55.604,31.527
2.241,-21.720,1.651,55.606,31.479
2.242,-21.672,1.673,55.608,31.431
2.243,-21.624,1.695,55.609,31.383
2.244,-21.576,1.716,55.611,31.334
2.245,-21.528,1.738,55.613,31.286
2.246,-21.479,1.759,55.615,31.238
2.247,-21.431,1.781,55.616,31.189
2.248,-21.383,1.802,55.618,31.141
2.249,-21.334,1.823,55.620,31.092
2.250,-21.285,1.845,55.622,31.043
2.251,-21.237,1.866,55.624,30.995
2.252,-21.188,1.887,55.626,30.946
2.253,-21.139,1.908,55.628,30.897
2.254,-21.090,1.929,55.629,30.848
2.255,-21.041,1.950,55.631,30.799
2.256,-20.992,1.971,55.633,30.750
2.257,-20.943,1.992,55.635,30.701
2.258,-20.894,2.013,55.637,30.652
2.259,-20.845,2.034,55.639,30.602
2.260,-20.796,2.055,55.642,30.553
2.261,-20.746,2.075,55.644,30.504
2.262,-20.697,2.096,55.646,30.454
2.263,-20.648,2.117,55.648,30.405
2.264,-20.598,2.137,55.650,30.355
2.265,-20.548,2.158,55.652,30.305
2.266,-20.499,2.178,55.654,30.256
2.267,-20.449,2.199,55.656,30.206
2.268,-20.399,2.219,55.659,30.156
2.269,-20.349,2.240,55.661,30.106
2.270,-20.299,2.260,55.663,30.056
2.271,-20.249,2.280,55.665,30.006
2.272,-20.199,2.300,55.668,29.956
2.273,-20.149,2.321,55.670,29.906
2.274,-20.099,2.341,55.672,29.856
2.275,-20.049,2.361,55.675,29.805
2.276,-19.999,2.381,55.677,29.755
2.277,-19.948,2.401,55.680,29.705
2.278,-19.898,2.421,55.682,29.654
2.279,-19.847,2.440,55.684,29.604
2.280,-19.797,2.460,55.687,29.553
2.281,-19.746,2.480,55.689,29.502
2.282,-19.696,2.500,55.692,29.452
2.283,-19.645,2.519,55.694,29.401
2.284,-19.594,2.539,55.697,29.350
2.285,-19.544,2.558,55.699,29.299
2.286,-19.493,2.578,55.702,29.248
2.287,-19.442,2.597,55.705,29.197
2.288,-19.391,2.617,55.707,29.146
2.289,-19.340,2.636,55.710,29.095
2.290,-19.289,2.655,55.713,29.044
2.291,-19.238,2.675,55.715,28.993
2.292,-19.186,2.694,55.718,28.942
2.293,-19.135,2.713,55.721,28.891
2.294,-19.084,2.732,55.723,28.839
2.295,-19.033,2.751,55.726,28.788
2.296,-18.981,2.770,55.729,28.737
2.297,-18.930,2.789,55.732,28.685
2.298,-18.878,2.808,55.735,28.634
2.299,-18.827,2.827,55.737,28.582
2.300,-18.775,2.845,55.740,28.530
2.301,-18.724,2.864,55.743,28.479
2.302,-18.672,2.883,55.746,28.427
2.303,-18.620,2.901,55.749,28.375
2.304,-18.569,2.920,55.752,28.323
2.305,-18.517,2.939,55.755,28.272
2.306,-18.465,2.957,55.758,28.220
2.307,-18.413,2.975,55.761,28.168
2.308,-18.361,2.994,55.764,28.116
2.309,-18.309,3.012,55.767,28.064
2.310,-18.257,3.030,55.770,28.012
2.311,-18.205,3.049,55.773,27.959
2.312,-18.153,3.067,55.776,27.907
2.313,-18.101,3.085,55.779,27.855
2.314,-18.048,3.103,55.782,27.803
2.315,-17.996,3.121,55.785,27.751
2.316,-17.944,3.139,55.788,27.698
2.317,-17.892,3.157,55.791,27.646
2.318,-17.839,3.175,55.795,27.593
2.319,-17.787,3.192,55.798,27.541
2.320,-17.734,3.210,55.801,27.489
2.321,-17.682,3.228,55.804,27.436
2.322,-17.629,3.245,55.807,27.383
2.323,-17.577,3.263,55.811,27.331
2.324,-17.524,3.280,55.814,27.278
2.325,-17.472,3.298,55.817,27.226
2.326,-17.419,3.315,55.821,27.173
2.327,-17.366,3.333,55.824,27.120
2.328,-17.313,3.350,55.827,27.067
2.329,-17.261,3.367,55.831,27.014
2.330,-17.208,3.385,55.834,26.962
2.331,-17.155,3.402,55.837,26.909
2.332,-17.102,3.419,55.841,26.856
2.333,-17.049,3.436,55.844,26.803
2.334,-16.996,3.453,55.848,26.750
2.335,-16.943,3.470,55.851,26.697
2.336,-16.890,3.487,55.855,26.644
2.337,-16.837,3.503,55.858,26.591
2.338,-16.784,3.520,55.862,26.538
2.339,-16.731,3.537,55.865,26.484
2.340,-16.678,3.554,55.869,26.431
2.341,-16.625,3.570,55.872,26.378
2.342,-16.571,3.587,55.876,26.325
2.343,-16.518,3.603,55.880,26.271
2.344,-16.465,3.620,55.883,26.218
2.345,-16.412,3.636,55.887,26.165
2.346,-16.358,3.653,55.890,26.111
2.347,-16.305,3.669,55.894,26.058
2.348,-16.251,3.685,55.898,26.005
2.349,-16.198,3.701,55.902,25.951
2.350,-16.145,3.718,55.905,25.898
2.351,-16.091,3.734,55.909,25.844
2.352,-16.038,3.750,55.913,25.791
2.353,-15.984,3.766,55.916,25.737
2.354,-15.931,3.782,55.920,25.684
2.355,-15.877,3.797,55.924,25.630
2.356,-15.823,3.813,55.928,25.577
2.357,-15.770,3.829,55.932,25.523
2.358,-15.716,3.845,55.936,25.469
2.359,-15.663,3.860,55.939,25.416
2.360,-15.609,3.876,55.943,25.362
2.361,-15.555,3.892,55.947,25.308
2.362,-15.501,3.907,55.951,25.254
2.363,-15.448,3.923,55.955,25.201
2.364,-15.394,3.938,55.959,25.147
2.365,-15.340,3.953,55.963,25.093
2.366,-15.286,3.969,55.967,25.039
2.367,-15.233,3.984,55.971,24.985
2.368,-15.179,3.999,55.975,24.931
2.369,-15.125,4.014,55.979,24.878
2.370,-15.071,4.029,55.983,24.824
2.371,-15.017,4.044,55.987,24.770
2.372,-14.963,4.059,55.991,24.716
2.373,-14.909,4.074,55.995,24.662
2.374,-14.855,4.089,55.999,24.608
2.375,-14.801,4.104,56.003,24.554
2.376,-14.747,4.118,56.007,24.500
2.377,-14.693,4.133,56.012,24.446
2.378,-14.639,4.148,56.016,24.392
2.379,-14.585,4.162,56.020,24.338
2.380,-14.531,4.177,56.024,24.284
2.381,-14.477,4.191,56.028,24.230
2.382,-14.423,4.206,56.032,24.176
2.383,-14.369,4.220,56.037,24.122
2.384,-14.315,4.234,56.041,24.067
2.385,-14.261,4.249,56.045,24.013
2.386,-14.207,4.263,56.049,23.959
2.387,-14.153,4.277,56.054,23.905
2.388,-14.098,4.291,56.058,23.851
2.389,-14.044,4.305,56.062,23.797
2.390,-13.990,4.319,56.067,23.743
2.391,-13.936,4.333,56.071,23.688
2.392,-13.882,4.347,56.075,23.634
2.393,-13.828,4.361,56.080,23.580
2.394,-13.773,4.375,56.084,23.526
2.395,-13.719,4.388,56.088,23.472
2.396,-13.665,4.402,56.093,23.417
2.397,-13.611,4.416,56.097,23.363
2.398,-13.557,4.429,56.102,23.309
2.399,-13.502,4.443,56.106,23.255
2.400,-13.448,4.456,56.111,23.200
2.401,-13.394,4.470,56.115,23.146
2.402,-13.340,4.483,56.119,23.092
2.403,-13.285,4.496,56.124,23.038
2.404,-13.231,4.509,56.128,22.983
2.405,-13.177,4.523,56.133,22.929
2.406,-13.123,4.536,56.138,22.875
2.407,-13.068,4.549,56.142,22.821
2.408,-13.014,4.562,56.147,22.766
2.409,-12.960,4.575,56.151,22.712
2.410,-12.905,4.588,56.156,22.658
2.411,-12.851,4.601,56.160,22.604
2.412,-12.797,4.613,56.165,22.549
2.413,-12.743,4.626,56.170,22.495
2.414,-12.688,4.639,56.174,22.441
2.415,-12.634,4.651,56.179,22.386
2.416,-12.580,4.664,56.184,22.332
2.417,-12.525,4.676,56.188,22.278
2.418,-12.471,4.689,56.193,22.224
2.419,-12.417,4.701,56.198,22.169
2.420,-12.363,4.714,56.202,22.115
2.421,-12.308,4.726,56.207,22.061
2.422,-12.254,4.738,56.212,22.006
2.423,-12.200,4.750,56.217,21.952
2.424,-12.146,4.763,56.221,21.898
2.425,-12.091,4.775,56.226,21.844
2.426,-12.037,4.787,56.231,21.789
2.427,-11.983,4.799,56.236,21.735
2.428,-11.929,4.811,56.241,21.681
2.429,-11.874,4.823,56.245,21.627
2.430,-11.820,4.834,56.250,21.572
2.431,-11.766,4.846,56.255,21.518
2.432,-11.712,4.858,56.260,21.464
2.433,-11.657,4.870,56.265,21.410
2.434,-11.603,4.881,56.270,21.356
2.435,-11.549,4.893,56.275,21.301
2.436,-11.495,4.904,56.279,21.247
2.437,-11.441,4.916,56.284,21.193
2.438,-11.386,4.927,56.289,21.139
2.439,-11.332,4.938,56.294,21.085
2.440,-11.278,4.950,56.299,21.031
2.441,-11.224,4.961,56.304,20.976
2.442,-11.170,4.972,56.309,20.922
2.443,-11.116,4.983,56.314,20.868
2.444,-11.062,4.994,56.319,20.814
2.445,-11.007,5.005,56.324,20.760
2.446,-10.953,5.016,56.329,20.706
2.447,-10.899,5.027,56.334,20.652
2.448,-10.845,5.038,56.339,20.598
2.449,-10.791,5.049,56.344,20.544
2.450,-10.737,5.059,56.349,20.490
2.451,-10.683,5.070,56.354,20.436
2.452,-10.629,5.081,56.359,20.382
2.453,-10.575,5.091,56.365,20.328
2.454,-10.521,5.102,56.370,20.274
2.455,-10.467,5.112,56.375,20.220
2.456,-10.413,5.123,56.380,20.166
2.457,-10.359,5.133,56.385,20.112
2.458,-10.305,5.143,56.390,20.058
2.459,-10.251,5.154,56.395,20.004
2.460,-10.197,5.164,56.400,19.950
2.461,-10.144,5.174,56.406,19.896
2.462,-10.090,5.184,56.411,19.842
2.463,-10.036,5.194,56.416,19.789
2.464,-9.982,5.204,56.421,19.735
2.465,-9.928,5.214,56.426,19.681
2.466,-9.874,5.224,56.432,19.627
2.467,-9.821,5.234,56.437,19.574
2.468,-9.767,5.243,56.442,19.520
2.469,-9.713,5.253,56.447,19.466
2.470,-9.659,5.263,56.453,19.412
2.471,-9.606,5.272,56.458,19.359
2.472,-9.552,5.282,56.463,19.305
2.473,-9.498,5.291,56.468,19.251
2.474,-9.445,5.301,56.474,19.198
2.475,-9.391,5.310,56.479,19.144
2.476,-9.338,5.320,56.484,19.091
2.477,-9.284,5.329,56.490,19.037
2.478,-9.231,5.338,56.495,18.984
2.479,-9.177,5.347,56.500,18.930
2.480,-9.124,5.356,56.506,18.877
2.481,-9.070,5.366,56.511,18.823
2.482,-9.017,5.375,56.517,18.770
2.483,-8.963,5.384,56.522,18.716
2.484,-8.910,5.392,56.527,18.663
2.485,-8.856,5.401,56.533,18.610
2.486,-8.803,5.410,56.538,18.556
2.487,-8.750,5.419,56.544,18.503
2.488,-8.697,5.428,56.549,18.450
2.489,-8.643,5.436,56.554,18.397
2.490,-8.590,5.445,56.560,18.343
2.491,-8.537,5.453,56.565,18.290
2.492,-8.484,5.462,56.571,18.237
2.493,-8.430,5.470,56.576,18.184
2.494,-8.377,5.479,56.582,18.131
2.495,-8.324,5.487,56.587,18.078
2.496,-8.271,5.495,56.593,18.025
2.497,-8.218,5.503,56.598,17.972
2.498,-8.165,5.512,56.604,17.919
2.499,-8.112,5.520,56.609,17.866
2.500,-8.059,5.528,56.615,17.813
2.501,-8.006,5.536,56.620,17.760
2.502,-7.953,5.544,56.626,17.707
2.503,-7.901,5.552,56.631,17.654
2.504,-7.848,5.559,56.637,17.602
2.505,-7.795,5.567,56.642,17.549
2.506,-7.742,5.575,56.648,17.496
2.507,-7.690,5.583,56.654,17.443
2.508,-7.637,5.590,56.659,17.391
2.509,-7.584,5.598,56.665,17.338
2.510,-7.532,5.605,56.670,17.286
2.511,-7.479,5.613,56.676,17.233
2.512,-7.426,5.620,56.682,17.181
2.513,-7.374,5.628,56.687,17.128
2.514,-7.321,5.635,56.693,17.076
2.515,-7.269,5.642,56.699,17.023
2.516,-7.217,5.650,56.704,16.971
2.517,-7.164,5.657,56.710,16.918
2.518,-7.112,5.664,56.716,16.866
2.519,-7.059,5.671,56.721,16.814
2.520,-7.007,5.678,56.727,16.762
2.521,-6.955,5.685,56.733,16.709
2.522,-6.903,5.692,56.738,16.657
2.523,-6.851,5.699,56.744,16.605
2.524,-6.799,5.705,56.750,16.553
2.525,-6.746,5.712,56.755,16.501
2.526,-6.694,5.719,56.761,16.449
2.527,-6.642,5.725,56.767,16.397
2.528,-6.590,5.732,56.773,16.345
2.529,-6.538,5.739,56.778,16.293
2.530,-6.487,5.745,56.784,16.241
2.531,-6.435,5.751,56.790,16.190
2.532,-6.383,5.758,56.796,16.138
2.533,-6.331,5.764,56.801,16.086
2.534,-6.279,5.770,56.807,16.034
2.535,-6.228,5.777,56.813,15.983
2.536,-6.176,5.783,56.819,15.931
2.537,-6.125,5.789,56.824,15.880
2.538,-6.073,5.795,56.830,15.828
2.539,-6.021,5.801,56.836,15.777
2.540,-5.970,5.807,56.842,15.725
2.541,-5.919,5.813,56.848,15.674
2.542,-5.867,5.819,56.853,15.623
2.543,-5.816,5.825,56.859,15.571
2.544,-5.765,5.830,56.865,15.520
2.545,-5.713,5.836,56.871,15.469
2.546,-5.662,5.842,56.877,15.418
2.547,-5.611,5.847,56.883,15.366
2.548,-5.560,5.853,56.889,15.315
2.549,-5.509,5.858,56.894,15.264
2.550,-5.458,5.864,56.900,15.213
2.551,-5.407,5.869,56.906,15.162
2.552,-5.356,5.875,56.912,15.112
2.553,-5.305,5.880,56.918,15.061
2.554,-5.254,5.885,56.924,15.010
2.555,-5.203,5.890,56.930,14.959
2.556,-5.153,5.896,56.936,14.909
2.557,-5.102,5.901,56.941,14.858
2.558,-5.051,5.906,56.947,14.807
2.559,-5.001,5.911,56.953,14.757
2.560,-4.950,5.916,56.959,14.706
2.561,-4.900,5.921,56.965,14.656
2.562,-4.849,5.925,56.971,14.605
2.563,-4.799,5.930,56.977,14.555
2.564,-4.748,5.935,56.983,14.505
2.565,-4.698,5.940,56.989,14.454
2.566,-4.648,5.944,56.995,14.404
2.567,-4.598,5.949,57.001,14.354
2.568,-4.547,5.954,57.007,14.304
2.569,-4.497,5.958,57.013,14.254
2.570,-4.447,5.962,57.019,14.204
2.571,-4.397,5.967,57.025,14.154
2.572,-4.347,5.971,57.031,14.104
2.573,-4.297,5.976,57.036,14.054
2.574,-4.248,5.980,57.042,14.004
2.575,-4.198,5.984,57.048,13.955
2.576,-4.148,5.988,57.054,13.905
2.577,-4.098,5.992,57.060,13.855
2.578,-4.049,5.996,57.066,13.806
2.579,-3.999,6.000,57.072,13.756
2.580,-3.950,6.004,57.078,13.707
2.581,-3.900,6.008,57.084,13.657
2.582,-3.851,6.012,57.090,13.608
2.583,-3.801,6.016,57.096,13.559
2.584,-3.752,6.019,57.102,13.510
2.585,-3.703,6.023,57.109,13.460
2.586,-3.654,6.027,57.115,13.411
2.587,-3.605,6.030,57.121,13.362
2.588,-3.555,6.034,57.127,13.313
2.589,-3.506,6.038,57.133,13.264
2.590,-3.457,6.041,57.139,13.215
2.591,-3.409,6.044,57.145,13.166
2.592,-3.360,6.048,57.151,13.118
2.593,-3.311,6.051,57.157,13.069
2.594,-3.262,6.054,57.163,13.020
2.595,-3.214,6.058,57.169,12.972
2.596,-3.165,6.061,57.175,12.923
2.597,-3.116,6.064,57.181,12.874
2.598,-3.068,6.067,57.187,12.826
2.599,-3.019,6.070,57.193,12.778
2.600,-2.971,6.073,57.199,12.729
2.601,-2.923,6.076,57.205,12.681
2.602,-2.874,6.079,57.211,12.633
2.603,-2.826,6.081,57.218,12.585
2.604,-2.778,6.084,57.224,12.537
2.605,-2.730,6.087,57.230,12.489
2.606,-2.682,6.090,57.236,12.441
2.607,-2.634,6.092,57.242,12.393
2.608,-2.586,6.095,57.248,12.345
2.609,-2.538,6.097,57.254,12.297
2.610,-2.490,6.100,57.260,12.249
2.611,-2.443,6.102,57.266,12.202
2.612,-2.395,6.105,57.272,12.154
2.613,-2.347,6.107,57.278,12.107
2.614,-2.300,6.109,57.285,12.059
2.615,-2.252,6.112,57.291,12.012
2.616,-2.205,6.114,57.297,11.964
2.617,-2.158,6.116,57.303,11.917
2.618,-2.110,6.118,57.309,11.870
2.619,-2.063,6.120,57.315,11.823
2.620,-2.016,6.122,57.321,11.776
2.621,-1.969,6.124,57.327,11.729
2.622,-1.922,6.126,57.334,11.682
2.623,-1.875,6.128,57.340,11.635
2.624,-1.828,6.130,57.346,11.588
2.625,-1.781,6.132,57.352,11.541
2.626,-1.735,6.133,57.358,11.494
2.627,-1.688,6.135,57.364,11.448
2.628,-1.641,6.137,57.370,11.401
2.629,-1.595,6.138,57.376,11.355
2.630,-1.548,6.140,57.383,11.308
2.631,-1.502,6.141,57.389,11.262
2.632,-1.455,6.143,57.395,11.216
2.633,-1.409,6.144,57.401,11.169
2.634,-1.363,6.146,57.407,11.123
2.635,-1.317,6.147,57.413,11.077
2.636,-1.271,6.148,57.419,11.031
2.637,-1.224,6.149,57.426,10.985
2.638,-1.179,6.151,57.432,10.939
2.639,-1.133,6.152,57.438,10.893
2.640,-1.087,6.153,57.444,10.848
2.641,-1.041,6.154,57.450,10.802
2.642,-0.995,6.155,57.456,10.756
2.643,-0.950,6.156,57.463,10.711
2.644,-0.904,6.157,57.469,10.665
2.645,-0.859,6.157,57.475,10.620
2.646,-0.813,6.158,57.481,10.575
2.647,-0.768,6.159,57.487,10.529
2.648,-0.723,6.160,57.493,10.484
2.649,-0.678,6.160,57.500,10.439
2.650,-0.632,6.161,57.506,10.394
2.651,-0.587,6.162,57.512,10.349
2.652,-0.542,6.162,57.518,10.304
2.653,-0.497,6.163,57.524,10.259
2.654,-0.453,6.163,57.530,10.214
2.655,-0.408,6.164,57.536,10.170
2.656,-0.363,6.164,57.543,10.125
2.657,-0.318,6.164,57.549,10.081
2.658,-0.274,6.165,57.555,10.036
2.659,-0.229,6.165,57.561,9.992
2.660,-0.185,6.165,57.567,9.947
2.661,-0.141,6.165,57.573,9.903
2.662,-0.096,6.165,57.580,9.859
2.663,-0.052,6.165,57.586,9.815
2.664,-0.008,6.165,57.592,9.771
2.665,0.036,6.165,57.598,9.727
2.666,0.080,6.165,57.604,9.683
2.667,0.124,6.165,57.610,9.639
2.668,0.168,6.165,57.617,9.595
2.669,0.211,6.165,57.623,9.552
2.670,0.255,6.164,57.629,9.508
2.671,0.299,6.164,57.635,9.464
2.672,0.342,6.164,57.641,9.421
2.673,0.386,6.163,57.647,9.378
2.674,0.429,6.163,57.654,9.334
2.675,0.472,6.162,57.660,9.291
2.676,0.516,6.162,57.666,9.248
2.677,0.559,6.161,57.672,9.205
2.678,0.602,6.161,57.678,9.162
2.679,0.645,6.160,57.684,9.119
2.680,0.688,6.159,57.691,9.076
2.681,0.731,6.159,57.697,9.033
2.682,0.773,6.158,57.703,8.991
2.683,0.816,6.157,57.709,8.948
2.684,0.859,6.156,57.715,8.905
2.685,0.901,6.155,57.721,8.863
2.686,0.944,6.154,57.728,8.821
2.687,0.986,6.153,57.734,8.778
2.688,1.028,6.152,57.740,8.736
2.689,1.071,6.151,57.746,8.694
2.690,1.113,6.150,57.752,8.652
2.691,1.155,6.149,57.758,8.610
2.692,1.197,6.148,57.764,8.568
2.693,1.239,6.147,57.771,8.526
2.694,1.281,6.145,57.777,8.484
2.695,1.322,6.144,57.783,8.443
2.696,1.364,6.143,57.789,8.401
2.697,1.406,6.141,57.795,8.359
2.698,1.448,6.140,57.801,8.317
2.699,1.489,6.138,57.807,8.276
2.700,1.531,6.137,57.814,8.234
2.701,1.573,6.135,57.820,8.192
2.702,1.614,6.134,57.826,8.151
2.703,1.656,6.132,57.832,8.109
2.704,1.698,6.130,57.838,8.067
2.705,1.739,6.129,57.844,8.026
2.706,1.781,6.127,57.850,7.984
2.707,1.822,6.125,57.856,7.943
2.708,1.864,6.123,57.863,7.901
2.709,1.905,6.121,57.869,7.860
2.710,1.947,6.119,57.875,7.819
2.711,1.988,6.117,57.881,7.777
2.712,2.029,6.115,57.887,7.736
2.713,2.071,6.113,57.893,7.695
2.714,2.112,6.111,57.899,7.653
2.715,2.153,6.109,57.905,7.612
2.716,2.195,6.107,57.911,7.571
2.717,2.236,6.104,57.918,7.530
2.718,2.277,6.102,57.924,7.488
2.719,2.318,6.100,57.930,7.447
2.720,2.359,6.097,57.936,7.406
2.721,2.400,6.095,57.942,7.365
2.722,2.441,6.093,57.948,7.324
2.723,2.482,6.090,57.954,7.283
2.724,2.523,6.088,57.960,7.242
2.725,2.564,6.085,57.966,7.201
2.726,2.605,6.082,57.972,7.160
2.727,2.646,6.080,57.979,7.119
2.728,2.687,6.077,57.985,7.079
2.729,2.728,6.074,57.991,7.038
2.730,2.769,6.072,57.997,6.997
2.731,2.810,6.069,58.003,6.956
2.732,2.850,6.066,58.009,6.916
2.733,2.891,6.063,58.015,6.875
2.734,2.932,6.060,58.021,6.834
2.735,2.972,6.057,58.027,6.794
2.736,3.013,6.054,58.033,6.753
2.737,3.053,6.051,58.039,6.713
2.738,3.094,6.048,58.045,6.672
2.739,3.134,6.045,58.051,6.632
2.740,3.175,6.042,58.057,6.591
2.741,3.215,6.038,58.063,6.551
2.742,3.256,6.035,58.069,6.511
2.743,3.296,6.032,58.075,6.471
2.744,3.336,6.029,58.081,6.430
2.745,3.376,6.025,58.087,6.390
2.746,3.417,6.022,58.093,6.350
2.747,3.457,6.018,58.099,6.310
2.748,3.497,6.015,58.106,6.270
2.749,3.537,6.011,58.112,6.230
2.750,3.577,6.008,58.118,6.190
2.751,3.617,6.004,58.124,6.150
2.752,3.657,6.000,58.130,6.110
2.753,3.697,5.997,58.136,6.070
2.754,3.737,5.993,58.142,6.030
2.755,3.776,5.989,58.148,5.990
2.756,3.816,5.985,58.153,5.951
2.757,3.856,5.982,58.159,5.911
2.758,3.896,5.978,58.165,5.871
2.759,3.935,5.974,58.171,5.832
2.760,3.975,5.970,58.177,5.792
2.761,4.014,5.966,58.183,5.753
2.762,4.054,5.962,58.189,5.713
2.763,4.093,5.958,58.195,5.674
2.764,4.133,5.953,58.201,5.635
2.765,4.172,5.949,58.207,5.595
2.766,4.211,5.945,58.213,5.556
2.767,4.251,5.941,58.219,5.517
2.768,4.290,5.937,58.225,5.478
2.769,4.329,5.932,58.231,5.438
2.770,4.368,5.928,58.237,5.399
2.771,4.407,5.923,58.243,5.360
2.772,4.446,5.919,58.249,5.321
2.773,4.485,5.915,58.255,5.282
2.774,4.524,5.910,58.261,5.243
2.775,4.563,5.905,58.266,5.205
2.776,4.602,5.901,58.272,5.166
2.777,4.641,5.896,58.278,5.127
2.778,4.680,5.892,58.284,5.088
2.779,4.718,5.887,58.290,5.050
2.780,4.757,5.882,58.296,5.011
2.781,4.795,5.877,58.302,4.973
2.782,4.834,5.872,58.308,4.934
2.783,4.872,5.868,58.314,4.896
2.784,4.911,5.863,58.319,4.857
2.785,4.949,5.858,58.325,4.819
2.786,4.988,5.853,58.331,4.781
2.787,5.026,5.848,58.337,4.743
2.788,5.064,5.843,58.343,4.704
2.789,5.102,5.837,58.349,4.666
2.790,5.140,5.832,58.354,4.628
2.791,5.178,5.827,58.360,4.590
2.792,5.216,5.822,58.366,4.552
2.793,5.254,5.817,58.372,4.514
2.794,5.292,5.811,58.378,4.477
2.795,5.330,5.806,58.384,4.439
2.796,5.368,5.801,58.389,4.401
2.797,5.406,5.795,58.395,4.363
2.798,5.443,5.790,58.401,4.326
2.799,5.481,5.784,58.407,4.288
2.800,5.518,5.779,58.412,4.251
2.801,5.556,5.773,58.418,4.213
2.802,5.593,5.768,58.424,4.176
2.803,5.631,5.762,58.430,4.139
2.804,5.668,5.756,58.436,4.101
2.805,5.705,5.751,58.441,4.064
2.806,5.742,5.745,58.447,4.027
2.807,5.780,5.739,58.453,3.990
2.808,5.817,5.733,58.459,3.953
2.809,5.854,5.728,58.464,3.916
2.810,5.891,5.722,58.470,3.879
2.811,5.927,5.716,58.476,3.842
2.812,5.964,5.710,58.481,3.806
2.813,6.001,5.704,58.487,3.769
2.814,6.038,5.698,58.493,3.732
2.815,6.074,5.692,58.498,3.696
2.816,6.111,5.686,58.504,3.659
2.817,6.148,5.679,58.510,3.623
2.818,6.184,5.673,58.516,3.586
2.819,6.220,5.667,58.521,3.550
2.820,6.257,5.661,58.527,3.514
2.821,6.293,5.654,58.532,3.477
2.822,6.329,5.648,58.538,3.441
2.823,6.365,5.642,58.544,3.405
2.824,6.402,5.635,58.549,3.369
2.825,6.438,5.629,58.555,3.333
2.826,6.474,5.622,58.561,3.297
2.827,6.509,5.616,58.566,3.261
2.828,6.545,5.609,58.572,3.226
2.829,6.581,5.603,58.577,3.190
2.830,6.617,5.596,58.583,3.154
2.831,6.652,5.589,58.589,3.119
2.832,6.688,5.583,58.594,3.083
2.833,6.723,5.576,58.600,3.048
2.834,6.759,5.569,58.605,3.012
2.835,6.794,5.563,58.611,2.977
2.836,6.829,5.556,58.617,2.942
