t, dzdt2, dzdt, z, u
0.096,-58.965,5.846,49.286,68.713
0.097,-58.906,5.905,49.292,68.654
0.098,-58.847,5.964,49.298,68.594
0.099,-58.787,6.023,49.304,68.534
0.100,-58.727,6.082,49.310,68.473
0.101,-58.667,6.140,49.316,68.412
0.102,-58.605,6.199,49.322,68.350
0.103,-58.544,6.257,49.328,68.288
0.104,-58.482,6.316,49.335,68.226
0.105,-58.419,6.374,49.341,68.163
0.106,-58.356,6.433,49.347,68.099
0.107,-58.292,6.491,49.354,68.035
0.108,-58.228,6.549,49.360,67.924
0.109,-58.117,6.607,49.367,67.778
0.110,-57.972,6.665,49.374,67.634
0.111,-57.828,6.723,49.380,67.490
0.112,-57.683,6.781,49.387,67.345
0.113,-57.539,6.838,49.394,67.201
0.114,-57.394,6.896,49.401,67.056
0.115,-57.249,6.953,49.408,66.910
0.116,-57.104,7.010,49.415,66.765
0.117,-56.959,7.067,49.422,66.620
0.118,-56.813,7.124,49.429,66.474
0.119,-56.668,7.180,49.436,66.329
0.120,-56.522,7.237,49.444,66.183
0.121,-56.376,7.293,49.451,66.037
0.122,-56.230,7.350,49.458,65.890
0.123,-56.084,7.406,49.466,65.744
0.124,-55.937,7.462,49.473,65.597
0.125,-55.791,7.517,49.481,65.451
0.126,-55.644,7.573,49.488,65.304
0.127,-55.497,7.629,49.496,65.157
0.128,-55.350,7.684,49.503,65.010
0.129,-55.203,7.739,49.511,64.862
0.130,-55.056,7.794,49.519,64.715
0.131,-54.908,7.849,49.527,64.567
0.132,-54.761,7.904,49.535,64.420
0.133,-54.613,7.958,49.543,64.272
0.134,-54.465,8.013,49.551,64.124
0.135,-54.317,8.067,49.559,63.976
0.136,-54.169,8.121,49.567,63.827
0.137,-54.021,8.175,49.575,63.679
0.138,-53.872,8.229,49.583,63.530
0.139,-53.724,8.283,49.592,63.382
0.140,-53.575,8.337,49.600,63.233
0.141,-53.426,8.390,49.608,63.084
0.142,-53.277,8.443,49.617,62.935
0.143,-53.128,8.496,49.625,62.785
0.144,-52.979,8.549,49.634,62.636
0.145,-52.829,8.602,49.642,62.487
0.146,-52.680,8.655,49.651,62.337
0.147,-52.530,8.707,49.660,62.187
0.148,-52.381,8.760,49.669,62.037
0.149,-52.231,8.812,49.677,61.887
0.150,-52.081,8.864,49.686,61.737
0.151,-51.931,8.916,49.695,61.587
0.152,-51.780,8.968,49.704,61.437
0.153,-51.630,9.019,49.713,61.286
0.154,-51.479,9.071,49.722,61.136
0.155,-51.329,9.122,49.731,60.985
0.156,-51.178,9.173,49.740,60.834
0.157,-51.027,9.224,49.750,60.683
0.158,-50.876,9.275,49.759,60.532
0.159,-50.725,9.326,49.768,60.381
0.160,-50.574,9.377,49.778,60.230
0.161,-50.423,9.427,49.787,60.078
0.162,-50.272,9.477,49.797,59.927
0.163,-50.120,9.527,49.806,59.775
0.164,-49.968,9.577,49.816,59.623
0.165,-49.817,9.627,49.825,59.472
0.166,-49.665,9.677,49.835,59.320
0.167,-49.513,9.726,49.845,59.168
0.168,-49.361,9.776,49.854,59.016
0.169,-49.209,9.825,49.864,58.863
0.170,-49.057,9.874,49.874,58.711
0.171,-48.904,9.923,49.884,58.559
0.172,-48.752,9.972,49.894,58.406
0.173,-48.600,10.020,49.904,58.254
0.174,-48.447,10.069,49.914,58.101
0.175,-48.294,10.117,49.924,57.948
0.176,-48.142,10.165,49.934,57.795
0.177,-47.989,10.213,49.945,57.642
0.178,-47.836,10.261,49.955,57.489
0.179,-47.683,10.309,49.965,57.336
0.180,-47.530,10.356,49.976,57.183
0.181,-47.376,10.404,49.986,57.030
0.182,-47.223,10.451,49.996,56.876
0.183,-47.070,10.498,50.007,56.723
0.184,-46.916,10.545,50.017,56.570
0.185,-46.763,10.592,50.028,56.416
0.186,-46.609,10.638,50.039,56.262
0.187,-46.456,10.685,50.049,56.108
0.188,-46.302,10.731,50.060,55.955
0.189,-46.148,10.777,50.071,55.801
0.190,-45.994,10.823,50.082,55.647
0.191,-45.840,10.869,50.093,55.493
0.192,-45.686,10.915,50.104,55.339
0.193,-45.532,10.960,50.114,55.184
0.194,-45.378,11.006,50.125,55.030
0.195,-45.224,11.051,50.137,54.876
0.196,-45.069,11.096,50.148,54.722
0.197,-44.915,11.141,50.159,54.567
0.198,-44.760,11.186,50.170,54.413
0.199,-44.606,11.230,50.181,54.258
0.200,-44.451,11.275,50.192,54.103
0.201,-44.297,11.319,50.204,53.949
0.202,-44.142,11.363,50.215,53.794
0.203,-43.987,11.407,50.227,53.639
0.204,-43.833,11.451,50.238,53.484
0.205,-43.678,11.495,50.249,53.329
0.206,-43.523,11.538,50.261,53.175
0.207,-43.368,11.581,50.273,53.020
0.208,-43.213,11.625,50.284,52.864
0.209,-43.058,11.668,50.296,52.709
0.210,-42.903,11.711,50.308,52.554
0.211,-42.748,11.753,50.319,52.399
0.212,-42.592,11.796,50.331,52.244
0.213,-42.437,11.838,50.343,52.088
0.214,-42.282,11.881,50.355,51.933
0.215,-42.126,11.923,50.367,51.778
0.216,-41.971,11.965,50.379,51.622
0.217,-41.816,12.007,50.391,51.467
0.218,-41.660,12.048,50.403,51.311
0.219,-41.505,12.090,50.415,51.156
0.220,-41.349,12.131,50.427,51.000
0.221,-41.194,12.172,50.439,50.845
0.222,-41.038,12.213,50.451,50.689
0.223,-40.882,12.254,50.464,50.533
0.224,-40.727,12.295,50.476,50.378
0.225,-40.571,12.335,50.488,50.222
0.226,-40.415,12.376,50.501,50.066
0.227,-40.260,12.416,50.513,49.910
0.228,-40.104,12.456,50.526,49.755
0.229,-39.948,12.496,50.538,49.599
0.230,-39.792,12.536,50.551,49.443
0.231,-39.636,12.576,50.563,49.287
0.232,-39.480,12.615,50.576,49.131
0.233,-39.324,12.654,50.588,48.975
0.234,-39.169,12.694,50.601,48.819
0.235,-39.013,12.733,50.614,48.663
0.236,-38.857,12.771,50.627,48.507
0.237,-38.701,12.810,50.639,48.351
0.238,-38.545,12.849,50.652,48.195
0.239,-38.389,12.887,50.665,48.039
0.240,-38.233,12.925,50.678,47.883
0.241,-38.077,12.963,50.691,47.727
0.242,-37.920,13.001,50.704,47.571
0.243,-37.764,13.039,50.717,47.415
0.244,-37.608,13.077,50.730,47.259
0.245,-37.452,13.114,50.743,47.103
0.246,-37.296,13.151,50.756,46.947
0.247,-37.140,13.189,50.770,46.791
0.248,-36.984,13.226,50.783,46.634
0.249,-36.828,13.262,50.796,46.478
0.250,-36.672,13.299,50.809,46.322
0.251,-36.516,13.336,50.823,46.166
0.252,-36.359,13.372,50.836,46.010
0.253,-36.203,13.408,50.850,45.854
0.254,-36.047,13.444,50.863,45.698
0.255,-35.891,13.480,50.876,45.542
0.256,-35.735,13.516,50.890,45.386
0.257,-35.579,13.551,50.904,45.229
0.258,-35.423,13.587,50.917,45.073
0.259,-35.267,13.622,50.931,44.917
0.260,-35.111,13.657,50.944,44.761
0.261,-34.955,13.692,50.958,44.605
0.262,-34.799,13.727,50.972,44.449
0.263,-34.642,13.762,50.986,44.293
0.264,-34.486,13.796,50.999,44.137
0.265,-34.330,13.830,51.013,43.981
0.266,-34.174,13.865,51.027,43.825
0.267,-34.018,13.899,51.041,43.669
0.268,-33.862,13.932,51.055,43.513
0.269,-33.707,13.966,51.069,43.357
0.270,-33.551,14.000,51.083,43.201
0.271,-33.395,14.033,51.097,43.045
0.272,-33.239,14.066,51.111,42.890
0.273,-33.083,14.099,51.125,42.734
0.274,-32.927,14.132,51.139,42.578
0.275,-32.771,14.165,51.153,42.422
0.276,-32.615,14.198,51.168,42.266
0.277,-32.460,14.230,51.182,42.111
0.278,-32.304,14.263,51.196,41.955
0.279,-32.148,14.295,51.210,41.799
0.280,-31.993,14.327,51.225,41.644
0.281,-31.837,14.359,51.239,41.488
0.282,-31.681,14.390,51.253,41.332
0.283,-31.526,14.422,51.268,41.177
0.284,-31.370,14.453,51.282,41.021
0.285,-31.215,14.484,51.297,40.866
0.286,-31.059,14.515,51.311,40.710
0.287,-30.904,14.546,51.326,40.555
0.288,-30.748,14.577,51.340,40.400
0.289,-30.593,14.608,51.355,40.244
0.290,-30.438,14.638,51.370,40.089
0.291,-30.282,14.668,51.384,39.934
0.292,-30.127,14.698,51.399,39.778
0.293,-29.972,14.728,51.414,39.623
0.294,-29.817,14.758,51.429,39.468
0.295,-29.662,14.788,51.443,39.313
0.296,-29.507,14.817,51.458,39.158
0.297,-29.352,14.847,51.473,39.003
0.298,-29.197,14.876,51.488,38.848
0.299,-29.042,14.905,51.503,38.693
0.300,-28.887,14.934,51.518,38.539
0.301,-28.732,14.963,51.533,38.384
0.302,-28.577,14.991,51.548,38.229
0.303,-28.422,15.020,51.563,38.074
0.304,-28.268,15.048,51.578,37.920
0.305,-28.113,15.076,51.593,37.765
0.306,-27.959,15.104,51.608,37.611
0.307,-27.804,15.132,51.623,37.456
0.308,-27.650,15.159,51.638,37.302
0.309,-27.495,15.187,51.653,37.148
0.310,-27.341,15.214,51.669,36.994
0.311,-27.187,15.241,51.684,36.839
0.312,-27.033,15.268,51.699,36.685
0.313,-26.879,15.295,51.714,36.531
0.314,-26.725,15.322,51.730,36.377
0.315,-26.571,15.349,51.745,36.223
0.316,-26.417,15.375,51.760,36.069
0.317,-26.263,15.401,51.776,35.916
0.318,-26.109,15.427,51.791,35.762
0.319,-25.955,15.453,51.807,35.608
0.320,-25.802,15.479,51.822,35.455
0.321,-25.648,15.505,51.838,35.301
0.322,-25.495,15.530,51.853,35.148
0.323,-25.341,15.556,51.869,34.995
0.324,-25.188,15.581,51.884,34.841
0.325,-25.035,15.606,51.900,34.688
0.326,-24.881,15.631,51.916,34.535
0.327,-24.728,15.655,51.931,34.382
0.328,-24.575,15.680,51.947,34.229
0.329,-24.422,15.704,51.963,34.076
0.330,-24.269,15.729,51.978,33.923
0.331,-24.117,15.753,51.994,33.771
0.332,-23.964,15.777,52.010,33.618
0.333,-23.811,15.801,52.026,33.465
0.334,-23.659,15.824,52.042,33.313
0.335,-23.506,15.848,52.057,33.161
0.336,-23.354,15.871,52.073,33.008
0.337,-23.202,15.894,52.089,32.856
0.338,-23.049,15.917,52.105,32.704
0.339,-22.897,15.940,52.121,32.552
0.340,-22.745,15.963,52.137,32.400
0.341,-22.593,15.986,52.153,32.248
0.342,-22.442,16.008,52.169,32.096
0.343,-22.290,16.030,52.185,31.945
0.344,-22.138,16.053,52.201,31.793
0.345,-21.987,16.075,52.217,31.642
0.346,-21.835,16.096,52.233,31.490
0.347,-21.684,16.118,52.249,31.339
0.348,-21.533,16.140,52.265,31.188
0.349,-21.381,16.161,52.282,31.037
0.350,-21.230,16.182,52.298,30.886
0.351,-21.079,16.203,52.314,30.735
0.352,-20.928,16.224,52.330,30.584
0.353,-20.778,16.245,52.346,30.434
0.354,-20.627,16.266,52.363,30.283
0.355,-20.477,16.286,52.379,30.133
0.356,-20.326,16.306,52.395,29.982
0.357,-20.176,16.327,52.412,29.832
0.358,-20.025,16.347,52.428,29.682
0.359,-19.875,16.366,52.444,29.532
0.360,-19.725,16.386,52.461,29.382
0.361,-19.575,16.406,52.477,29.232
0.362,-19.426,16.425,52.494,29.083
0.363,-19.276,16.444,52.510,28.933
0.364,-19.126,16.464,52.527,28.783
0.365,-18.977,16.483,52.543,28.634
0.366,-18.827,16.501,52.560,28.485
0.367,-18.678,16.520,52.576,28.336
0.368,-18.529,16.539,52.593,28.187
0.369,-18.380,16.557,52.609,28.038
0.370,-18.231,16.575,52.626,27.889
0.371,-18.082,16.593,52.642,27.740
0.372,-17.934,16.611,52.659,27.592
0.373,-17.785,16.629,52.676,27.443
0.374,-17.637,16.647,52.692,27.295
0.375,-17.489,16.664,52.709,27.147
0.376,-17.340,16.681,52.726,26.999
0.377,-17.192,16.699,52.742,26.851
0.378,-17.044,16.716,52.759,26.703
0.379,-16.897,16.733,52.776,26.556
0.380,-16.749,16.749,52.792,26.408
0.381,-16.601,16.766,52.809,26.261
0.382,-16.454,16.782,52.826,26.113
0.383,-16.307,16.799,52.843,25.966
0.384,-16.160,16.815,52.860,25.819
0.385,-16.012,16.831,52.876,25.672
0.386,-15.866,16.847,52.893,25.525
0.387,-15.719,16.862,52.910,25.379
0.388,-15.572,16.878,52.927,25.232
0.389,-15.426,16.893,52.944,25.086
0.390,-15.279,16.909,52.961,24.940
0.391,-15.133,16.924,52.978,24.794
0.392,-14.987,16.939,52.995,24.648
0.393,-14.841,16.954,53.012,24.502
0.394,-14.695,16.968,53.029,24.356
0.395,-14.549,16.983,53.046,24.211
0.396,-14.404,16.997,53.063,24.065
0.397,-14.259,17.012,53.080,23.920
0.398,-14.113,17.026,53.097,23.775
0.399,-13.968,17.040,53.114,23.630
0.400,-13.823,17.054,53.131,23.485
0.401,-13.678,17.067,53.148,23.340
0.402,-13.534,17.081,53.165,23.196
0.403,-13.389,17.094,53.182,23.051
0.404,-13.245,17.107,53.199,22.907
0.405,-13.100,17.120,53.216,22.763
0.406,-12.956,17.133,53.233,22.619
0.407,-12.812,17.146,53.250,22.475
0.408,-12.668,17.159,53.268,22.331
0.409,-12.525,17.171,53.285,22.188
0.410,-12.381,17.184,53.302,22.045
0.411,-12.238,17.196,53.319,21.901
0.412,-12.095,17.208,53.336,21.758
0.413,-11.952,17.220,53.354,21.615
0.414,-11.809,17.232,53.371,21.473
0.415,-11.666,17.244,53.388,21.330
0.416,-11.523,17.255,53.405,21.188
0.417,-11.381,17.266,53.423,21.045
0.418,-11.239,17.278,53.440,20.903
0.419,-11.096,17.289,53.457,20.761
0.420,-10.954,17.300,53.474,20.619
0.421,-10.813,17.311,53.492,20.478
0.422,-10.671,17.321,53.509,20.336
0.423,-10.530,17.332,53.526,20.195
0.424,-10.388,17.342,53.544,20.054
0.425,-10.247,17.352,53.561,19.913
0.426,-10.106,17.363,53.578,19.772
0.427,-9.965,17.373,53.596,19.631
0.428,-9.824,17.382,53.613,19.491
0.429,-9.684,17.392,53.631,19.350
0.430,-9.544,17.402,53.648,19.210
0.431,-9.403,17.411,53.665,19.070
0.432,-9.263,17.420,53.683,18.930
0.433,-9.123,17.429,53.700,18.790
0.434,-8.984,17.438,53.718,18.651
0.435,-8.844,17.447,53.735,18.512
0.436,-8.705,17.456,53.753,18.372
0.437,-8.566,17.464,53.770,18.233
0.438,-8.427,17.473,53.788,18.094
0.439,-8.288,17.481,53.805,17.956
0.440,-8.149,17.489,53.823,17.817
0.441,-8.011,17.497,53.840,17.679
0.442,-7.872,17.505,53.858,17.541
0.443,-7.734,17.513,53.875,17.403
0.444,-7.596,17.521,53.893,17.265
0.445,-7.458,17.528,53.910,17.127
0.446,-7.321,17.535,53.928,16.990
0.447,-7.183,17.542,53.945,16.853
0.448,-7.046,17.550,53.963,16.716
0.449,-6.909,17.556,53.980,16.579
0.450,-6.772,17.563,53.998,16.442
0.451,-6.635,17.570,54.015,16.305
0.452,-6.499,17.576,54.033,16.169
0.453,-6.362,17.583,54.051,16.033
0.454,-6.226,17.589,54.068,15.897
0.455,-6.090,17.595,54.086,15.761
0.456,-5.954,17.601,54.103,15.625
0.457,-5.819,17.607,54.121,15.490
0.458,-5.683,17.612,54.139,15.355
0.459,-5.548,17.618,54.156,15.220
0.460,-5.413,17.623,54.174,15.085
0.461,-5.278,17.629,54.191,14.950
0.462,-5.143,17.634,54.209,14.816
0.463,-5.009,17.639,54.227,14.681
0.464,-4.875,17.644,54.244,14.547
0.465,-4.740,17.648,54.262,14.413
0.466,-4.606,17.653,54.280,14.279
0.467,-4.473,17.658,54.297,14.146
0.468,-4.339,17.662,54.315,14.012
0.469,-4.206,17.666,54.333,13.879
0.470,-4.073,17.670,54.350,13.746
0.471,-3.940,17.674,54.368,13.613
0.472,-3.807,17.678,54.386,13.481
0.473,-3.674,17.682,54.403,13.348
0.474,-3.542,17.685,54.421,13.216
0.475,-3.410,17.689,54.439,13.084
0.476,-3.278,17.692,54.456,12.952
0.477,-3.146,17.695,54.474,12.821
0.478,-3.014,17.698,54.492,12.689
0.479,-2.883,17.701,54.510,12.558
0.480,-2.751,17.704,54.527,12.427
0.481,-2.620,17.706,54.545,12.296
0.482,-2.490,17.709,54.563,12.166
0.483,-2.359,17.711,54.580,12.035
0.484,-2.228,17.713,54.598,11.905
0.485,-2.098,17.715,54.616,11.775
0.486,-1.968,17.717,54.633,11.645
0.487,-1.838,17.719,54.651,11.515
0.488,-1.709,17.721,54.669,11.386
0.489,-1.579,17.723,54.687,11.257
0.490,-1.450,17.724,54.704,11.128
0.491,-1.321,17.725,54.722,10.999
0.492,-1.192,17.726,54.740,10.870
0.493,-1.064,17.728,54.758,10.742
0.494,-0.935,17.728,54.775,10.614
0.495,-0.807,17.729,54.793,10.486
0.496,-0.679,17.730,54.811,10.358
0.497,-0.551,17.731,54.828,10.231
0.498,-0.424,17.731,54.846,10.103
0.499,-0.297,17.731,54.864,9.976
0.500,-0.169,17.731,54.882,9.849
0.501,-0.042,17.731,54.899,9.722
0.502,0.084,17.731,54.917,9.596
0.503,0.211,17.731,54.935,9.470
0.504,0.337,17.731,54.953,9.344
0.505,0.463,17.730,54.970,9.218
0.506,0.589,17.730,54.988,9.092
0.507,0.715,17.729,55.006,8.967
0.508,0.840,17.728,55.024,8.841
0.509,0.965,17.727,55.041,8.716
0.510,1.090,17.726,55.059,8.592
0.511,1.215,17.725,55.077,8.467
0.512,1.340,17.724,55.094,8.343
0.513,1.464,17.722,55.112,8.219
0.514,1.588,17.721,55.130,8.095
0.515,1.712,17.719,55.148,7.971
0.516,1.836,17.717,55.165,7.847
0.517,1.959,17.715,55.183,7.724
0.518,2.082,17.713,55.201,7.601
0.519,2.206,17.711,55.218,7.478
0.520,2.328,17.708,55.236,7.356
0.521,2.451,17.706,55.254,7.233
0.522,2.573,17.703,55.272,7.111
0.523,2.695,17.701,55.289,6.989
0.524,2.817,17.698,55.307,6.868
0.525,2.939,17.695,55.325,6.746
0.526,3.061,17.692,55.342,6.625
0.527,3.182,17.689,55.360,6.504
0.528,3.303,17.685,55.378,6.383
0.529,3.424,17.682,55.395,6.262
0.530,3.544,17.678,55.413,6.142
0.531,3.665,17.675,55.431,6.022
0.532,3.785,17.671,55.448,5.902
0.533,3.905,17.667,55.466,5.782
0.534,4.024,17.663,55.484,5.663
0.535,4.144,17.659,55.501,5.543
0.536,4.263,17.655,55.519,5.424
0.537,4.383,17.650,55.537,5.304
0.538,4.502,17.646,55.554,5.185
0.539,4.622,17.641,55.572,5.066
0.540,4.741,17.636,55.590,4.947
0.541,4.860,17.632,55.607,4.827
0.542,4.979,17.627,55.625,4.708
0.543,5.098,17.621,55.643,4.589
0.544,5.217,17.616,55.660,4.471
0.545,5.336,17.611,55.678,4.352
0.546,5.455,17.605,55.695,4.233
0.547,5.574,17.600,55.713,4.114
0.548,5.692,17.594,55.731,3.996
0.549,5.811,17.588,55.748,3.877
0.550,5.929,17.582,55.766,3.759
0.551,6.048,17.576,55.783,3.641
0.552,6.166,17.570,55.801,3.522
0.553,6.284,17.564,55.818,3.404
0.554,6.402,17.558,55.836,3.286
0.555,6.520,17.551,55.854,3.168
0.556,6.638,17.544,55.871,3.050
0.557,6.756,17.538,55.889,2.933
0.558,6.874,17.531,55.906,2.815
0.559,6.992,17.524,55.924,2.697
0.560,7.109,17.517,55.941,2.580
0.561,7.227,17.509,55.959,2.462
0.562,7.344,17.502,55.976,2.345
0.563,7.461,17.495,55.994,2.228
0.564,7.579,17.487,56.011,2.111
0.565,7.696,17.479,56.029,1.994
0.566,7.813,17.472,56.046,1.877
0.567,7.930,17.464,56.064,1.760
0.568,8.047,17.456,56.081,1.643
0.569,8.163,17.447,56.098,1.527
0.570,8.280,17.439,56.116,1.410
0.571,8.396,17.431,56.133,1.294
0.572,8.513,17.422,56.151,1.178
0.573,8.629,17.414,56.168,1.061
0.574,8.745,17.405,56.186,0.945
0.575,8.861,17.396,56.203,0.829
0.576,8.977,17.387,56.220,0.713
0.577,9.093,17.378,56.238,0.598
0.578,9.209,17.369,56.255,0.482
0.579,9.325,17.359,56.272,0.366
0.580,9.440,17.350,56.290,0.251
0.581,9.556,17.340,56.307,0.136
0.582,9.671,17.331,56.325,0.021
0.583,9.786,17.321,56.342,-0.095
0.584,9.901,17.311,56.359,-0.210
0.585,10.016,17.301,56.376,-0.324
0.586,10.131,17.291,56.394,-0.439
0.587,10.246,17.281,56.411,-0.554
0.588,10.360,17.270,56.428,-0.668
0.589,10.475,17.260,56.446,-0.783
0.590,10.589,17.249,56.463,-0.897
0.591,10.703,17.238,56.480,-1.011
0.592,10.818,17.228,56.497,-1.125
0.593,10.932,17.217,56.514,-1.239
0.594,11.045,17.206,56.532,-1.353
0.595,11.159,17.195,56.549,-1.466
0.596,11.273,17.183,56.566,-1.580
0.597,11.386,17.172,56.583,-1.693
0.598,11.500,17.160,56.600,-1.806
0.599,11.613,17.149,56.618,-1.919
0.600,11.726,17.137,56.635,-2.032
0.601,11.839,17.125,56.652,-2.145
0.602,11.952,17.113,56.669,-2.258
0.603,12.065,17.101,56.686,-2.370
0.604,12.177,17.089,56.703,-2.483
0.605,12.290,17.077,56.720,-2.595
0.606,12.402,17.064,56.737,-2.707
0.607,12.514,17.052,56.754,-2.819
0.608,12.626,17.039,56.771,-2.931
0.609,12.738,17.026,56.788,-3.043
0.610,12.850,17.014,56.805,-3.155
0.611,12.961,17.001,56.822,-3.266
0.612,13.073,16.988,56.839,-3.377
0.613,13.184,16.974,56.856,-3.489
0.614,13.295,16.961,56.873,-3.600
0.615,13.406,16.948,56.890,-3.711
0.616,13.517,16.934,56.907,-3.821
0.617,13.628,16.921,56.924,-3.932
0.618,13.739,16.907,56.941,-4.042
0.619,13.849,16.893,56.958,-4.153
0.620,13.959,16.879,56.975,-4.263
0.621,14.069,16.865,56.992,-4.373
0.622,14.179,16.851,57.008,-4.483
0.623,14.289,16.836,57.025,-4.592
0.624,14.399,16.822,57.042,-4.702
0.625,14.509,16.808,57.059,-4.811
0.626,14.618,16.793,57.076,-4.921
0.627,14.727,16.778,57.093,-5.030
0.628,14.836,16.763,57.109,-5.139
0.629,14.945,16.748,57.126,-5.247
0.630,15.054,16.733,57.143,-5.356
0.631,15.163,16.718,57.159,-5.464
0.632,15.271,16.703,57.176,-5.573
0.633,15.379,16.688,57.193,-5.681
0.634,15.487,16.672,57.210,-5.789
0.635,15.595,16.656,57.226,-5.897
0.636,15.703,16.641,57.243,-6.004
0.637,15.811,16.625,57.259,-6.112
0.638,15.918,16.609,57.276,-6.219
0.639,16.026,16.593,57.293,-6.326
0.640,16.133,16.577,57.309,-6.433
0.641,16.240,16.561,57.326,-6.540
0.642,16.347,16.544,57.342,-6.647
0.643,16.453,16.528,57.359,-6.753
0.644,16.560,16.511,57.375,-6.859
0.645,16.666,16.495,57.392,-6.966
0.646,16.772,16.478,57.408,-7.072
0.647,16.878,16.461,57.425,-7.177
0.648,16.984,16.444,57.441,-7.283
0.649,17.090,16.427,57.458,-7.388
0.650,17.195,16.410,57.474,-7.494
0.651,17.300,16.392,57.491,-7.599
0.652,17.405,16.375,57.507,-7.704
0.653,17.510,16.357,57.523,-7.808
0.654,17.615,16.340,57.540,-7.913
0.655,17.720,16.322,57.556,-8.017
0.656,17.824,16.304,57.572,-8.122
0.657,17.928,16.286,57.588,-8.226
0.658,18.032,16.268,57.605,-8.329
0.659,18.136,16.250,57.621,-8.433
0.660,18.240,16.232,57.637,-8.537
0.661,18.343,16.214,57.653,-8.640
0.662,18.446,16.195,57.670,-8.743
0.663,18.550,16.177,57.686,-8.846
0.664,18.652,16.158,57.702,-8.949
0.665,18.755,16.139,57.718,-9.051
0.666,18.858,16.120,57.734,-9.153
0.667,18.960,16.101,57.750,-9.256
