t, dzdt2, dzdt, z, u
0.280,-31.993,14.327,52.225,41.644
0.281,-31.837,14.359,52.239,41.488
0.282,-31.681,14.390,52.253,41.332
0.283,-31.526,14.422,52.268,41.177
0.284,-31.370,14.453,52.282,41.021
0.285,-31.215,14.484,52.297,40.866
0.286,-31.059,14.515,52.311,40.710
0.287,-30.904,14.546,52.326,40.555
0.288,-30.748,14.577,52.340,40.400
0.289,-30.593,14.608,52.355,40.244
0.290,-30.438,14.638,52.370,40.089
0.291,-30.282,14.668,52.384,39.934
0.292,-30.127,14.698,52.399,39.778
0.293,-29.972,14.728,52.414,39.623
0.294,-29.817,14.758,52.429,39.468
0.295,-29.662,14.788,52.443,39.313
0.296,-29.507,14.817,52.458,39.158
0.297,-29.352,14.847,52.473,39.003
0.298,-29.197,14.876,52.488,38.848
0.299,-29.042,14.905,52.503,38.693
0.300,-28.887,14.934,52.518,38.539
0.301,-28.732,14.963,52.533,38.384
0.302,-28.577,14.991,52.548,38.229
0.303,-28.422,15.020,52.563,38.074
0.304,-28.268,15.048,52.578,37.920
0.305,-28.113,15.076,52.593,37.765
0.306,-27.959,15.104,52.608,37.611
0.307,-27.804,15.132,52.623,37.456
0.308,-27.650,15.159,52.638,37.302
0.309,-27.495,15.187,52.653,37.148
0.310,-27.341,15.214,52.669,36.994
0.311,-27.187,15.241,52.684,36.839
0.312,-27.033,15.268,52.699,36.685
0.313,-26.879,15.295,52.714,36.531
0.314,-26.725,15.322,52.730,36.377
0.315,-26.571,15.349,52.745,36.223
0.316,-26.417,15.375,52.760,36.069
0.317,-26.263,15.401,52.776,35.916
0.318,-26.109,15.427,52.791,35.762
0.319,-25.955,15.453,52.807,35.608
0.320,-25.802,15.479,52.822,35.455
0.321,-25.648,15.505,52.838,35.301
0.322,-25.495,15.530,52.853,35.148
0.323,-25.341,15.556,52.869,34.995
0.324,-25.188,15.581,52.884,34.841
0.325,-25.035,15.606,52.900,34.688
0.326,-24.881,15.631,52.916,34.535
0.327,-24.728,15.655,52.931,34.382
0.328,-24.575,15.680,52.947,34.229
0.329,-24.422,15.704,52.963,34.076
0.330,-24.269,15.729,52.978,33.923
0.331,-24.117,15.753,52.994,33.771
0.332,-23.964,15.777,53.010,33.618
0.333,-23.811,15.801,53.026,33.465
0.334,-23.659,15.824,53.042,33.313
0.335,-23.506,15.848,53.057,33.161
0.336,-23.354,15.871,53.073,33.008
0.337,-23.202,15.894,53.089,32.856
0.338,-23.049,15.917,53.105,32.704
0.339,-22.897,15.940,53.121,32.552
0.340,-22.745,15.963,53.137,32.400
0.341,-22.593,15.986,53.153,32.248
0.342,-22.442,16.008,53.169,32.096
0.343,-22.290,16.030,53.185,31.945
0.344,-22.138,16.053,53.201,31.793
0.345,-21.987,16.075,53.217,31.642
0.346,-21.835,16.096,53.233,31.490
0.347,-21.684,16.118,53.249,31.339
0.348,-21.533,16.140,53.265,31.188
0.349,-21.381,16.161,53.282,31.037
0.350,-21.230,16.182,53.298,30.886
0.351,-21.079,16.203,53.314,30.735
0.352,-20.928,16.224,53.330,30.584
0.353,-20.778,16.245,53.346,30.434
0.354,-20.627,16.266,53.363,30.283
0.355,-20.477,16.286,53.379,30.133
0.356,-20.326,16.306,53.395,29.982
0.357,-20.176,16.327,53.412,29.832
0.358,-20.025,16.347,53.428,29.682
0.359,-19.875,16.366,53.444,29.532
0.360,-19.725,16.386,53.461,29.382
0.361,-19.575,16.406,53.477,29.232
0.362,-19.426,16.425,53.494,29.083
0.363,-19.276,16.444,53.510,28.933
0.364,-19.126,16.464,53.527,28.783
0.365,-18.977,16.483,53.543,28.634
0.366,-18.827,16.501,53.560,28.485
0.367,-18.678,16.520,53.576,28.336
0.368,-18.529,16.539,53.593,28.187
0.369,-18.380,16.557,53.609,28.038
0.370,-18.231,16.575,53.626,27.889
0.371,-18.082,16.593,53.642,27.740
0.372,-17.934,16.611,53.659,27.592
0.373,-17.785,16.629,53.676,27.443
0.374,-17.637,16.647,53.692,27.295
0.375,-17.489,16.664,53.709,27.147
0.376,-17.340,16.681,53.726,26.999
0.377,-17.192,16.699,53.742,26.851
0.378,-17.044,16.716,53.759,26.703
0.379,-16.897,16.733,53.776,26.556
0.380,-16.749,16.749,53.792,26.408
0.381,-16.601,16.766,53.809,26.261
0.382,-16.454,16.782,53.826,26.113
0.383,-16.307,16.799,53.843,25.966
0.384,-16.160,16.815,53.860,25.819
0.385,-16.012,16.831,53.876,25.672
0.386,-15.866,16.847,53.893,25.525
0.387,-15.719,16.862,53.910,25.379
0.388,-15.572,16.878,53.927,25.232
0.389,-15.426,16.893,53.944,25.086
0.390,-15.279,16.909,53.961,24.940
0.391,-15.133,16.924,53.978,24.794
0.392,-14.987,16.939,53.995,24.648
0.393,-14.841,16.954,54.012,24.502
0.394,-14.695,16.968,54.029,24.356
0.395,-14.549,16.983,54.046,24.211
0.396,-14.404,16.997,54.063,24.065
0.397,-14.259,17.012,54.080,23.920
0.398,-14.113,17.026,54.097,23.775
0.399,-13.968,17.040,54.114,23.630
0.400,-13.823,17.054,54.131,23.485
0.401,-13.678,17.067,54.148,23.340
0.402,-13.534,17.081,54.165,23.196
0.403,-13.389,17.094,54.182,23.051
0.404,-13.245,17.107,54.199,22.907
0.405,-13.100,17.120,54.216,22.763
0.406,-12.956,17.133,54.233,22.619
0.407,-12.812,17.146,54.250,22.475
0.408,-12.668,17.159,54.268,22.331
0.409,-12.525,17.171,54.285,22.188
0.410,-12.381,17.184,54.302,22.045
0.411,-12.238,17.196,54.319,21.901
0.412,-12.095,17.208,54.336,21.758
0.413,-11.952,17.220,54.354,21.615
0.414,-11.809,17.232,54.371,21.473
0.415,-11.666,17.244,54.388,21.330
0.416,-11.523,17.255,54.405,21.188
0.417,-11.381,17.266,54.423,21.045
0.418,-11.239,17.278,54.440,20.903
0.419,-11.096,17.289,54.457,20.761
0.420,-10.954,17.300,54.474,20.619
0.421,-10.813,17.311,54.492,20.478
0.422,-10.671,17.321,54.509,20.336
0.423,-10.530,17.332,54.526,20.195
0.424,-10.388,17.342,54.544,20.054
0.425,-10.247,17.352,54.561,19.913
0.426,-10.106,17.363,54.578,19.772
0.427,-9.965,17.373,54.596,19.631
0.428,-9.824,17.382,54.613,19.491
0.429,-9.684,17.392,54.631,19.350
0.430,-9.544,17.402,54.648,19.210
0.431,-9.403,17.411,54.665,19.070
0.432,-9.263,17.420,54.683,18.930
0.433,-9.123,17.429,54.700,18.790
0.434,-8.984,17.438,54.718,18.651
0.435,-8.844,17.447,54.735,18.512
0.436,-8.705,17.456,54.753,18.372
0.437,-8.566,17.464,54.770,18.233
0.438,-8.427,17.473,54.788,18.094
0.439,-8.288,17.481,54.805,17.956
0.440,-8.149,17.489,54.823,17.817
0.441,-8.011,17.497,54.840,17.679
0.442,-7.872,17.505,54.858,17.541
0.443,-7.734,17.513,54.875,17.403
0.444,-7.596,17.521,54.893,17.265
0.445,-7.458,17.528,54.910,17.127
0.446,-7.321,17.535,54.928,16.990
0.447,-7.183,17.542,54.945,16.853
0.448,-7.046,17.550,54.963,16.716
0.449,-6.909,17.556,54.980,16.579
0.450,-6.772,17.563,54.998,16.442
0.451,-6.635,17.570,55.015,16.305
0.452,-6.499,17.576,55.033,16.169
0.453,-6.362,17.583,55.051,16.033
0.454,-6.226,17.589,55.068,15.897
0.455,-6.090,17.595,55.086,15.761
0.456,-5.954,17.601,55.103,15.625
0.457,-5.819,17.607,55.121,15.490
0.458,-5.683,17.612,55.139,15.355
0.459,-5.548,17.618,55.156,15.220
0.460,-5.413,17.623,55.174,15.085
0.461,-5.278,17.629,55.191,14.950
0.462,-5.143,17.634,55.209,14.816
0.463,-5.009,17.639,55.227,14.681
0.464,-4.875,17.644,55.244,14.547
0.465,-4.740,17.648,55.262,14.413
0.466,-4.606,17.653,55.280,14.279
0.467,-4.473,17.658,55.297,14.146
0.468,-4.339,17.662,55.315,14.012
0.469,-4.206,17.666,55.333,13.879
0.470,-4.073,17.670,55.350,13.746
0.471,-3.940,17.674,55.368,13.613
0.472,-3.807,17.678,55.386,13.481
0.473,-3.674,17.682,55.403,13.348
0.474,-3.542,17.685,55.421,13.216
0.475,-3.410,17.689,55.439,13.084
0.476,-3.278,17.692,55.456,12.952
0.477,-3.146,17.695,55.474,12.821
0.478,-3.014,17.698,55.492,12.689
0.479,-2.883,17.701,55.510,12.558
0.480,-2.751,17.704,55.527,12.427
0.481,-2.620,17.706,55.545,12.296
0.482,-2.490,17.709,55.563,12.166
0.483,-2.359,17.711,55.580,12.035
0.484,-2.228,17.713,55.598,11.905
0.485,-2.098,17.715,55.616,11.775
0.486,-1.968,17.717,55.633,11.645
0.487,-1.838,17.719,55.651,11.515
0.488,-1.709,17.721,55.669,11.386
0.489,-1.579,17.723,55.687,11.257
0.490,-1.450,17.724,55.704,11.128
0.491,-1.321,17.725,55.722,10.999
0.492,-1.192,17.726,55.740,10.870
0.493,-1.064,17.728,55.758,10.742
0.494,-0.935,17.728,55.775,10.614
0.495,-0.807,17.729,55.793,10.486
0.496,-0.679,17.730,55.811,10.358
0.497,-0.551,17.731,55.828,10.231
0.498,-0.424,17.731,55.846,10.103
0.499,-0.297,17.731,55.864,9.976
0.500,-0.169,17.731,55.882,9.849
0.501,-0.042,17.731,55.899,9.722
0.502,0.084,17.731,55.917,9.596
0.503,0.211,17.731,55.935,9.470
0.504,0.337,17.731,55.953,9.344
0.505,0.463,17.730,55.970,9.218
0.506,0.589,17.730,55.988,9.092
0.507,0.715,17.729,56.006,8.967
0.508,0.840,17.728,56.024,8.841
0.509,0.965,17.727,56.041,8.716
0.510,1.090,17.726,56.059,8.592
0.511,1.215,17.725,56.077,8.467
0.512,1.340,17.724,56.094,8.343
0.513,1.464,17.722,56.112,8.219
0.514,1.588,17.721,56.130,8.095
0.515,1.712,17.719,56.148,7.971
0.516,1.836,17.717,56.165,7.847
0.517,1.959,17.715,56.183,7.724
0.518,2.082,17.713,56.201,7.601
0.519,2.206,17.711,56.218,7.478
0.520,2.328,17.708,56.236,7.356
0.521,2.451,17.706,56.254,7.233
0.522,2.573,17.703,56.272,7.111
0.523,2.695,17.701,56.289,6.989
0.524,2.817,17.698,56.307,6.868
0.525,2.939,17.695,56.325,6.746
0.526,3.061,17.692,56.342,6.625
0.527,3.182,17.689,56.360,6.504
0.528,3.303,17.685,56.378,6.383
0.529,3.424,17.682,56.395,6.262
0.530,3.544,17.678,56.413,6.142
0.531,3.665,17.675,56.431,6.022
0.532,3.785,17.671,56.448,5.902
0.533,3.905,17.667,56.466,5.782
0.534,4.024,17.663,56.484,5.663
0.535,4.144,17.659,56.501,5.543
0.536,4.263,17.655,56.519,5.424
0.537,4.383,17.650,56.537,5.304
0.538,4.502,17.646,56.554,5.185
0.539,4.622,17.641,56.572,5.066
0.540,4.741,17.636,56.590,4.947
0.541,4.860,17.632,56.607,4.827
0.542,4.979,17.627,56.625,4.708
0.543,5.098,17.621,56.643,4.589
0.544,5.217,17.616,56.660,4.471
0.545,5.336,17.611,56.678,4.352
0.546,5.455,17.605,56.695,4.233
0.547,5.574,17.600,56.713,4.114
0.548,5.692,17.594,56.731,3.996
0.549,5.811,17.588,56.748,3.877
0.550,5.929,17.582,56.766,3.759
0.551,6.048,17.576,56.783,3.641
0.552,6.166,17.570,56.801,3.522
0.553,6.284,17.564,56.818,3.404
0.554,6.402,17.558,56.836,3.286
0.555,6.520,17.551,56.854,3.168
0.556,6.638,17.544,56.871,3.050
0.557,6.756,17.538,56.889,2.933
0.558,6.874,17.531,56.906,2.815
0.559,6.992,17.524,56.924,2.697
0.560,7.109,17.517,56.941,2.580
0.561,7.227,17.509,56.959,2.462
0.562,7.344,17.502,56.976,2.345
0.563,7.461,17.495,56.994,2.228
0.564,7.579,17.487,57.011,2.111
0.565,7.696,17.479,57.029,1.994
0.566,7.813,17.472,57.046,1.877
0.567,7.930,17.464,57.064,1.760
0.568,8.047,17.456,57.081,1.643
0.569,8.163,17.447,57.098,1.527
0.570,8.280,17.439,57.116,1.410
0.571,8.396,17.431,57.133,1.294
0.572,8.513,17.422,57.151,1.178
0.573,8.629,17.414,57.168,1.061
0.574,8.745,17.405,57.186,0.945
0.575,8.861,17.396,57.203,0.829
0.576,8.977,17.387,57.220,0.713
0.577,9.093,17.378,57.238,0.598
0.578,9.209,17.369,57.255,0.482
0.579,9.325,17.359,57.272,0.366
0.580,9.440,17.350,57.290,0.251
0.581,9.556,17.340,57.307,0.136
0.582,9.671,17.331,57.325,0.021
0.583,9.786,17.321,57.342,-0.095
0.584,9.901,17.311,57.359,-0.210
0.585,10.016,17.301,57.376,-0.324
0.586,10.131,17.291,57.394,-0.439
0.587,10.246,17.281,57.411,-0.554
0.588,10.360,17.270,57.428,-0.668
0.589,10.475,17.260,57.446,-0.783
0.590,10.589,17.249,57.463,-0.897
0.591,10.703,17.238,57.480,-1.011
0.592,10.818,17.228,57.497,-1.125
0.593,10.932,17.217,57.514,-1.239
0.594,11.045,17.206,57.532,-1.353
0.595,11.159,17.195,57.549,-1.466
0.596,11.273,17.183,57.566,-1.580
0.597,11.386,17.172,57.583,-1.693
0.598,11.500,17.160,57.600,-1.806
0.599,11.613,17.149,57.618,-1.919
0.600,11.726,17.137,57.635,-2.032
0.601,11.839,17.125,57.652,-2.145
0.602,11.952,17.113,57.669,-2.258
0.603,12.065,17.101,57.686,-2.370
0.604,12.177,17.089,57.703,-2.483
0.605,12.290,17.077,57.720,-2.595
0.606,12.402,17.064,57.737,-2.707
0.607,12.514,17.052,57.754,-2.819
0.608,12.626,17.039,57.771,-2.931
0.609,12.738,17.026,57.788,-3.043
0.610,12.850,17.014,57.805,-3.155
0.611,12.961,17.001,57.822,-3.266
0.612,13.073,16.988,57.839,-3.377
0.613,13.184,16.974,57.856,-3.489
0.614,13.295,16.961,57.873,-3.600
0.615,13.406,16.948,57.890,-3.711
0.616,13.517,16.934,57.907,-3.821
0.617,13.628,16.921,57.924,-3.932
0.618,13.739,16.907,57.941,-4.042
0.619,13.849,16.893,57.958,-4.153
0.620,13.959,16.879,57.975,-4.263
0.621,14.069,16.865,57.992,-4.373
0.622,14.179,16.851,58.008,-4.483
0.623,14.289,16.836,58.025,-4.592
0.624,14.399,16.822,58.042,-4.702
0.625,14.509,16.808,58.059,-4.811
0.626,14.618,16.793,58.076,-4.921
0.627,14.727,16.778,58.093,-5.030
0.628,14.836,16.763,58.109,-5.139
0.629,14.945,16.748,58.126,-5.247
0.630,15.054,16.733,58.143,-5.356
0.631,15.163,16.718,58.159,-5.464
0.632,15.271,16.703,58.176,-5.573
0.633,15.379,16.688,58.193,-5.681
0.634,15.487,16.672,58.210,-5.789
0.635,15.595,16.656,58.226,-5.897
0.636,15.703,16.641,58.243,-6.004
0.637,15.811,16.625,58.259,-6.112
0.638,15.918,16.609,58.276,-6.219
0.639,16.026,16.593,58.293,-6.326
0.640,16.133,16.577,58.309,-6.433
0.641,16.240,16.561,58.326,-6.540
0.642,16.347,16.544,58.342,-6.647
0.643,16.453,16.528,58.359,-6.753
0.644,16.560,16.511,58.375,-6.859
0.645,16.666,16.495,58.392,-6.966
0.646,16.772,16.478,58.408,-7.072
0.647,16.878,16.461,58.425,-7.177
0.648,16.984,16.444,58.441,-7.283
0.649,17.090,16.427,58.458,-7.388
0.650,17.195,16.410,58.474,-7.494
0.651,17.300,16.392,58.491,-7.599
0.652,17.405,16.375,58.507,-7.704
0.653,17.510,16.357,58.523,-7.808
0.654,17.615,16.340,58.540,-7.913
0.655,17.720,16.322,58.556,-8.017
0.656,17.824,16.304,58.572,-8.122
0.657,17.928,16.286,58.588,-8.226
0.658,18.032,16.268,58.605,-8.329
0.659,18.136,16.250,58.621,-8.433
0.660,18.240,16.232,58.637,-8.537
0.661,18.343,16.214,58.653,-8.640
0.662,18.446,16.195,58.670,-8.743
0.663,18.550,16.177,58.686,-8.846
0.664,18.652,16.158,58.702,-8.949
0.665,18.755,16.139,58.718,-9.051
0.666,18.858,16.120,58.734,-9.153
0.667,18.960,16.101,58.750,-9.256
