t, dzdt2, dzdt, z, u
0.077,75.930,-6.072,59.760,-66.035
0.078,75.841,-6.148,59.754,-65.946
0.079,75.752,-6.224,59.748,-65.856
0.080,75.663,-6.300,59.742,-65.766
0.081,75.572,-6.375,59.735,-65.675
0.082,75.481,-6.451,59.729,-65.583
0.083,75.390,-6.526,59.722,-65.491
0.084,75.298,-6.601,59.716,-65.398
0.085,75.205,-6.677,59.709,-65.305
0.086,75.112,-6.752,59.702,-65.211
0.087,75.018,-6.827,59.695,-65.116
0.088,74.923,-6.902,59.688,-65.021
0.089,74.828,-6.977,59.681,-64.926
0.090,74.732,-7.051,59.674,-64.830
0.091,74.636,-7.126,59.667,-64.733
0.092,74.539,-7.200,59.660,-64.635
0.093,74.442,-7.275,59.653,-64.537
0.094,74.344,-7.349,59.645,-64.439
0.095,74.245,-7.424,59.638,-64.340
0.096,74.146,-7.498,59.631,-64.240
0.097,74.047,-7.572,59.623,-64.140
0.098,73.946,-7.646,59.615,-64.039
0.099,73.845,-7.719,59.608,-63.937
0.100,73.744,-7.793,59.600,-63.835
0.101,73.642,-7.867,59.592,-63.733
0.102,73.539,-7.940,59.584,-63.629
0.103,73.436,-8.014,59.576,-63.526
0.104,73.332,-8.087,59.568,-63.421
0.105,73.228,-8.160,59.560,-63.317
0.106,73.123,-8.234,59.551,-63.211
0.107,73.018,-8.307,59.543,-63.105
0.108,72.912,-8.379,59.535,-62.999
0.109,72.805,-8.452,59.526,-62.892
0.110,72.698,-8.525,59.518,-62.784
0.111,72.590,-8.598,59.509,-62.644
0.112,72.450,-8.670,59.501,-62.459
0.113,72.266,-8.742,59.492,-62.276
0.114,72.083,-8.814,59.483,-62.093
0.115,71.900,-8.886,59.474,-61.910
0.116,71.716,-8.958,59.465,-61.726
0.117,71.533,-9.030,59.456,-61.543
0.118,71.349,-9.101,59.447,-61.359
0.119,71.165,-9.172,59.438,-61.174
0.120,70.981,-9.243,59.429,-60.990
0.121,70.797,-9.314,59.419,-60.806
0.122,70.612,-9.384,59.410,-60.621
0.123,70.428,-9.455,59.400,-60.436
0.124,70.243,-9.525,59.391,-60.251
0.125,70.057,-9.595,59.381,-60.066
0.126,69.872,-9.665,59.372,-59.880
0.127,69.687,-9.735,59.362,-59.694
0.128,69.501,-9.804,59.352,-59.508
0.129,69.315,-9.874,59.342,-59.322
0.130,69.129,-9.943,59.332,-59.136
0.131,68.943,-10.012,59.322,-58.950
0.132,68.756,-10.080,59.312,-58.763
0.133,68.570,-10.149,59.302,-58.576
0.134,68.383,-10.217,59.292,-58.389
0.135,68.196,-10.285,59.282,-58.202
0.136,68.009,-10.354,59.271,-58.015
0.137,67.822,-10.421,59.261,-57.827
0.138,67.634,-10.489,59.250,-57.640
0.139,67.446,-10.556,59.240,-57.452
0.140,67.259,-10.624,59.229,-57.264
0.141,67.071,-10.691,59.218,-57.076
0.142,66.882,-10.758,59.208,-56.888
0.143,66.694,-10.824,59.197,-56.699
0.144,66.506,-10.891,59.186,-56.510
0.145,66.317,-10.957,59.175,-56.322
0.146,66.128,-11.023,59.164,-56.133
0.147,65.939,-11.089,59.153,-55.944
0.148,65.750,-11.155,59.142,-55.754
0.149,65.561,-11.221,59.131,-55.565
0.150,65.371,-11.286,59.119,-55.375
0.151,65.182,-11.351,59.108,-55.186
0.152,64.992,-11.416,59.096,-54.996
0.153,64.802,-11.481,59.085,-54.806
0.154,64.612,-11.545,59.073,-54.615
0.155,64.422,-11.610,59.062,-54.425
0.156,64.232,-11.674,59.050,-54.235
0.157,64.041,-11.738,59.038,-54.044
0.158,63.851,-11.802,59.027,-53.853
0.159,63.660,-11.866,59.015,-53.663
0.160,63.469,-11.929,59.003,-53.472
0.161,63.278,-11.992,58.991,-53.280
0.162,63.087,-12.056,58.979,-53.089
0.163,62.896,-12.118,58.967,-52.898
0.164,62.704,-12.181,58.954,-52.706
0.165,62.513,-12.244,58.942,-52.515
0.166,62.321,-12.306,58.930,-52.323
0.167,62.129,-12.368,58.918,-52.131
0.168,61.938,-12.430,58.905,-51.939
0.169,61.746,-12.492,58.893,-51.747
0.170,61.553,-12.553,58.880,-51.555
0.171,61.361,-12.615,58.867,-51.362
0.172,61.169,-12.676,58.855,-51.170
0.173,60.976,-12.737,58.842,-50.977
0.174,60.784,-12.798,58.829,-50.784
0.175,60.591,-12.858,58.816,-50.591
0.176,60.398,-12.919,58.803,-50.399
0.177,60.205,-12.979,58.790,-50.205
0.178,60.012,-13.039,58.777,-50.012
0.179,59.819,-13.099,58.764,-49.819
0.180,59.626,-13.158,58.751,-49.626
0.181,59.432,-13.218,58.738,-49.432
0.182,59.239,-13.277,58.725,-49.239
0.183,59.045,-13.336,58.711,-49.045
0.184,58.852,-13.395,58.698,-48.851
0.185,58.658,-13.453,58.685,-48.657
0.186,58.464,-13.512,58.671,-48.463
0.187,58.270,-13.570,58.657,-48.269
0.188,58.076,-13.628,58.644,-48.075
0.189,57.882,-13.686,58.630,-47.881
0.190,57.688,-13.744,58.616,-47.687
0.191,57.493,-13.801,58.603,-47.492
0.192,57.299,-13.859,58.589,-47.298
0.193,57.104,-13.916,58.575,-47.103
0.194,56.910,-13.973,58.561,-46.908
0.195,56.715,-14.029,58.547,-46.714
0.196,56.520,-14.086,58.533,-46.519
0.197,56.326,-14.142,58.519,-46.324
0.198,56.131,-14.198,58.504,-46.129
0.199,55.936,-14.254,58.490,-45.934
0.200,55.741,-14.310,58.476,-45.739
0.201,55.546,-14.366,58.461,-45.544
0.202,55.350,-14.421,58.447,-45.348
0.203,55.155,-14.476,58.433,-45.153
0.204,54.960,-14.531,58.418,-44.958
0.205,54.764,-14.586,58.403,-44.762
0.206,54.569,-14.640,58.389,-44.567
0.207,54.373,-14.695,58.374,-44.371
0.208,54.178,-14.749,58.359,-44.176
0.209,53.982,-14.803,58.345,-43.980
0.210,53.786,-14.857,58.330,-43.784
0.211,53.591,-14.910,58.315,-43.588
0.212,53.395,-14.964,58.300,-43.392
0.213,53.199,-15.017,58.285,-43.196
0.214,53.003,-15.070,58.270,-43.000
0.215,52.807,-15.123,58.255,-42.804
0.216,52.611,-15.175,58.239,-42.608
0.217,52.415,-15.228,58.224,-42.412
0.218,52.219,-15.280,58.209,-42.216
0.219,52.023,-15.332,58.194,-42.020
0.220,51.826,-15.384,58.178,-41.824
0.221,51.630,-15.435,58.163,-41.627
0.222,51.434,-15.487,58.147,-41.431
0.223,51.238,-15.538,58.132,-41.234
0.224,51.041,-15.589,58.116,-41.038
0.225,50.845,-15.640,58.101,-40.842
0.226,50.648,-15.691,58.085,-40.645
0.227,50.452,-15.741,58.069,-40.449
0.228,50.255,-15.791,58.053,-40.252
0.229,50.059,-15.841,58.037,-40.055
0.230,49.862,-15.891,58.022,-39.859
0.231,49.665,-15.941,58.006,-39.662
0.232,49.469,-15.990,57.990,-39.466
0.233,49.272,-16.040,57.974,-39.269
0.234,49.075,-16.089,57.957,-39.072
0.235,48.879,-16.138,57.941,-38.875
0.236,48.682,-16.186,57.925,-38.679
0.237,48.485,-16.235,57.909,-38.482
0.238,48.289,-16.283,57.893,-38.285
0.239,48.092,-16.331,57.876,-38.088
0.240,47.895,-16.379,57.860,-37.891
0.241,47.698,-16.427,57.844,-37.695
0.242,47.501,-16.474,57.827,-37.498
0.243,47.304,-16.522,57.811,-37.301
0.244,47.108,-16.569,57.794,-37.104
0.245,46.911,-16.616,57.777,-36.907
0.246,46.714,-16.662,57.761,-36.710
0.247,46.517,-16.709,57.744,-36.513
0.248,46.320,-16.755,57.727,-36.317
0.249,46.123,-16.801,57.710,-36.120
0.250,45.926,-16.847,57.694,-35.923
0.251,45.729,-16.893,57.677,-35.726
0.252,45.533,-16.938,57.660,-35.529
0.253,45.336,-16.984,57.643,-35.332
0.254,45.139,-17.029,57.626,-35.135
0.255,44.942,-17.074,57.609,-34.938
0.256,44.745,-17.119,57.592,-34.742
0.257,44.548,-17.163,57.574,-34.545
0.258,44.351,-17.207,57.557,-34.348
0.259,44.155,-17.252,57.540,-34.151
0.260,43.958,-17.296,57.523,-33.954
0.261,43.761,-17.339,57.505,-33.758
0.262,43.564,-17.383,57.488,-33.561
0.263,43.367,-17.426,57.470,-33.364
0.264,43.171,-17.469,57.453,-33.167
0.265,42.974,-17.512,57.435,-32.971
0.266,42.777,-17.555,57.418,-32.774
0.267,42.581,-17.598,57.400,-32.577
0.268,42.384,-17.640,57.383,-32.381
0.269,42.187,-17.682,57.365,-32.184
0.270,41.991,-17.724,57.347,-31.987
0.271,41.794,-17.766,57.330,-31.791
0.272,41.597,-17.808,57.312,-31.594
0.273,41.401,-17.849,57.294,-31.398
0.274,41.204,-17.890,57.276,-31.201
0.275,41.008,-17.931,57.258,-31.005
0.276,40.812,-17.972,57.240,-30.809
0.277,40.615,-18.013,57.222,-30.612
0.278,40.419,-18.053,57.204,-30.416
0.279,40.222,-18.093,57.186,-30.220
0.280,40.026,-18.133,57.168,-30.023
0.281,39.830,-18.173,57.150,-29.827
0.282,39.634,-18.213,57.131,-29.631
0.283,39.438,-18.252,57.113,-29.435
0.284,39.242,-18.292,57.095,-29.239
0.285,39.045,-18.331,57.077,-29.043
0.286,38.849,-18.370,57.058,-28.847
0.287,38.654,-18.408,57.040,-28.651
0.288,38.458,-18.447,57.021,-28.455
0.289,38.262,-18.485,57.003,-28.259
0.290,38.066,-18.523,56.984,-28.064
0.291,37.870,-18.561,56.966,-27.868
0.292,37.675,-18.598,56.947,-27.672
0.293,37.479,-18.636,56.928,-27.477
0.294,37.283,-18.673,56.910,-27.281
0.295,37.088,-18.710,56.891,-27.086
0.296,36.892,-18.747,56.872,-26.890
0.297,36.697,-18.784,56.854,-26.695
0.298,36.502,-18.820,56.835,-26.500
0.299,36.306,-18.857,56.816,-26.305
0.300,36.111,-18.893,56.797,-26.109
0.301,35.916,-18.929,56.778,-25.914
0.302,35.721,-18.964,56.759,-25.719
0.303,35.526,-19.000,56.740,-25.524
0.304,35.331,-19.035,56.721,-25.330
0.305,35.136,-19.070,56.702,-25.135
0.306,34.941,-19.105,56.683,-24.940
0.307,34.747,-19.140,56.664,-24.745
0.308,34.552,-19.175,56.645,-24.551
0.309,34.358,-19.209,56.625,-24.356
0.310,34.163,-19.243,56.606,-24.162
0.311,33.969,-19.277,56.587,-23.968
0.312,33.774,-19.311,56.568,-23.774
0.313,33.580,-19.345,56.548,-23.579
0.314,33.386,-19.378,56.529,-23.385
0.315,33.192,-19.411,56.509,-23.191
0.316,32.998,-19.444,56.490,-22.997
0.317,32.804,-19.477,56.470,-22.804
0.318,32.610,-19.510,56.451,-22.610
0.319,32.417,-19.542,56.431,-22.416
0.320,32.223,-19.574,56.412,-22.223
0.321,32.030,-19.606,56.392,-22.029
0.322,31.836,-19.638,56.373,-21.836
0.323,31.643,-19.670,56.353,-21.643
0.324,31.450,-19.701,56.333,-21.450
0.325,31.256,-19.732,56.314,-21.257
0.326,31.063,-19.763,56.294,-21.064
0.327,30.870,-19.794,56.274,-20.871
0.328,30.678,-19.825,56.254,-20.678
0.329,30.485,-19.856,56.234,-20.486
0.330,30.292,-19.886,56.214,-20.293
0.331,30.100,-19.916,56.194,-20.101
0.332,29.907,-19.946,56.175,-19.908
0.333,29.715,-19.976,56.155,-19.716
0.334,29.523,-20.005,56.135,-19.524
0.335,29.331,-20.034,56.115,-19.332
0.336,29.139,-20.064,56.094,-19.140
0.337,28.947,-20.092,56.074,-18.948
0.338,28.755,-20.121,56.054,-18.757
0.339,28.563,-20.150,56.034,-18.565
0.340,28.372,-20.178,56.014,-18.374
0.341,28.181,-20.206,55.994,-18.183
0.342,27.989,-20.234,55.973,-17.991
0.343,27.798,-20.262,55.953,-17.800
0.344,27.607,-20.290,55.933,-17.609
0.345,27.416,-20.317,55.913,-17.419
0.346,27.225,-20.344,55.892,-17.228
0.347,27.035,-20.371,55.872,-17.037
0.348,26.844,-20.398,55.851,-16.847
0.349,26.654,-20.425,55.831,-16.657
0.350,26.463,-20.451,55.811,-16.466
0.351,26.273,-20.478,55.790,-16.276
0.352,26.083,-20.504,55.770,-16.086
0.353,25.893,-20.530,55.749,-15.897
0.354,25.703,-20.555,55.729,-15.707
0.355,25.514,-20.581,55.708,-15.517
0.356,25.324,-20.606,55.687,-15.328
0.357,25.135,-20.631,55.667,-15.139
0.358,24.946,-20.656,55.646,-14.950
0.359,24.756,-20.681,55.625,-14.761
0.360,24.567,-20.706,55.605,-14.572
0.361,24.379,-20.730,55.584,-14.383
0.362,24.190,-20.754,55.563,-14.195
0.363,24.001,-20.778,55.542,-14.006
0.364,23.813,-20.802,55.522,-13.818
0.365,23.625,-20.826,55.501,-13.630
0.366,23.437,-20.849,55.480,-13.442
0.367,23.249,-20.872,55.459,-13.254
0.368,23.061,-20.895,55.438,-13.066
0.369,22.873,-20.918,55.417,-12.879
0.370,22.686,-20.941,55.396,-12.691
0.371,22.498,-20.963,55.375,-12.504
0.372,22.311,-20.986,55.354,-12.317
0.373,22.124,-21.008,55.333,-12.130
0.374,21.937,-21.030,55.312,-11.943
0.375,21.750,-21.051,55.291,-11.757
0.376,21.564,-21.073,55.270,-11.570
0.377,21.377,-21.094,55.249,-11.384
0.378,21.191,-21.116,55.228,-11.198
0.379,21.005,-21.137,55.207,-11.012
0.380,20.819,-21.157,55.186,-10.826
0.381,20.633,-21.178,55.165,-10.641
0.382,20.447,-21.199,55.143,-10.455
0.383,20.262,-21.219,55.122,-10.270
0.384,20.076,-21.239,55.101,-10.085
0.385,19.891,-21.259,55.080,-9.900
0.386,19.706,-21.278,55.058,-9.715
0.387,19.521,-21.298,55.037,-9.530
0.388,19.337,-21.317,55.016,-9.346
0.389,19.152,-21.336,54.994,-9.161
0.390,18.968,-21.355,54.973,-8.977
0.391,18.784,-21.374,54.952,-8.793
0.392,18.600,-21.393,54.930,-8.609
0.393,18.416,-21.411,54.909,-8.426
0.394,18.232,-21.429,54.887,-8.242
0.395,18.049,-21.448,54.866,-8.059
0.396,17.866,-21.465,54.844,-7.876
0.397,17.683,-21.483,54.823,-7.693
0.398,17.500,-21.501,54.802,-7.510
0.399,17.317,-21.518,54.780,-7.328
0.400,17.134,-21.535,54.758,-7.145
0.401,16.952,-21.552,54.737,-6.963
0.402,16.770,-21.569,54.715,-6.781
0.403,16.588,-21.585,54.694,-6.599
0.404,16.406,-21.602,54.672,-6.418
0.405,16.224,-21.618,54.651,-6.236
0.406,16.043,-21.634,54.629,-6.055
0.407,15.862,-21.650,54.607,-5.874
0.408,15.681,-21.666,54.586,-5.693
0.409,15.500,-21.681,54.564,-5.512
0.410,15.319,-21.696,54.542,-5.332
0.411,15.139,-21.711,54.520,-5.152
0.412,14.958,-21.726,54.499,-4.972
0.413,14.778,-21.741,54.477,-4.792
0.414,14.598,-21.756,54.455,-4.612
0.415,14.419,-21.770,54.433,-4.432
0.416,14.239,-21.784,54.412,-4.253
0.417,14.060,-21.799,54.390,-4.074
0.418,13.881,-21.812,54.368,-3.895
0.419,13.702,-21.826,54.346,-3.716
0.420,13.523,-21.840,54.324,-3.537
0.421,13.344,-21.853,54.303,-3.358
0.422,13.165,-21.866,54.281,-3.179
0.423,12.986,-21.879,54.259,-3.000
0.424,12.807,-21.892,54.237,-2.821
0.425,12.628,-21.905,54.215,-2.642
0.426,12.449,-21.917,54.193,-2.463
0.427,12.269,-21.929,54.171,-2.284
0.428,12.090,-21.941,54.149,-2.105
0.429,11.911,-21.953,54.127,-1.925
0.430,11.732,-21.965,54.105,-1.746
0.431,11.553,-21.977,54.083,-1.567
0.432,11.374,-21.988,54.061,-1.388
0.433,11.194,-21.999,54.039,-1.209
0.434,11.015,-22.010,54.017,-1.029
0.435,10.836,-22.021,53.995,-0.850
0.436,10.657,-22.032,53.973,-0.671
0.437,10.477,-22.042,53.951,-0.492
0.438,10.298,-22.052,53.929,-0.312
0.439,10.119,-22.063,53.907,-0.133
0.440,9.940,-22.072,53.885,0.046
0.441,9.760,-22.082,53.863,0.226
0.442,9.581,-22.092,53.841,0.405
0.443,9.402,-22.101,53.819,0.584
0.444,9.223,-22.110,53.797,0.763
0.445,9.043,-22.120,53.775,0.943
0.446,8.864,-22.128,53.752,1.122
0.447,8.685,-22.137,53.730,1.301
0.448,8.506,-22.146,53.708,1.480
0.449,8.326,-22.154,53.686,1.660
0.450,8.147,-22.162,53.664,1.839
0.451,7.968,-22.170,53.642,2.018
0.452,7.789,-22.178,53.619,2.197
0.453,7.610,-22.185,53.597,2.376
0.454,7.430,-22.193,53.575,2.555
0.455,7.251,-22.200,53.553,2.734
0.456,7.072,-22.207,53.531,2.914
0.457,6.893,-22.214,53.508,3.093
0.458,6.714,-22.221,53.486,3.272
0.459,6.535,-22.227,53.464,3.451
0.460,6.356,-22.234,53.442,3.630
0.461,6.177,-22.240,53.420,3.809
0.462,5.998,-22.246,53.397,3.987
0.463,5.819,-22.252,53.375,4.166
0.464,5.640,-22.257,53.353,4.345
0.465,5.461,-22.263,53.331,4.524
0.466,5.283,-22.268,53.308,4.703
0.467,5.104,-22.273,53.286,4.881
0.468,4.925,-22.278,53.264,5.060
0.469,4.747,-22.283,53.241,5.239
0.470,4.568,-22.287,53.219,5.417
0.471,4.389,-22.292,53.197,5.596
0.472,4.211,-22.296,53.175,5.774
0.473,4.032,-22.300,53.152,5.953
0.474,3.854,-22.304,53.130,6.131
0.475,3.675,-22.308,53.108,6.310
0.476,3.497,-22.311,53.085,6.488
0.477,3.319,-22.314,53.063,6.666
0.478,3.140,-22.317,53.041,6.844
0.479,2.962,-22.320,53.018,7.023
0.480,2.784,-22.323,52.996,7.201
0.481,2.606,-22.326,52.974,7.379
0.482,2.428,-22.328,52.951,7.557
0.483,2.250,-22.331,52.929,7.734
0.484,2.072,-22.333,52.907,7.912
0.485,1.894,-22.334,52.884,8.090
0.486,1.717,-22.336,52.862,8.268
0.487,1.539,-22.338,52.840,8.445
0.488,1.361,-22.339,52.817,8.623
0.489,1.184,-22.340,52.795,8.800
0.490,1.006,-22.341,52.773,8.978
0.491,0.829,-22.342,52.750,9.155
0.492,0.652,-22.343,52.728,9.332
0.493,0.474,-22.343,52.706,9.510
0.494,0.297,-22.344,52.683,9.687
0.495,0.120,-22.344,52.661,9.864
0.496,-0.057,-22.344,52.639,10.041
0.497,-0.234,-22.343,52.616,10.217
0.498,-0.411,-22.343,52.594,10.394
0.499,-0.588,-22.342,52.572,10.571
0.500,-0.764,-22.342,52.549,10.747
0.501,-0.941,-22.341,52.527,10.924
0.502,-1.117,-22.340,52.505,11.100
0.503,-1.294,-22.338,52.482,11.277
0.504,-1.470,-22.337,52.460,11.453
0.505,-1.646,-22.335,52.438,11.629
0.506,-1.822,-22.333,52.415,11.805
0.507,-1.998,-22.331,52.393,11.981
0.508,-2.174,-22.329,52.371,12.157
0.509,-2.350,-22.327,52.348,12.332
0.510,-2.526,-22.324,52.326,12.508
0.511,-2.701,-22.322,52.304,12.684
0.512,-2.877,-22.319,52.281,12.859
0.513,-3.052,-22.316,52.259,13.034
0.514,-3.228,-22.312,52.237,13.209
0.515,-3.403,-22.309,52.214,13.385
0.516,-3.578,-22.305,52.192,13.559
0.517,-3.753,-22.302,52.170,13.734
0.518,-3.928,-22.298,52.147,13.909
0.519,-4.102,-22.294,52.125,14.084
0.520,-4.277,-22.289,52.103,14.258
0.521,-4.452,-22.285,52.081,14.433
0.522,-4.626,-22.280,52.058,14.607
0.523,-4.800,-22.275,52.036,14.781
0.524,-4.974,-22.271,52.014,14.955
0.525,-5.148,-22.265,51.992,15.129
0.526,-5.322,-22.260,51.969,15.303
0.527,-5.496,-22.255,51.947,15.476
0.528,-5.670,-22.249,51.925,15.650
0.529,-5.843,-22.243,51.903,15.823
0.530,-6.017,-22.237,51.880,15.996
0.531,-6.190,-22.231,51.858,16.170
0.532,-6.363,-22.224,51.836,16.343
0.533,-6.536,-22.218,51.814,16.515
0.534,-6.709,-22.211,51.791,16.688
0.535,-6.881,-22.204,51.769,16.861
0.536,-7.054,-22.197,51.747,17.033
0.537,-7.226,-22.190,51.725,17.205
0.538,-7.399,-22.183,51.703,17.378
0.539,-7.571,-22.175,51.680,17.550
0.540,-7.743,-22.167,51.658,17.721
0.541,-7.915,-22.159,51.636,17.893
0.542,-8.086,-22.151,51.614,18.065
0.543,-8.258,-22.143,51.592,18.236
0.544,-8.429,-22.135,51.570,18.407
0.545,-8.601,-22.126,51.548,18.578
0.546,-8.772,-22.117,51.525,18.749
0.547,-8.943,-22.108,51.503,18.920
0.548,-9.114,-22.099,51.481,19.091
0.549,-9.284,-22.090,51.459,19.261
0.550,-9.455,-22.080,51.437,19.432
0.551,-9.625,-22.071,51.415,19.602
0.552,-9.795,-22.061,51.393,19.772
0.553,-9.965,-22.051,51.371,19.942
0.554,-10.135,-22.041,51.349,20.111
0.555,-10.305,-22.031,51.327,20.281
0.556,-10.474,-22.020,51.305,20.450
0.557,-10.644,-22.010,51.283,20.619
0.558,-10.813,-21.999,51.261,20.788
0.559,-10.982,-21.988,51.239,20.957
0.560,-11.151,-21.977,51.217,21.126
0.561,-11.319,-21.965,51.195,21.294
0.562,-11.488,-21.954,51.173,21.463
0.563,-11.656,-21.942,51.151,21.631
0.564,-11.824,-21.930,51.129,21.799
0.565,-11.992,-21.918,51.107,21.966
0.566,-12.160,-21.906,51.085,22.134
0.567,-12.327,-21.894,51.063,22.301
0.568,-12.495,-21.881,51.041,22.469
0.569,-12.662,-21.869,51.020,22.636
0.570,-12.829,-21.856,50.998,22.803
0.571,-12.996,-21.843,50.976,22.969
0.572,-13.163,-21.830,50.954,23.136
0.573,-13.329,-21.816,50.932,23.302
0.574,-13.495,-21.803,50.910,23.468
0.575,-13.661,-21.789,50.889,23.634
0.576,-13.827,-21.775,50.867,23.800
0.577,-13.993,-21.761,50.845,23.965
0.578,-14.159,-21.747,50.823,24.131
0.579,-14.324,-21.733,50.802,24.296
0.580,-14.489,-21.718,50.780,24.461
0.581,-14.654,-21.704,50.758,24.625
0.582,-14.819,-21.689,50.737,24.790
0.583,-14.983,-21.674,50.715,24.954
0.584,-15.147,-21.659,50.693,25.118
0.585,-15.312,-21.644,50.672,25.282
0.586,-15.475,-21.628,50.650,25.446
0.587,-15.639,-21.612,50.628,25.609
0.588,-15.803,-21.597,50.607,25.773
0.589,-15.966,-21.581,50.585,25.936
0.590,-16.129,-21.564,50.564,26.098
0.591,-16.292,-21.548,50.542,26.261
0.592,-16.454,-21.532,50.520,26.423
0.593,-16.617,-21.515,50.499,26.586
0.594,-16.779,-21.498,50.477,26.748
0.595,-16.941,-21.481,50.456,26.909
0.596,-17.103,-21.464,50.435,27.071
0.597,-17.264,-21.447,50.413,27.232
0.598,-17.426,-21.430,50.392,27.393
0.599,-17.587,-21.412,50.370,27.554
0.600,-17.748,-21.394,50.349,27.715
0.601,-17.908,-21.376,50.327,27.875
0.602,-18.069,-21.358,50.306,28.036
0.603,-18.229,-21.340,50.285,28.196
0.604,-18.389,-21.322,50.263,28.355
0.605,-18.549,-21.303,50.242,28.515
0.606,-18.708,-21.284,50.221,28.674
0.607,-18.867,-21.266,50.200,28.833
0.608,-19.026,-21.247,50.178,28.992
0.609,-19.185,-21.227,50.157,29.151
0.610,-19.344,-21.208,50.136,29.309
0.611,-19.502,-21.189,50.115,29.467
0.612,-19.660,-21.169,50.094,29.625
0.613,-19.818,-21.149,50.072,29.782
0.614,-19.976,-21.129,50.051,29.940
0.615,-20.133,-21.109,50.030,30.097
0.616,-20.290,-21.089,50.009,30.254
0.617,-20.447,-21.068,49.988,30.410
0.618,-20.604,-21.048,49.967,30.567
0.619,-20.760,-21.027,49.946,30.723
0.620,-20.916,-21.006,49.925,30.879
0.621,-21.072,-20.985,49.904,31.035
0.622,-21.228,-20.964,49.883,31.190
0.623,-21.383,-20.942,49.862,31.345
0.624,-21.538,-20.921,49.841,31.500
0.625,-21.693,-20.899,49.820,31.655
0.626,-21.848,-20.877,49.799,31.809
0.627,-22.002,-20.855,49.778,31.963
0.628,-22.156,-20.833,49.758,32.117
0.629,-22.310,-20.811,49.737,32.271
0.630,-22.464,-20.788,49.716,32.424
0.631,-22.617,-20.766,49.695,32.577
0.632,-22.770,-20.743,49.675,32.730
0.633,-22.923,-20.720,49.654,32.882
0.634,-23.076,-20.697,49.633,33.035
0.635,-23.228,-20.674,49.612,33.187
0.636,-23.380,-20.650,49.592,33.338
