t, dzdt2, dzdt, z, u
2.605,7.105,-5.305,50.619,2.756
2.606,7.051,-5.312,50.614,2.810
2.607,6.997,-5.319,50.609,2.864
2.608,6.943,-5.326,50.603,2.918
2.609,6.889,-5.333,50.598,2.972
2.610,6.835,-5.340,50.593,3.026
2.611,6.781,-5.347,50.587,3.080
2.612,6.727,-5.353,50.582,3.134
2.613,6.673,-5.360,50.577,3.188
2.614,6.618,-5.367,50.571,3.242
2.615,6.564,-5.373,50.566,3.297
2.616,6.510,-5.380,50.561,3.351
2.617,6.456,-5.386,50.555,3.405
2.618,6.402,-5.392,50.550,3.459
2.619,6.348,-5.399,50.544,3.513
2.620,6.293,-5.405,50.539,3.568
2.621,6.239,-5.411,50.534,3.622
2.622,6.185,-5.418,50.528,3.676
2.623,6.130,-5.424,50.523,3.730
2.624,6.076,-5.430,50.517,3.785
2.625,6.022,-5.436,50.512,3.839
2.626,5.967,-5.442,50.506,3.894
2.627,5.913,-5.448,50.501,3.948
2.628,5.859,-5.453,50.496,4.002
2.629,5.804,-5.459,50.490,4.057
2.630,5.750,-5.465,50.485,4.111
2.631,5.696,-5.471,50.479,4.166
2.632,5.641,-5.476,50.474,4.220
2.633,5.587,-5.482,50.468,4.274
2.634,5.532,-5.488,50.463,4.329
2.635,5.478,-5.493,50.457,4.383
2.636,5.423,-5.498,50.452,4.438
2.637,5.369,-5.504,50.446,4.492
2.638,5.314,-5.509,50.441,4.547
2.639,5.260,-5.514,50.435,4.601
2.640,5.205,-5.520,50.430,4.656
2.641,5.151,-5.525,50.424,4.710
2.642,5.096,-5.530,50.419,4.765
2.643,5.042,-5.535,50.413,4.819
2.644,4.987,-5.540,50.408,4.874
2.645,4.933,-5.545,50.402,4.929
2.646,4.878,-5.550,50.396,4.983
2.647,4.823,-5.554,50.391,5.038
2.648,4.769,-5.559,50.385,5.092
2.649,4.714,-5.564,50.380,5.147
2.650,4.660,-5.569,50.374,5.201
2.651,4.605,-5.573,50.369,5.256
2.652,4.551,-5.578,50.363,5.311
2.653,4.496,-5.582,50.357,5.365
2.654,4.441,-5.587,50.352,5.420
2.655,4.387,-5.591,50.346,5.474
2.656,4.332,-5.595,50.341,5.529
2.657,4.278,-5.600,50.335,5.584
2.658,4.223,-5.604,50.330,5.638
2.659,4.168,-5.608,50.324,5.693
2.660,4.114,-5.612,50.318,5.747
2.661,4.059,-5.616,50.313,5.802
2.662,4.005,-5.620,50.307,5.857
2.663,3.950,-5.624,50.301,5.911
2.664,3.895,-5.628,50.296,5.966
2.665,3.841,-5.632,50.290,6.020
2.666,3.786,-5.636,50.285,6.075
2.667,3.732,-5.639,50.279,6.130
2.668,3.677,-5.643,50.273,6.184
2.669,3.622,-5.647,50.268,6.239
2.670,3.568,-5.650,50.262,6.293
2.671,3.513,-5.654,50.256,6.348
2.672,3.459,-5.657,50.251,6.402
2.673,3.404,-5.661,50.245,6.457
2.674,3.350,-5.664,50.239,6.512
2.675,3.295,-5.667,50.234,6.566
2.676,3.241,-5.671,50.228,6.621
2.677,3.186,-5.674,50.222,6.675
2.678,3.131,-5.677,50.217,6.730
2.679,3.077,-5.680,50.211,6.784
2.680,3.022,-5.683,50.205,6.839
2.681,2.968,-5.686,50.200,6.893
2.682,2.913,-5.689,50.194,6.948
2.683,2.859,-5.692,50.188,7.002
2.684,2.804,-5.695,50.183,7.057
2.685,2.750,-5.697,50.177,7.111
2.686,2.696,-5.700,50.171,7.166
2.687,2.641,-5.703,50.165,7.220
2.688,2.587,-5.705,50.160,7.274
2.689,2.532,-5.708,50.154,7.329
2.690,2.478,-5.710,50.148,7.383
2.691,2.424,-5.713,50.143,7.437
2.692,2.369,-5.715,50.137,7.492
2.693,2.315,-5.717,50.131,7.546
2.694,2.260,-5.720,50.125,7.600
2.695,2.206,-5.722,50.120,7.655
2.696,2.152,-5.724,50.114,7.709
2.697,2.098,-5.726,50.108,7.763
2.698,2.043,-5.728,50.103,7.818
2.699,1.989,-5.730,50.097,7.872
2.700,1.935,-5.732,50.091,7.926
2.701,1.881,-5.734,50.085,7.980
2.702,1.826,-5.736,50.080,8.034
2.703,1.772,-5.738,50.074,8.089
2.704,1.718,-5.739,50.068,8.143
2.705,1.664,-5.741,50.062,8.197
2.706,1.610,-5.743,50.057,8.251
2.707,1.556,-5.744,50.051,8.305
2.708,1.502,-5.746,50.045,8.359
2.709,1.448,-5.747,50.039,8.413
2.710,1.394,-5.748,50.034,8.467
2.711,1.340,-5.750,50.028,8.521
2.712,1.286,-5.751,50.022,8.575
2.713,1.232,-5.752,50.016,8.629
2.714,1.178,-5.753,50.011,8.683
2.715,1.124,-5.755,50.005,8.737
2.716,1.070,-5.756,49.999,8.791
2.717,1.016,-5.757,49.993,8.845
2.718,0.962,-5.758,49.988,8.898
2.719,0.908,-5.759,49.982,8.952
2.720,0.855,-5.759,49.976,9.006
2.721,0.801,-5.760,49.970,9.060
2.722,0.747,-5.761,49.965,9.113
2.723,0.693,-5.762,49.959,9.167
2.724,0.640,-5.762,49.953,9.221
2.725,0.586,-5.763,49.947,9.274
2.726,0.532,-5.763,49.942,9.328
2.727,0.479,-5.764,49.936,9.381
2.728,0.425,-5.764,49.930,9.435
2.729,0.372,-5.765,49.924,9.488
2.730,0.318,-5.765,49.918,9.542
2.731,0.265,-5.765,49.913,9.595
2.732,0.211,-5.765,49.907,9.649
2.733,0.158,-5.766,49.901,9.702
2.734,0.105,-5.766,49.895,9.755
2.735,0.051,-5.766,49.890,9.809
2.736,-0.002,-5.766,49.884,9.862
2.737,-0.055,-5.766,49.878,9.915
2.738,-0.109,-5.766,49.872,9.968
2.739,-0.162,-5.765,49.867,10.022
2.740,-0.215,-5.765,49.861,10.075
2.741,-0.268,-5.765,49.855,10.128
2.742,-0.321,-5.765,49.849,10.181
2.743,-0.374,-5.764,49.844,10.234
2.744,-0.427,-5.764,49.838,10.287
2.745,-0.480,-5.763,49.832,10.340
2.746,-0.533,-5.763,49.826,10.393
2.747,-0.586,-5.762,49.820,10.446
2.748,-0.639,-5.762,49.815,10.498
2.749,-0.692,-5.761,49.809,10.551
2.750,-0.745,-5.760,49.803,10.604
2.751,-0.797,-5.759,49.797,10.657
2.752,-0.850,-5.759,49.792,10.709
2.753,-0.903,-5.758,49.786,10.762
2.754,-0.955,-5.757,49.780,10.815
2.755,-1.008,-5.756,49.774,10.867
2.756,-1.060,-5.755,49.769,10.920
2.757,-1.113,-5.753,49.763,10.972
2.758,-1.165,-5.752,49.757,11.024
2.759,-1.218,-5.751,49.751,11.077
2.760,-1.270,-5.750,49.746,11.129
2.761,-1.322,-5.748,49.740,11.181
2.762,-1.375,-5.747,49.734,11.234
2.763,-1.427,-5.746,49.728,11.286
2.764,-1.479,-5.744,49.723,11.338
2.765,-1.531,-5.743,49.717,11.390
2.766,-1.583,-5.741,49.711,11.442
2.767,-1.635,-5.739,49.705,11.494
2.768,-1.687,-5.738,49.700,11.546
2.769,-1.739,-5.736,49.694,11.598
2.770,-1.791,-5.734,49.688,11.650
2.771,-1.843,-5.732,49.682,11.702
2.772,-1.895,-5.730,49.677,11.753
2.773,-1.947,-5.729,49.671,11.805
2.774,-1.999,-5.727,49.665,11.857
2.775,-2.050,-5.725,49.660,11.908
2.776,-2.102,-5.722,49.654,11.960
2.777,-2.153,-5.720,49.648,12.012
2.778,-2.205,-5.718,49.642,12.063
2.779,-2.256,-5.716,49.637,12.114
2.780,-2.308,-5.713,49.631,12.166
2.781,-2.359,-5.711,49.625,12.217
2.782,-2.410,-5.709,49.620,12.268
2.783,-2.462,-5.706,49.614,12.320
2.784,-2.513,-5.704,49.608,12.371
2.785,-2.564,-5.701,49.602,12.422
2.786,-2.615,-5.699,49.597,12.473
2.787,-2.666,-5.696,49.591,12.524
2.788,-2.717,-5.693,49.585,12.575
2.789,-2.768,-5.690,49.580,12.626
2.790,-2.819,-5.688,49.574,12.676
2.791,-2.870,-5.685,49.568,12.727
2.792,-2.921,-5.682,49.563,12.778
2.793,-2.971,-5.679,49.557,12.829
2.794,-3.022,-5.676,49.551,12.879
2.795,-3.072,-5.673,49.546,12.930
2.796,-3.123,-5.670,49.540,12.980
2.797,-3.173,-5.666,49.534,13.031
2.798,-3.224,-5.663,49.529,13.081
2.799,-3.274,-5.660,49.523,13.131
2.800,-3.325,-5.657,49.517,13.181
2.801,-3.375,-5.653,49.512,13.232
2.802,-3.425,-5.650,49.506,13.282
2.803,-3.475,-5.646,49.500,13.332
2.804,-3.525,-5.643,49.495,13.382
2.805,-3.575,-5.639,49.489,13.432
2.806,-3.625,-5.636,49.483,13.482
2.807,-3.675,-5.632,49.478,13.531
2.808,-3.725,-5.628,49.472,13.581
2.809,-3.774,-5.624,49.467,13.631
2.810,-3.824,-5.621,49.461,13.680
2.811,-3.874,-5.617,49.455,13.730
2.812,-3.923,-5.613,49.450,13.779
2.813,-3.973,-5.609,49.444,13.829
2.814,-4.022,-5.605,49.438,13.878
2.815,-4.071,-5.601,49.433,13.927
2.816,-4.121,-5.597,49.427,13.977
2.817,-4.170,-5.592,49.422,14.026
2.818,-4.219,-5.588,49.416,14.075
2.819,-4.268,-5.584,49.410,14.124
2.820,-4.317,-5.580,49.405,14.173
2.821,-4.366,-5.575,49.399,14.222
2.822,-4.415,-5.571,49.394,14.271
2.823,-4.464,-5.566,49.388,14.319
2.824,-4.513,-5.562,49.383,14.368
2.825,-4.561,-5.557,49.377,14.417
2.826,-4.610,-5.553,49.372,14.465
2.827,-4.658,-5.548,49.366,14.514
2.828,-4.707,-5.543,49.360,14.562
2.829,-4.755,-5.539,49.355,14.610
2.830,-4.804,-5.534,49.349,14.659
2.831,-4.852,-5.529,49.344,14.707
2.832,-4.900,-5.524,49.338,14.755
2.833,-4.948,-5.519,49.333,14.803
2.834,-4.996,-5.514,49.327,14.851
2.835,-5.044,-5.509,49.322,14.899
2.836,-5.092,-5.504,49.316,14.947
2.837,-5.140,-5.499,49.311,14.994
2.838,-5.188,-5.494,49.305,15.042
2.839,-5.235,-5.488,49.300,15.090
2.840,-5.283,-5.483,49.294,15.137
2.841,-5.330,-5.478,49.289,15.185
2.842,-5.378,-5.472,49.283,15.232
2.843,-5.425,-5.467,49.278,15.279
2.844,-5.473,-5.462,49.272,15.326
2.845,-5.520,-5.456,49.267,15.374
2.846,-5.567,-5.450,49.262,15.421
2.847,-5.614,-5.445,49.256,15.468
2.848,-5.661,-5.439,49.251,15.515
2.849,-5.708,-5.433,49.245,15.561
2.850,-5.755,-5.428,49.240,15.608
2.851,-5.801,-5.422,49.234,15.655
2.852,-5.848,-5.416,49.229,15.701
2.853,-5.895,-5.410,49.224,15.748
2.854,-5.941,-5.404,49.218,15.794
2.855,-5.988,-5.398,49.213,15.841
2.856,-6.034,-5.392,49.207,15.887
2.857,-6.080,-5.386,49.202,15.933
2.858,-6.127,-5.380,49.197,15.979
2.859,-6.173,-5.374,49.191,16.025
2.860,-6.219,-5.368,49.186,16.071
2.861,-6.265,-5.361,49.180,16.117
2.862,-6.310,-5.355,49.175,16.163
2.863,-6.356,-5.349,49.170,16.209
2.864,-6.402,-5.342,49.164,16.254
2.865,-6.448,-5.336,49.159,16.300
2.866,-6.493,-5.329,49.154,16.345
2.867,-6.539,-5.323,49.148,16.391
2.868,-6.584,-5.316,49.143,16.436
2.869,-6.629,-5.310,49.138,16.481
2.870,-6.674,-5.303,49.132,16.526
2.871,-6.720,-5.296,49.127,16.571
2.872,-6.765,-5.289,49.122,16.616
2.873,-6.809,-5.283,49.117,16.661
2.874,-6.854,-5.276,49.111,16.706
2.875,-6.899,-5.269,49.106,16.750
2.876,-6.944,-5.262,49.101,16.795
2.877,-6.988,-5.255,49.096,16.840
2.878,-7.033,-5.248,49.090,16.884
2.879,-7.077,-5.241,49.085,16.928
2.880,-7.122,-5.234,49.080,16.973
2.881,-7.166,-5.227,49.075,17.017
2.882,-7.210,-5.219,49.069,17.061
2.883,-7.254,-5.212,49.064,17.105
2.884,-7.298,-5.205,49.059,17.149
2.885,-7.342,-5.197,49.054,17.192
2.886,-7.386,-5.190,49.049,17.236
2.887,-7.429,-5.183,49.043,17.280
2.888,-7.473,-5.175,49.038,17.323
2.889,-7.517,-5.168,49.033,17.367
2.890,-7.560,-5.160,49.028,17.410
2.891,-7.603,-5.152,49.023,17.453
2.892,-7.647,-5.145,49.018,17.496
2.893,-7.690,-5.137,49.012,17.539
2.894,-7.733,-5.129,49.007,17.582
2.895,-7.776,-5.122,49.002,17.625
2.896,-7.819,-5.114,48.997,17.668
2.897,-7.861,-5.106,48.992,17.711
2.898,-7.904,-5.098,48.987,17.753
2.899,-7.947,-5.090,48.982,17.796
2.900,-7.989,-5.082,48.977,17.838
2.901,-8.032,-5.074,48.972,17.881
2.902,-8.074,-5.066,48.967,17.923
2.903,-8.116,-5.058,48.962,17.965
2.904,-8.158,-5.050,48.956,18.007
2.905,-8.200,-5.041,48.951,18.049
2.906,-8.242,-5.033,48.946,18.091
2.907,-8.284,-5.025,48.941,18.132
2.908,-8.326,-5.017,48.936,18.174
2.909,-8.367,-5.008,48.931,18.216
2.910,-8.409,-5.000,48.926,18.257
2.911,-8.450,-4.991,48.921,18.298
2.912,-8.492,-4.983,48.916,18.340
2.913,-8.533,-4.974,48.911,18.381
2.914,-8.574,-4.966,48.906,18.422
2.915,-8.615,-4.957,48.901,18.463
2.916,-8.656,-4.949,48.897,18.504
2.917,-8.697,-4.940,48.892,18.544
2.918,-8.738,-4.931,48.887,18.585
2.919,-8.778,-4.922,48.882,18.626
2.920,-8.819,-4.914,48.877,18.666
2.921,-8.859,-4.905,48.872,18.706
2.922,-8.900,-4.896,48.867,18.747
2.923,-8.940,-4.887,48.862,18.787
2.924,-8.980,-4.878,48.857,18.827
2.925,-9.020,-4.869,48.852,18.867
2.926,-9.060,-4.860,48.848,18.907
2.927,-9.100,-4.851,48.843,18.946
2.928,-9.140,-4.842,48.838,18.986
2.929,-9.179,-4.832,48.833,19.026
2.930,-9.219,-4.823,48.828,19.065
2.931,-9.258,-4.814,48.823,19.104
2.932,-9.298,-4.805,48.819,19.144
2.933,-9.337,-4.795,48.814,19.183
2.934,-9.376,-4.786,48.809,19.222
2.935,-9.415,-4.776,48.804,19.261
2.936,-9.454,-4.767,48.799,19.299
2.937,-9.493,-4.757,48.795,19.338
2.938,-9.531,-4.748,48.790,19.377
2.939,-9.570,-4.738,48.785,19.415
2.940,-9.608,-4.729,48.780,19.454
2.941,-9.647,-4.719,48.776,19.492
2.942,-9.685,-4.709,48.771,19.530
2.943,-9.723,-4.700,48.766,19.568
2.944,-9.761,-4.690,48.762,19.606
2.945,-9.799,-4.680,48.757,19.644
2.946,-9.837,-4.670,48.752,19.682
2.947,-9.875,-4.660,48.748,19.719
2.948,-9.913,-4.651,48.743,19.757
2.949,-9.950,-4.641,48.738,19.794
2.950,-9.987,-4.631,48.734,19.831
2.951,-10.025,-4.621,48.729,19.869
2.952,-10.062,-4.611,48.724,19.906
2.953,-10.099,-4.600,48.720,19.943
2.954,-10.136,-4.590,48.715,19.980
2.955,-10.173,-4.580,48.711,20.016
2.956,-10.210,-4.570,48.706,20.053
2.957,-10.246,-4.560,48.702,20.089
2.958,-10.283,-4.549,48.697,20.126
2.959,-10.319,-4.539,48.693,20.162
2.960,-10.356,-4.529,48.688,20.198
2.961,-10.392,-4.518,48.683,20.235
2.962,-10.428,-4.508,48.679,20.271
2.963,-10.464,-4.497,48.674,20.306
2.964,-10.500,-4.487,48.670,20.342
2.965,-10.535,-4.476,48.665,20.378
2.966,-10.571,-4.466,48.661,20.413
2.967,-10.607,-4.455,48.657,20.449
2.968,-10.642,-4.445,48.652,20.484
2.969,-10.677,-4.434,48.648,20.519
2.970,-10.713,-4.423,48.643,20.554
2.971,-10.748,-4.412,48.639,20.589
2.972,-10.783,-4.402,48.634,20.624
2.973,-10.817,-4.391,48.630,20.659
2.974,-10.852,-4.380,48.626,20.694
2.975,-10.887,-4.369,48.621,20.728
2.976,-10.921,-4.358,48.617,20.762
2.977,-10.956,-4.347,48.613,20.797
2.978,-10.990,-4.336,48.608,20.831
2.979,-11.024,-4.325,48.604,20.865
2.980,-11.058,-4.314,48.600,20.899
2.981,-11.092,-4.303,48.595,20.933
2.982,-11.126,-4.292,48.591,20.966
2.983,-11.160,-4.281,48.587,21.000
2.984,-11.193,-4.270,48.582,21.033
2.985,-11.227,-4.258,48.578,21.067
2.986,-11.260,-4.247,48.574,21.100
2.987,-11.293,-4.236,48.570,21.133
2.988,-11.326,-4.224,48.566,21.166
2.989,-11.359,-4.213,48.561,21.199
2.990,-11.392,-4.202,48.557,21.232
2.991,-11.425,-4.190,48.553,21.264
2.992,-11.458,-4.179,48.549,21.297
2.993,-11.490,-4.167,48.545,21.329
2.994,-11.523,-4.156,48.540,21.362
2.995,-11.555,-4.144,48.536,21.394
2.996,-11.587,-4.133,48.532,21.426
2.997,-11.619,-4.121,48.528,21.458
2.998,-11.651,-4.109,48.524,21.490
2.999,-11.683,-4.098,48.520,21.521
3.000,-11.715,-4.086,48.516,21.553
3.001,-11.746,-4.074,48.512,21.584
3.002,-11.778,-4.062,48.508,21.616
3.003,-11.809,-4.051,48.504,21.647
3.004,-11.840,-4.039,48.500,21.678
3.005,-11.871,-4.027,48.495,21.709
3.006,-11.902,-4.015,48.491,21.740
3.007,-11.933,-4.003,48.487,21.771
3.008,-11.964,-3.991,48.483,21.801
3.009,-11.994,-3.979,48.479,21.832
3.010,-12.025,-3.967,48.476,21.862
3.011,-12.055,-3.955,48.472,21.892
3.012,-12.086,-3.943,48.468,21.922
3.013,-12.116,-3.931,48.464,21.952
3.014,-12.146,-3.919,48.460,21.982
3.015,-12.176,-3.907,48.456,22.012
3.016,-12.205,-3.894,48.452,22.042
3.017,-12.235,-3.882,48.448,22.071
3.018,-12.264,-3.870,48.444,22.100
3.019,-12.294,-3.858,48.440,22.130
3.020,-12.323,-3.845,48.437,22.159
3.021,-12.352,-3.833,48.433,22.188
3.022,-12.381,-3.820,48.429,22.217
3.023,-12.410,-3.808,48.425,22.246
3.024,-12.439,-3.796,48.421,22.274
3.025,-12.468,-3.783,48.417,22.303
3.026,-12.496,-3.771,48.414,22.331
3.027,-12.524,-3.758,48.410,22.359
3.028,-12.553,-3.746,48.406,22.387
3.029,-12.581,-3.733,48.402,22.416
3.030,-12.609,-3.720,48.399,22.443
3.031,-12.637,-3.708,48.395,22.471
3.032,-12.665,-3.695,48.391,22.499
3.033,-12.692,-3.682,48.388,22.526
3.034,-12.720,-3.670,48.384,22.554
3.035,-12.747,-3.657,48.380,22.581
3.036,-12.774,-3.644,48.377,22.608
3.037,-12.801,-3.631,48.373,22.635
3.038,-12.828,-3.619,48.369,22.662
3.039,-12.855,-3.606,48.366,22.689
3.040,-12.882,-3.593,48.362,22.715
3.041,-12.909,-3.580,48.359,22.742
3.042,-12.935,-3.567,48.355,22.768
3.043,-12.962,-3.554,48.352,22.794
3.044,-12.988,-3.541,48.348,22.821
3.045,-13.014,-3.528,48.344,22.847
3.046,-13.040,-3.515,48.341,22.872
3.047,-13.066,-3.502,48.337,22.898
3.048,-13.092,-3.489,48.334,22.924
3.049,-13.117,-3.476,48.330,22.949
3.050,-13.143,-3.463,48.327,22.975
3.051,-13.168,-3.449,48.324,23.000
3.052,-13.193,-3.436,48.320,23.025
3.053,-13.218,-3.423,48.317,23.050
3.054,-13.243,-3.410,48.313,23.075
3.055,-13.268,-3.396,48.310,23.099
3.056,-13.293,-3.383,48.307,23.124
3.057,-13.317,-3.370,48.303,23.148
3.058,-13.342,-3.356,48.300,23.173
3.059,-13.366,-3.343,48.296,23.197
3.060,-13.390,-3.330,48.293,23.221
3.061,-13.414,-3.316,48.290,23.245
3.062,-13.438,-3.303,48.287,23.269
3.063,-13.462,-3.289,48.283,23.292
3.064,-13.486,-3.276,48.280,23.316
3.065,-13.509,-3.262,48.277,23.339
3.066,-13.533,-3.249,48.273,23.363
3.067,-13.556,-3.235,48.270,23.386
3.068,-13.579,-3.222,48.267,23.409
3.069,-13.602,-3.208,48.264,23.432
3.070,-13.625,-3.195,48.261,23.454
3.071,-13.648,-3.181,48.257,23.477
3.072,-13.670,-3.167,48.254,23.500
3.073,-13.693,-3.154,48.251,23.522
3.074,-13.715,-3.140,48.248,23.544
3.075,-13.738,-3.126,48.245,23.566
3.076,-13.760,-3.112,48.242,23.588
3.077,-13.782,-3.099,48.239,23.610
3.078,-13.803,-3.085,48.236,23.632
3.079,-13.825,-3.071,48.232,23.653
3.080,-13.847,-3.057,48.229,23.675
3.081,-13.868,-3.043,48.226,23.696
3.082,-13.889,-3.029,48.223,23.717
3.083,-13.911,-3.015,48.220,23.738
3.084,-13.932,-3.001,48.217,23.759
3.085,-13.953,-2.988,48.214,23.780
3.086,-13.973,-2.974,48.211,23.801
3.087,-13.994,-2.960,48.208,23.821
3.088,-14.014,-2.946,48.205,23.842
3.089,-14.035,-2.931,48.202,23.862
3.090,-14.055,-2.917,48.200,23.882
3.091,-14.075,-2.903,48.197,23.902
3.092,-14.095,-2.889,48.194,23.922
3.093,-14.115,-2.875,48.191,23.941
3.094,-14.135,-2.861,48.188,23.961
3.095,-14.154,-2.847,48.185,23.980
3.096,-14.174,-2.833,48.182,24.000
3.097,-14.193,-2.818,48.180,24.019
3.098,-14.212,-2.804,48.177,24.038
3.099,-14.231,-2.790,48.174,24.057
3.100,-14.250,-2.776,48.171,24.076
3.101,-14.269,-2.762,48.168,24.094
3.102,-14.288,-2.747,48.166,24.113
3.103,-14.306,-2.733,48.163,24.131
3.104,-14.325,-2.719,48.160,24.149
3.105,-14.343,-2.704,48.158,24.168
3.106,-14.361,-2.690,48.155,24.185
3.107,-14.379,-2.676,48.152,24.203
3.108,-14.397,-2.661,48.149,24.221
3.109,-14.414,-2.647,48.147,24.239
3.110,-14.432,-2.632,48.144,24.256
3.111,-14.449,-2.618,48.142,24.273
3.112,-14.467,-2.603,48.139,24.290
3.113,-14.484,-2.589,48.136,24.307
3.114,-14.501,-2.574,48.134,24.324
3.115,-14.518,-2.560,48.131,24.341
3.116,-14.534,-2.545,48.129,24.358
3.117,-14.551,-2.531,48.126,24.374
3.118,-14.568,-2.516,48.124,24.391
3.119,-14.584,-2.502,48.121,24.407
3.120,-14.600,-2.487,48.119,24.423
3.121,-14.616,-2.472,48.116,24.439
3.122,-14.632,-2.458,48.114,24.455
3.123,-14.648,-2.443,48.111,24.470
3.124,-14.664,-2.428,48.109,24.486
3.125,-14.679,-2.414,48.106,24.501
3.126,-14.695,-2.399,48.104,24.517
3.127,-14.710,-2.384,48.102,24.532
3.128,-14.725,-2.370,48.099,24.547
3.129,-14.740,-2.355,48.097,24.561
3.130,-14.755,-2.340,48.095,24.576
3.131,-14.770,-2.325,48.092,24.591
3.132,-14.784,-2.311,48.090,24.605
3.133,-14.799,-2.296,48.088,24.620
3.134,-14.813,-2.281,48.085,24.634
3.135,-14.827,-2.266,48.083,24.648
3.136,-14.841,-2.251,48.081,24.662
3.137,-14.855,-2.236,48.079,24.675
3.138,-14.869,-2.222,48.076,24.689
3.139,-14.882,-2.207,48.074,24.703
3.140,-14.896,-2.192,48.072,24.716
3.141,-14.909,-2.177,48.070,24.729
3.142,-14.923,-2.162,48.068,24.742
3.143,-14.936,-2.147,48.066,24.755
3.144,-14.949,-2.132,48.063,24.768
3.145,-14.961,-2.117,48.061,24.781
3.146,-14.974,-2.102,48.059,24.793
3.147,-14.987,-2.087,48.057,24.806
3.148,-14.999,-2.072,48.055,24.818
3.149,-15.011,-2.057,48.053,24.830
3.150,-15.023,-2.042,48.051,24.842
3.151,-15.035,-2.027,48.049,24.854
3.152,-15.047,-2.012,48.047,24.866
3.153,-15.059,-1.997,48.045,24.877
3.154,-15.071,-1.982,48.043,24.889
3.155,-15.082,-1.967,48.041,24.900
3.156,-15.093,-1.952,48.039,24.911
3.157,-15.104,-1.937,48.037,24.922
3.158,-15.115,-1.922,48.035,24.933
3.159,-15.126,-1.906,48.033,24.944
3.160,-15.137,-1.891,48.031,24.954
3.161,-15.148,-1.876,48.029,24.965
3.162,-15.158,-1.861,48.028,24.975
3.163,-15.169,-1.846,48.026,24.985
3.164,-15.179,-1.831,48.024,24.996
3.165,-15.189,-1.815,48.022,25.006
3.166,-15.199,-1.800,48.020,25.015
3.167,-15.209,-1.785,48.019,25.025
3.168,-15.218,-1.770,48.017,25.035
3.169,-15.228,-1.755,48.015,25.044
3.170,-15.237,-1.739,48.013,25.053
3.171,-15.247,-1.724,48.012,25.062
3.172,-15.256,-1.709,48.010,25.071
3.173,-15.265,-1.694,48.008,25.080
3.174,-15.273,-1.678,48.006,25.089
3.175,-15.282,-1.663,48.005,25.097
3.176,-15.291,-1.648,48.003,25.106
3.177,-15.299,-1.632,48.002,25.114
3.178,-15.307,-1.617,48.000,25.122
3.179,-15.316,-1.602,47.998,25.130
3.180,-15.324,-1.586,47.997,25.138
3.181,-15.332,-1.571,47.995,25.146
3.182,-15.339,-1.556,47.994,25.154
3.183,-15.347,-1.540,47.992,25.161
3.184,-15.354,-1.525,47.991,25.168
3.185,-15.362,-1.510,47.989,25.176
3.186,-15.369,-1.494,47.988,25.183
3.187,-15.376,-1.479,47.986,25.190
3.188,-15.383,-1.464,47.985,25.196
3.189,-15.390,-1.448,47.983,25.203
3.190,-15.396,-1.433,47.982,25.210
3.191,-15.403,-1.417,47.980,25.216
3.192,-15.409,-1.402,47.979,25.222
3.193,-15.416,-1.387,47.977,25.228
3.194,-15.422,-1.371,47.976,25.234
3.195,-15.428,-1.356,47.975,25.240
3.196,-15.433,-1.340,47.973,25.246
3.197,-15.439,-1.325,47.972,25.251
3.198,-15.445,-1.309,47.971,25.257
3.199,-15.450,-1.294,47.969,25.262
3.200,-15.455,-1.279,47.968,25.267
3.201,-15.461,-1.263,47.967,25.272
3.202,-15.466,-1.248,47.966,25.277
3.203,-15.470,-1.232,47.964,25.282
3.204,-15.475,-1.217,47.963,25.286
3.205,-15.480,-1.201,47.962,25.291
3.206,-15.484,-1.186,47.961,25.295
3.207,-15.489,-1.170,47.960,25.299
3.208,-15.493,-1.155,47.959,25.304
3.209,-15.497,-1.139,47.957,25.307
3.210,-15.501,-1.124,47.956,25.311
3.211,-15.505,-1.108,47.955,25.315
3.212,-15.508,-1.093,47.954,25.318
3.213,-15.512,-1.077,47.953,25.322
3.214,-15.515,-1.062,47.952,25.325
3.215,-15.518,-1.046,47.951,25.328
3.216,-15.521,-1.031,47.950,25.331
3.217,-15.524,-1.015,47.949,25.334
3.218,-15.527,-1.000,47.948,25.337
3.219,-15.530,-0.984,47.947,25.339
3.220,-15.533,-0.969,47.946,25.342
3.221,-15.535,-0.953,47.945,25.344
3.222,-15.537,-0.937,47.944,25.346
3.223,-15.539,-0.922,47.943,25.348
3.224,-15.541,-0.906,47.942,25.350
3.225,-15.543,-0.891,47.941,25.352
3.226,-15.545,-0.875,47.940,25.353
3.227,-15.547,-0.860,47.940,25.355
3.228,-15.548,-0.844,47.939,25.356
3.229,-15.550,-0.829,47.938,25.357
3.230,-15.551,-0.813,47.937,25.359
3.231,-15.552,-0.798,47.936,25.359
3.232,-15.553,-0.782,47.935,25.360
3.233,-15.554,-0.766,47.935,25.361
3.234,-15.554,-0.751,47.934,25.361
3.235,-15.555,-0.735,47.933,25.362
3.236,-15.555,-0.720,47.933,25.362
3.237,-15.556,-0.704,47.932,25.362
3.238,-15.556,-0.689,47.931,25.362
3.239,-15.556,-0.673,47.930,25.362
3.240,-15.556,-0.658,47.930,25.362
3.241,-15.555,-0.642,47.929,25.362
3.242,-15.555,-0.626,47.929,25.361
3.243,-15.554,-0.611,47.928,25.360
3.244,-15.554,-0.595,47.927,25.360
3.245,-15.553,-0.580,47.927,25.359
