t, dzdt2, dzdt, z, u
2.956,-13.450,-14.117,49.341,23.369
2.957,-13.562,-14.103,49.327,23.480
2.958,-13.673,-14.090,49.313,23.591
2.959,-13.785,-14.076,49.298,23.702
2.960,-13.896,-14.062,49.284,23.813
2.961,-14.006,-14.048,49.270,23.924
2.962,-14.117,-14.034,49.256,24.034
2.963,-14.228,-14.020,49.242,24.145
2.964,-14.338,-14.005,49.228,24.255
2.965,-14.448,-13.991,49.214,24.365
2.966,-14.558,-13.976,49.200,24.475
2.967,-14.668,-13.962,49.186,24.584
2.968,-14.778,-13.947,49.172,24.694
2.969,-14.887,-13.932,49.158,24.803
2.970,-14.996,-13.917,49.145,24.912
2.971,-15.105,-13.902,49.131,25.021
2.972,-15.214,-13.887,49.117,25.129
2.973,-15.323,-13.871,49.103,25.238
2.974,-15.431,-13.856,49.089,25.346
2.975,-15.540,-13.840,49.075,25.454
2.976,-15.648,-13.825,49.061,25.562
2.977,-15.756,-13.809,49.048,25.670
2.978,-15.863,-13.793,49.034,25.778
2.979,-15.971,-13.777,49.020,25.885
2.980,-16.078,-13.761,49.006,25.992
2.981,-16.186,-13.745,48.993,26.099
2.982,-16.292,-13.729,48.979,26.206
2.983,-16.399,-13.712,48.965,26.312
2.984,-16.506,-13.696,48.951,26.419
2.985,-16.612,-13.679,48.938,26.525
2.986,-16.718,-13.662,48.924,26.631
2.987,-16.824,-13.645,48.910,26.737
2.988,-16.930,-13.629,48.897,26.842
2.989,-17.036,-13.612,48.883,26.948
2.990,-17.141,-13.594,48.870,27.053
2.991,-17.246,-13.577,48.856,27.158
2.992,-17.351,-13.560,48.842,27.263
2.993,-17.456,-13.542,48.829,27.367
2.994,-17.561,-13.525,48.815,27.472
2.995,-17.665,-13.507,48.802,27.576
2.996,-17.769,-13.489,48.788,27.680
2.997,-17.873,-13.471,48.775,27.784
2.998,-17.977,-13.453,48.761,27.887
2.999,-18.080,-13.435,48.748,27.990
3.000,-18.184,-13.417,48.735,28.094
3.001,-18.287,-13.399,48.721,28.196
3.002,-18.390,-13.381,48.708,28.299
3.003,-18.493,-13.362,48.694,28.402
3.004,-18.595,-13.343,48.681,28.504
3.005,-18.697,-13.325,48.668,28.606
3.006,-18.799,-13.306,48.654,28.708
3.007,-18.901,-13.287,48.641,28.810
3.008,-19.003,-13.268,48.628,28.911
3.009,-19.104,-13.249,48.615,29.012
3.010,-19.206,-13.230,48.601,29.113
3.011,-19.307,-13.210,48.588,29.214
3.012,-19.407,-13.191,48.575,29.315
3.013,-19.508,-13.172,48.562,29.415
3.014,-19.608,-13.152,48.549,29.515
3.015,-19.708,-13.132,48.536,29.615
3.016,-19.808,-13.112,48.522,29.715
3.017,-19.908,-13.092,48.509,29.814
3.018,-20.007,-13.072,48.496,29.913
3.019,-20.107,-13.052,48.483,30.012
3.020,-20.206,-13.032,48.470,30.111
3.021,-20.304,-13.012,48.457,30.210
3.022,-20.403,-12.991,48.444,30.308
3.023,-20.501,-12.971,48.431,30.406
3.024,-20.599,-12.950,48.418,30.504
3.025,-20.697,-12.930,48.405,30.602
3.026,-20.795,-12.909,48.392,30.699
3.027,-20.892,-12.888,48.380,30.796
3.028,-20.990,-12.867,48.367,30.893
3.029,-21.087,-12.846,48.354,30.990
3.030,-21.183,-12.825,48.341,31.087
3.031,-21.280,-12.803,48.328,31.183
3.032,-21.376,-12.782,48.315,31.279
3.033,-21.472,-12.761,48.303,31.375
3.034,-21.568,-12.739,48.290,31.470
3.035,-21.664,-12.717,48.277,31.566
3.036,-21.759,-12.696,48.265,31.661
3.037,-21.854,-12.674,48.252,31.756
3.038,-21.949,-12.652,48.239,31.850
3.039,-22.044,-12.630,48.227,31.945
3.040,-22.138,-12.608,48.214,32.039
3.041,-22.232,-12.585,48.201,32.133
3.042,-22.326,-12.563,48.189,32.227
3.043,-22.420,-12.541,48.176,32.320
3.044,-22.513,-12.518,48.164,32.413
3.045,-22.607,-12.496,48.151,32.506
3.046,-22.700,-12.473,48.139,32.599
3.047,-22.792,-12.450,48.126,32.691
3.048,-22.885,-12.427,48.114,32.784
3.049,-22.977,-12.404,48.102,32.876
3.050,-23.069,-12.381,48.089,32.967
3.051,-23.161,-12.358,48.077,33.059
3.052,-23.252,-12.335,48.064,33.150
3.053,-23.344,-12.311,48.052,33.241
3.054,-23.435,-12.288,48.040,33.332
3.055,-23.525,-12.264,48.028,33.423
3.056,-23.616,-12.241,48.015,33.513
3.057,-23.706,-12.217,48.003,33.603
3.058,-23.796,-12.193,47.991,33.693
3.059,-23.886,-12.169,47.979,33.782
3.060,-23.975,-12.145,47.967,33.871
3.061,-24.065,-12.121,47.954,33.960
3.062,-24.154,-12.097,47.942,34.049
3.063,-24.243,-12.073,47.930,34.138
3.064,-24.331,-12.049,47.918,34.226
3.065,-24.419,-12.024,47.906,34.314
3.066,-24.507,-12.000,47.894,34.402
3.067,-24.595,-11.975,47.882,34.489
3.068,-24.683,-11.950,47.870,34.577
3.069,-24.770,-11.926,47.858,34.664
3.070,-24.857,-11.901,47.846,34.750
3.071,-24.944,-11.876,47.835,34.837
3.072,-25.030,-11.851,47.823,34.923
3.073,-25.116,-11.826,47.811,35.009
3.074,-25.202,-11.800,47.799,35.095
3.075,-25.288,-11.775,47.787,35.180
3.076,-25.374,-11.750,47.776,35.265
3.077,-25.459,-11.724,47.764,35.350
3.078,-25.544,-11.699,47.752,35.435
3.079,-25.628,-11.673,47.741,35.519
3.080,-25.713,-11.647,47.729,35.603
3.081,-25.797,-11.622,47.717,35.687
3.082,-25.881,-11.596,47.706,35.771
3.083,-25.964,-11.570,47.694,35.854
3.084,-26.048,-11.544,47.683,35.937
3.085,-26.131,-11.518,47.671,36.020
3.086,-26.214,-11.491,47.660,36.103
3.087,-26.296,-11.465,47.648,36.185
3.088,-26.378,-11.439,47.637,36.267
3.089,-26.460,-11.412,47.625,36.349
3.090,-26.542,-11.386,47.614,36.430
3.091,-26.624,-11.359,47.602,36.512
3.092,-26.705,-11.332,47.591,36.593
3.093,-26.786,-11.306,47.580,36.673
3.094,-26.867,-11.279,47.569,36.754
3.095,-26.947,-11.252,47.557,36.834
3.096,-27.027,-11.225,47.546,36.914
3.097,-27.107,-11.198,47.535,36.993
3.098,-27.187,-11.171,47.524,37.073
3.099,-27.266,-11.143,47.513,37.152
3.100,-27.345,-11.116,47.501,37.230
3.101,-27.424,-11.088,47.490,37.309
3.102,-27.502,-11.061,47.479,37.387
3.103,-27.581,-11.033,47.468,37.465
3.104,-27.658,-11.006,47.457,37.543
3.105,-27.736,-10.978,47.446,37.620
3.106,-27.814,-10.950,47.435,37.697
3.107,-27.891,-10.922,47.424,37.774
3.108,-27.968,-10.894,47.414,37.851
3.109,-28.044,-10.866,47.403,37.927
3.110,-28.120,-10.838,47.392,38.003
3.111,-28.196,-10.810,47.381,38.079
3.112,-28.272,-10.782,47.370,38.154
3.113,-28.348,-10.753,47.359,38.229
3.114,-28.423,-10.725,47.349,38.304
3.115,-28.498,-10.696,47.338,38.379
3.116,-28.572,-10.668,47.327,38.453
3.117,-28.647,-10.639,47.317,38.527
3.118,-28.721,-10.610,47.306,38.601
3.119,-28.795,-10.582,47.296,38.675
3.120,-28.868,-10.553,47.285,38.748
3.121,-28.941,-10.524,47.274,38.821
3.122,-29.014,-10.495,47.264,38.893
3.123,-29.087,-10.466,47.254,38.966
3.124,-29.159,-10.437,47.243,39.038
3.125,-29.231,-10.407,47.233,39.110
3.126,-29.303,-10.378,47.222,39.181
3.127,-29.374,-10.349,47.212,39.252
3.128,-29.446,-10.319,47.202,39.323
3.129,-29.517,-10.290,47.191,39.394
3.130,-29.587,-10.260,47.181,39.464
3.131,-29.658,-10.231,47.171,39.534
3.132,-29.728,-10.201,47.161,39.604
3.133,-29.797,-10.171,47.150,39.674
3.134,-29.867,-10.141,47.140,39.743
3.135,-29.936,-10.111,47.130,39.812
3.136,-30.005,-10.081,47.120,39.880
3.137,-30.074,-10.051,47.110,39.949
3.138,-30.142,-10.021,47.100,40.017
3.139,-30.210,-9.991,47.090,40.084
3.140,-30.278,-9.960,47.080,40.152
3.141,-30.345,-9.930,47.070,40.219
3.142,-30.412,-9.900,47.060,40.286
3.143,-30.479,-9.869,47.050,40.352
3.144,-30.546,-9.839,47.041,40.419
3.145,-30.612,-9.808,47.031,40.485
3.146,-30.678,-9.777,47.021,40.550
3.147,-30.744,-9.747,47.011,40.616
3.148,-30.809,-9.716,47.002,40.681
3.149,-30.874,-9.685,46.992,40.746
3.150,-30.939,-9.654,46.982,40.810
3.151,-31.004,-9.623,46.973,40.874
3.152,-31.068,-9.592,46.963,40.938
3.153,-31.132,-9.561,46.953,41.002
3.154,-31.195,-9.530,46.944,41.065
3.155,-31.259,-9.498,46.934,41.128
3.156,-31.322,-9.467,46.925,41.191
3.157,-31.384,-9.436,46.915,41.253
3.158,-31.447,-9.404,46.906,41.316
3.159,-31.509,-9.373,46.897,41.377
3.160,-31.571,-9.341,46.887,41.439
3.161,-31.632,-9.310,46.878,41.500
3.162,-31.693,-9.278,46.869,41.561
3.163,-31.754,-9.246,46.860,41.622
3.164,-31.815,-9.214,46.850,41.682
3.165,-31.875,-9.182,46.841,41.742
3.166,-31.935,-9.150,46.832,41.802
3.167,-31.995,-9.118,46.823,41.861
3.168,-32.055,-9.086,46.814,41.920
3.169,-32.114,-9.054,46.805,41.979
3.170,-32.172,-9.022,46.796,42.038
3.171,-32.231,-8.990,46.787,42.096
3.172,-32.289,-8.958,46.778,42.154
3.173,-32.347,-8.925,46.769,42.211
3.174,-32.405,-8.893,46.760,42.269
3.175,-32.462,-8.860,46.751,42.326
3.176,-32.519,-8.828,46.742,42.382
3.177,-32.576,-8.795,46.733,42.439
3.178,-32.632,-8.763,46.725,42.495
3.179,-32.688,-8.730,46.716,42.551
3.180,-32.744,-8.697,46.707,42.606
3.181,-32.799,-8.664,46.699,42.661
3.182,-32.854,-8.632,46.690,42.716
3.183,-32.909,-8.599,46.681,42.771
3.184,-32.964,-8.566,46.673,42.825
3.185,-33.018,-8.533,46.664,42.879
3.186,-33.072,-8.500,46.656,42.932
3.187,-33.126,-8.466,46.647,42.986
3.188,-33.179,-8.433,46.639,43.039
3.189,-33.232,-8.400,46.630,43.091
3.190,-33.285,-8.367,46.622,43.144
3.191,-33.337,-8.333,46.614,43.196
3.192,-33.389,-8.300,46.605,43.248
3.193,-33.441,-8.267,46.597,43.299
3.194,-33.492,-8.233,46.589,43.350
3.195,-33.543,-8.200,46.581,43.401
3.196,-33.594,-8.166,46.573,43.451
3.197,-33.645,-8.132,46.564,43.502
3.198,-33.695,-8.099,46.556,43.552
3.199,-33.745,-8.065,46.548,43.601
3.200,-33.794,-8.031,46.540,43.650
3.201,-33.844,-7.997,46.532,43.699
3.202,-33.893,-7.963,46.524,43.748
3.203,-33.941,-7.929,46.516,43.796
3.204,-33.990,-7.895,46.508,43.844
3.205,-34.038,-7.861,46.501,43.892
3.206,-34.085,-7.827,46.493,43.939
3.207,-34.133,-7.793,46.485,43.987
3.208,-34.180,-7.759,46.477,44.033
3.209,-34.227,-7.725,46.470,44.080
3.210,-34.273,-7.690,46.462,44.126
3.211,-34.319,-7.656,46.454,44.172
3.212,-34.365,-7.622,46.447,44.217
3.213,-34.411,-7.587,46.439,44.262
3.214,-34.456,-7.553,46.431,44.307
3.215,-34.501,-7.518,46.424,44.352
3.216,-34.545,-7.484,46.416,44.396
3.217,-34.590,-7.449,46.409,44.440
3.218,-34.633,-7.415,46.402,44.484
3.219,-34.677,-7.380,46.394,44.527
3.220,-34.720,-7.345,46.387,44.570
3.221,-34.763,-7.311,46.380,44.613
3.222,-34.806,-7.276,46.372,44.655
3.223,-34.848,-7.241,46.365,44.697
3.224,-34.890,-7.206,46.358,44.739
3.225,-34.932,-7.171,46.351,44.780
3.226,-34.974,-7.136,46.343,44.821
3.227,-35.015,-7.101,46.336,44.862
3.228,-35.055,-7.066,46.329,44.902
3.229,-35.096,-7.031,46.322,44.943
3.230,-35.136,-6.996,46.315,44.982
3.231,-35.176,-6.961,46.308,45.022
3.232,-35.215,-6.925,46.301,45.061
3.233,-35.254,-6.890,46.295,45.100
3.234,-35.293,-6.855,46.288,45.138
3.235,-35.332,-6.819,46.281,45.177
3.236,-35.370,-6.784,46.274,45.215
3.237,-35.408,-6.749,46.267,45.252
3.238,-35.446,-6.713,46.261,45.289
3.239,-35.483,-6.678,46.254,45.326
3.240,-35.520,-6.642,46.247,45.363
3.241,-35.556,-6.607,46.241,45.399
3.242,-35.593,-6.571,46.234,45.435
3.243,-35.629,-6.535,46.228,45.471
3.244,-35.664,-6.500,46.221,45.506
3.245,-35.700,-6.464,46.215,45.541
3.246,-35.735,-6.428,46.208,45.576
3.247,-35.769,-6.393,46.202,45.610
3.248,-35.804,-6.357,46.195,45.644
3.249,-35.838,-6.321,46.189,45.678
3.250,-35.872,-6.285,46.183,45.712
3.251,-35.905,-6.249,46.177,45.745
3.252,-35.938,-6.213,46.170,45.778
3.253,-35.971,-6.177,46.164,45.810
3.254,-36.003,-6.141,46.158,45.842
3.255,-36.035,-6.105,46.152,45.874
3.256,-36.067,-6.069,46.146,45.905
3.257,-36.099,-6.033,46.140,45.937
3.258,-36.130,-5.997,46.134,45.967
3.259,-36.161,-5.961,46.128,45.998
3.260,-36.191,-5.925,46.122,46.028
3.261,-36.221,-5.888,46.116,46.058
3.262,-36.251,-5.852,46.110,46.088
3.263,-36.281,-5.816,46.104,46.117
3.264,-36.310,-5.780,46.099,46.146
3.265,-36.339,-5.743,46.093,46.174
3.266,-36.368,-5.707,46.087,46.203
3.267,-36.396,-5.670,46.081,46.231
3.268,-36.424,-5.634,46.076,46.258
3.269,-36.452,-5.598,46.070,46.285
3.270,-36.479,-5.561,46.065,46.312
3.271,-36.506,-5.525,46.059,46.339
3.272,-36.532,-5.488,46.054,46.365
3.273,-36.559,-5.451,46.048,46.391
3.274,-36.585,-5.415,46.043,46.417
3.275,-36.610,-5.378,46.037,46.443
3.276,-36.636,-5.342,46.032,46.468
3.277,-36.661,-5.305,46.027,46.492
3.278,-36.686,-5.268,46.022,46.517
3.279,-36.710,-5.232,46.016,46.541
3.280,-36.734,-5.195,46.011,46.565
3.281,-36.758,-5.158,46.006,46.588
3.282,-36.781,-5.121,46.001,46.611
3.283,-36.804,-5.085,45.996,46.634
3.284,-36.827,-5.048,45.991,46.656
3.285,-36.850,-5.011,45.986,46.678
3.286,-36.872,-4.974,45.981,46.700
3.287,-36.894,-4.937,45.976,46.722
3.288,-36.915,-4.900,45.971,46.743
3.289,-36.936,-4.863,45.966,46.764
3.290,-36.957,-4.826,45.961,46.784
3.291,-36.978,-4.789,45.956,46.804
3.292,-36.998,-4.752,45.952,46.824
3.293,-37.018,-4.715,45.947,46.799
3.294,-36.992,-4.678,45.942,46.771
3.295,-36.964,-4.641,45.938,46.742
3.296,-36.936,-4.604,45.933,46.714
3.297,-36.907,-4.567,45.928,46.685
3.298,-36.878,-4.531,45.924,46.656
3.299,-36.849,-4.494,45.919,46.626
3.300,-36.820,-4.457,45.915,46.597
3.301,-36.790,-4.420,45.911,46.567
3.302,-36.760,-4.383,45.906,46.537
3.303,-36.730,-4.347,45.902,46.507
3.304,-36.700,-4.310,45.897,46.476
3.305,-36.670,-4.273,45.893,46.446
3.306,-36.639,-4.237,45.889,46.415
3.307,-36.608,-4.200,45.885,46.384
3.308,-36.577,-4.163,45.881,46.353
3.309,-36.546,-4.127,45.876,46.321
3.310,-36.515,-4.090,45.872,46.290
3.311,-36.483,-4.054,45.868,46.258
3.312,-36.451,-4.017,45.864,46.226
3.313,-36.419,-3.981,45.860,46.193
3.314,-36.387,-3.945,45.856,46.161
3.315,-36.354,-3.908,45.852,46.128
3.316,-36.322,-3.872,45.849,46.095
3.317,-36.289,-3.836,45.845,46.062
3.318,-36.256,-3.799,45.841,46.029
3.319,-36.222,-3.763,45.837,45.995
3.320,-36.189,-3.727,45.833,45.962
3.321,-36.155,-3.691,45.830,45.928
3.322,-36.121,-3.655,45.826,45.894
3.323,-36.087,-3.619,45.823,45.859
3.324,-36.053,-3.583,45.819,45.825
3.325,-36.018,-3.547,45.815,45.790
3.326,-35.984,-3.511,45.812,45.755
3.327,-35.949,-3.475,45.808,45.720
3.328,-35.914,-3.439,45.805,45.685
3.329,-35.878,-3.403,45.802,45.649
3.330,-35.843,-3.367,45.798,45.614
3.331,-35.807,-3.331,45.795,45.578
3.332,-35.771,-3.295,45.792,45.542
3.333,-35.735,-3.260,45.788,45.505
3.334,-35.699,-3.224,45.785,45.469
3.335,-35.662,-3.188,45.782,45.432
3.336,-35.626,-3.153,45.779,45.395
3.337,-35.589,-3.117,45.776,45.358
3.338,-35.552,-3.082,45.773,45.321
3.339,-35.514,-3.046,45.769,45.284
3.340,-35.477,-3.011,45.766,45.246
3.341,-35.439,-2.975,45.764,45.208
3.342,-35.402,-2.940,45.761,45.170
3.343,-35.364,-2.904,45.758,45.132
3.344,-35.325,-2.869,45.755,45.094
3.345,-35.287,-2.834,45.752,45.055
3.346,-35.248,-2.799,45.749,45.016
3.347,-35.210,-2.763,45.746,44.977
3.348,-35.171,-2.728,45.744,44.938
3.349,-35.132,-2.693,45.741,44.899
3.350,-35.092,-2.658,45.738,44.859
3.351,-35.053,-2.623,45.736,44.820
3.352,-35.013,-2.588,45.733,44.780
3.353,-34.973,-2.553,45.731,44.740
3.354,-34.933,-2.518,45.728,44.699
3.355,-34.893,-2.483,45.726,44.659
3.356,-34.852,-2.448,45.723,44.618
3.357,-34.812,-2.413,45.721,44.578
3.358,-34.771,-2.379,45.718,44.537
3.359,-34.730,-2.344,45.716,44.495
3.360,-34.689,-2.309,45.714,44.454
3.361,-34.648,-2.275,45.711,44.413
3.362,-34.606,-2.240,45.709,44.371
3.363,-34.564,-2.205,45.707,44.329
3.364,-34.522,-2.171,45.705,44.287
3.365,-34.480,-2.136,45.703,44.245
3.366,-34.438,-2.102,45.701,44.202
3.367,-34.396,-2.068,45.698,44.160
3.368,-34.353,-2.033,45.696,44.117
3.369,-34.311,-1.999,45.694,44.074
3.370,-34.268,-1.965,45.692,44.031
3.371,-34.224,-1.930,45.691,43.988
3.372,-34.181,-1.896,45.689,43.944
3.373,-34.138,-1.862,45.687,43.901
3.374,-34.094,-1.828,45.685,43.857
3.375,-34.050,-1.794,45.683,43.813
3.376,-34.006,-1.760,45.681,43.769
3.377,-33.962,-1.726,45.680,43.725
3.378,-33.918,-1.692,45.678,43.680
3.379,-33.874,-1.658,45.676,43.636
3.380,-33.829,-1.624,45.675,43.591
3.381,-33.784,-1.591,45.673,43.546
3.382,-33.739,-1.557,45.672,43.501
3.383,-33.694,-1.523,45.670,43.456
3.384,-33.649,-1.489,45.669,43.410
3.385,-33.603,-1.456,45.667,43.364
3.386,-33.558,-1.422,45.666,43.319
3.387,-33.512,-1.389,45.664,43.273
3.388,-33.466,-1.355,45.663,43.227
3.389,-33.420,-1.322,45.662,43.180
3.390,-33.374,-1.289,45.660,43.134
3.391,-33.327,-1.255,45.659,43.087
3.392,-33.281,-1.222,45.658,43.041
3.393,-33.234,-1.189,45.657,42.994
3.394,-33.187,-1.156,45.655,42.947
3.395,-33.140,-1.122,45.654,42.899
3.396,-33.093,-1.089,45.653,42.852
3.397,-33.045,-1.056,45.652,42.804
3.398,-32.998,-1.023,45.651,42.757
3.399,-32.950,-0.990,45.650,42.709
3.400,-32.902,-0.957,45.649,42.661
3.401,-32.854,-0.925,45.648,42.613
3.402,-32.806,-0.892,45.647,42.564
3.403,-32.758,-0.859,45.647,42.516
3.404,-32.709,-0.826,45.646,42.467
3.405,-32.661,-0.794,45.645,42.419
3.406,-32.612,-0.761,45.644,42.370
3.407,-32.563,-0.728,45.643,42.321
3.408,-32.514,-0.696,45.643,42.271
3.409,-32.465,-0.663,45.642,42.222
3.410,-32.415,-0.631,45.641,42.172
3.411,-32.366,-0.599,45.641,42.123
3.412,-32.316,-0.566,45.640,42.073
3.413,-32.266,-0.534,45.640,42.023
3.414,-32.216,-0.502,45.639,41.973
3.415,-32.166,-0.470,45.639,41.923
3.416,-32.116,-0.438,45.638,41.872
3.417,-32.066,-0.406,45.638,41.822
3.418,-32.015,-0.373,45.638,41.771
3.419,-31.964,-0.342,45.637,41.720
3.420,-31.913,-0.310,45.637,41.669
3.421,-31.862,-0.278,45.637,41.618
3.422,-31.811,-0.246,45.636,41.567
3.423,-31.760,-0.214,45.636,41.515
3.424,-31.709,-0.182,45.636,41.464
3.425,-31.657,-0.151,45.636,41.412
3.426,-31.605,-0.119,45.636,41.360
3.427,-31.554,-0.088,45.636,41.308
3.428,-31.502,-0.056,45.636,41.256
3.429,-31.450,-0.025,45.636,41.204
3.430,-31.397,0.007,45.636,41.152
3.431,-31.345,0.038,45.636,41.099
3.432,-31.292,0.069,45.636,41.046
3.433,-31.240,0.101,45.636,40.994
3.434,-31.187,0.132,45.636,40.941
3.435,-31.134,0.163,45.636,40.888
3.436,-31.081,0.194,45.636,40.834
3.437,-31.028,0.225,45.637,40.781
3.438,-30.974,0.256,45.637,40.728
3.439,-30.921,0.287,45.637,40.674
3.440,-30.867,0.318,45.637,40.620
3.441,-30.814,0.349,45.638,40.566
3.442,-30.760,0.379,45.638,40.512
3.443,-30.706,0.410,45.639,40.458
3.444,-30.652,0.441,45.639,40.404
3.445,-30.597,0.471,45.639,40.350
3.446,-30.543,0.502,45.640,40.295
3.447,-30.489,0.532,45.640,40.241
3.448,-30.434,0.563,45.641,40.186
3.449,-30.379,0.593,45.642,40.131
3.450,-30.324,0.623,45.642,40.076
3.451,-30.269,0.654,45.643,40.021
3.452,-30.214,0.684,45.644,39.966
3.453,-30.159,0.714,45.644,39.910
3.454,-30.104,0.744,45.645,39.855
3.455,-30.048,0.774,45.646,39.799
3.456,-29.993,0.804,45.647,39.743
3.457,-29.937,0.834,45.647,39.688
3.458,-29.881,0.864,45.648,39.632
3.459,-29.825,0.894,45.649,39.575
3.460,-29.769,0.924,45.650,39.519
3.461,-29.713,0.953,45.651,39.463
3.462,-29.656,0.983,45.652,39.406
3.463,-29.600,1.013,45.653,39.350
3.464,-29.543,1.042,45.654,39.293
3.465,-29.487,1.072,45.655,39.236
3.466,-29.430,1.101,45.656,39.179
3.467,-29.373,1.130,45.657,39.122
3.468,-29.316,1.160,45.659,39.065
3.469,-29.259,1.189,45.660,39.008
3.470,-29.201,1.218,45.661,38.951
3.471,-29.144,1.247,45.662,38.893
3.472,-29.087,1.276,45.664,38.836
3.473,-29.029,1.305,45.665,38.778
3.474,-28.971,1.334,45.666,38.720
3.475,-28.913,1.363,45.668,38.662
3.476,-28.855,1.392,45.669,38.604
3.477,-28.797,1.421,45.670,38.546
3.478,-28.739,1.450,45.672,38.488
3.479,-28.681,1.478,45.673,38.429
3.480,-28.623,1.507,45.675,38.371
3.481,-28.564,1.536,45.676,38.312
3.482,-28.506,1.564,45.678,38.254
3.483,-28.447,1.593,45.679,38.195
3.484,-28.388,1.621,45.681,38.136
3.485,-28.329,1.649,45.683,38.077
3.486,-28.270,1.678,45.684,38.018
3.487,-28.211,1.706,45.686,37.959
3.488,-28.152,1.734,45.688,37.899
3.489,-28.093,1.762,45.690,37.840
3.490,-28.033,1.790,45.691,37.780
3.491,-27.974,1.818,45.693,37.721
3.492,-27.914,1.846,45.695,37.661
3.493,-27.854,1.874,45.697,37.601
3.494,-27.795,1.902,45.699,37.541
3.495,-27.735,1.929,45.701,37.481
3.496,-27.675,1.957,45.703,37.421
3.497,-27.614,1.985,45.705,37.361
3.498,-27.554,2.012,45.707,37.301
3.499,-27.494,2.040,45.709,37.240
3.500,-27.434,2.067,45.711,37.180
3.501,-27.373,2.094,45.713,37.119
3.502,-27.313,2.122,45.715,37.058
3.503,-27.252,2.149,45.717,36.998
3.504,-27.191,2.176,45.719,36.937
3.505,-27.130,2.203,45.722,36.876
3.506,-27.069,2.230,45.724,36.815
3.507,-27.008,2.257,45.726,36.754
3.508,-26.947,2.284,45.728,36.692
3.509,-26.886,2.311,45.731,36.631
3.510,-26.824,2.338,45.733,36.570
3.511,-26.763,2.365,45.735,36.508
3.512,-26.702,2.392,45.738,36.447
3.513,-26.640,2.418,45.740,36.385
3.514,-26.578,2.445,45.743,36.323
3.515,-26.517,2.471,45.745,36.261
3.516,-26.455,2.498,45.748,36.199
3.517,-26.393,2.524,45.750,36.137
3.518,-26.331,2.550,45.753,36.075
3.519,-26.269,2.577,45.755,36.013
3.520,-26.206,2.603,45.758,35.951
3.521,-26.144,2.629,45.760,35.888
3.522,-26.082,2.655,45.763,35.826
3.523,-26.019,2.681,45.766,35.763
3.524,-25.957,2.707,45.769,35.701
3.525,-25.894,2.733,45.771,35.638
3.526,-25.832,2.759,45.774,35.575
3.527,-25.769,2.785,45.777,35.513
3.528,-25.706,2.810,45.780,35.450
3.529,-25.643,2.836,45.782,35.387
3.530,-25.580,2.862,45.785,35.324
3.531,-25.517,2.887,45.788,35.260
3.532,-25.454,2.913,45.791,35.197
3.533,-25.391,2.938,45.794,35.134
3.534,-25.327,2.963,45.797,35.071
3.535,-25.264,2.989,45.800,35.007
3.536,-25.200,3.014,45.803,34.944
3.537,-25.137,3.039,45.806,34.880
3.538,-25.073,3.064,45.809,34.816
3.539,-25.010,3.089,45.812,34.753
3.540,-24.946,3.114,45.815,34.689
3.541,-24.882,3.139,45.818,34.625
3.542,-24.818,3.164,45.822,34.561
3.543,-24.754,3.188,45.825,34.497
3.544,-24.690,3.213,45.828,34.433
3.545,-24.626,3.238,45.831,34.369
3.546,-24.562,3.262,45.834,34.304
3.547,-24.498,3.287,45.838,34.240
3.548,-24.433,3.311,45.841,34.176
3.549,-24.369,3.336,45.844,34.111
3.550,-24.304,3.360,45.848,34.047
3.551,-24.240,3.384,45.851,33.982
3.552,-24.175,3.408,45.855,33.917
3.553,-24.111,3.432,45.858,33.853
3.554,-24.046,3.456,45.861,33.788
3.555,-23.981,3.480,45.865,33.723
3.556,-23.916,3.504,45.868,33.658
3.557,-23.852,3.528,45.872,33.593
3.558,-23.787,3.552,45.876,33.528
3.559,-23.722,3.576,45.879,33.463
3.560,-23.657,3.599,45.883,33.398
3.561,-23.591,3.623,45.886,33.333
3.562,-23.526,3.646,45.890,33.268
3.563,-23.461,3.670,45.894,33.202
3.564,-23.396,3.693,45.897,33.137
3.565,-23.330,3.717,45.901,33.071
3.566,-23.265,3.740,45.905,33.006
3.567,-23.199,3.763,45.909,32.940
3.568,-23.134,3.786,45.912,32.875
3.569,-23.068,3.809,45.916,32.809
3.570,-23.002,3.832,45.920,32.743
3.571,-22.937,3.855,45.924,32.678
3.572,-22.871,3.878,45.928,32.612
3.573,-22.805,3.901,45.932,32.546
3.574,-22.739,3.924,45.936,32.480
3.575,-22.673,3.946,45.939,32.414
3.576,-22.607,3.969,45.943,32.348
3.577,-22.541,3.991,45.947,32.282
3.578,-22.475,4.014,45.951,32.216
3.579,-22.409,4.036,45.956,32.150
3.580,-22.343,4.059,45.960,32.083
3.581,-22.277,4.081,45.964,32.017
3.582,-22.210,4.103,45.968,31.951
3.583,-22.144,4.125,45.972,31.884
3.584,-22.078,4.147,45.976,31.818
3.585,-22.011,4.169,45.980,31.752
3.586,-21.945,4.191,45.984,31.685
3.587,-21.878,4.213,45.989,31.618
3.588,-21.812,4.235,45.993,31.552
3.589,-21.745,4.257,45.997,31.485
3.590,-21.679,4.278,46.001,31.418
3.591,-21.612,4.300,46.006,31.352
3.592,-21.545,4.322,46.010,31.285
3.593,-21.478,4.343,46.014,31.218
3.594,-21.412,4.365,46.019,31.151
3.595,-21.345,4.386,46.023,31.084
3.596,-21.278,4.407,46.027,31.017
3.597,-21.211,4.428,46.032,30.950
3.598,-21.144,4.449,46.036,30.883
