t, dzdt2, dzdt, z, u
0.094,311.522,-32.340,98.418,-300.965
0.095,310.772,-32.651,98.386,-300.214
0.096,310.020,-32.961,98.353,-299.462
0.097,309.268,-33.270,98.319,-298.709
0.098,308.515,-33.579,98.286,-297.954
0.099,307.761,-33.886,98.252,-297.199
0.100,307.006,-34.193,98.218,-296.443
0.101,306.250,-34.500,98.183,-295.687
0.102,305.493,-34.805,98.148,-294.929
0.103,304.735,-35.110,98.113,-294.170
0.104,303.977,-35.414,98.078,-293.410
0.105,303.217,-35.717,98.042,-292.650
0.106,302.457,-36.020,98.006,-291.888
0.107,301.695,-36.321,97.970,-291.126
0.108,300.933,-36.622,97.933,-290.363
0.109,300.170,-36.922,97.896,-289.599
0.110,299.406,-37.222,97.859,-288.834
0.111,298.641,-37.520,97.821,-288.068
0.112,297.875,-37.818,97.784,-287.302
0.113,297.108,-38.115,97.746,-286.534
0.114,296.341,-38.412,97.707,-285.766
0.115,295.572,-38.707,97.668,-284.997
0.116,294.803,-39.002,97.629,-284.227
0.117,294.033,-39.296,97.590,-283.456
0.118,293.263,-39.589,97.551,-282.684
0.119,292.491,-39.882,97.511,-281.912
0.120,291.719,-40.174,97.470,-281.139
0.121,290.945,-40.465,97.430,-280.365
0.122,290.171,-40.755,97.389,-279.590
0.123,289.397,-41.044,97.348,-278.814
0.124,288.621,-41.333,97.307,-278.038
0.125,287.845,-41.621,97.265,-277.261
0.126,287.068,-41.908,97.223,-276.483
0.127,286.290,-42.194,97.181,-275.705
0.128,285.511,-42.479,97.139,-274.925
0.129,284.732,-42.764,97.096,-274.145
0.130,283.952,-43.048,97.053,-273.365
0.131,283.171,-43.331,97.010,-272.583
0.132,282.390,-43.614,96.966,-271.801
0.133,281.607,-43.895,96.922,-271.018
0.134,280.825,-44.176,96.878,-270.234
0.135,280.041,-44.456,96.833,-269.450
0.136,279.257,-44.735,96.789,-268.665
0.137,278.472,-45.014,96.744,-267.879
0.138,277.686,-45.292,96.698,-267.093
0.139,276.900,-45.569,96.653,-266.306
0.140,276.113,-45.845,96.607,-265.518
0.141,275.325,-46.120,96.561,-264.730
0.142,274.537,-46.394,96.514,-263.941
0.143,273.748,-46.668,96.468,-263.151
0.144,272.958,-46.941,96.421,-262.361
0.145,272.168,-47.213,96.374,-261.570
0.146,271.377,-47.485,96.326,-260.779
0.147,270.585,-47.755,96.278,-259.987
0.148,269.793,-48.025,96.230,-259.194
0.149,269.001,-48.294,96.182,-258.401
0.150,268.207,-48.562,96.133,-257.607
0.151,267.413,-48.830,96.085,-256.812
0.152,266.619,-49.096,96.036,-256.017
0.153,265.824,-49.362,95.986,-255.221
0.154,265.028,-49.627,95.937,-254.425
0.155,264.232,-49.891,95.887,-253.628
0.156,263.435,-50.155,95.837,-252.831
0.157,262.638,-50.417,95.786,-252.033
0.158,261.840,-50.679,95.735,-251.235
0.159,261.041,-50.940,95.684,-250.436
0.160,260.242,-51.201,95.633,-249.636
0.161,259.443,-51.460,95.582,-248.836
0.162,258.643,-51.719,95.530,-248.036
0.163,257.842,-51.977,95.478,-247.235
0.164,257.041,-52.234,95.426,-246.433
0.165,256.240,-52.490,95.373,-245.631
0.166,255.438,-52.745,95.321,-244.829
0.167,254.635,-53.000,95.268,-244.026
0.168,253.832,-53.254,95.214,-243.222
0.169,253.029,-53.507,95.161,-242.418
0.170,252.225,-53.759,95.107,-241.614
0.171,251.421,-54.010,95.053,-240.809
0.172,250.616,-54.261,94.999,-240.004
0.173,249.810,-54.511,94.944,-239.198
0.174,249.005,-54.760,94.890,-238.392
0.175,248.199,-55.008,94.835,-237.585
0.176,247.392,-55.255,94.779,-236.778
0.177,246.585,-55.502,94.724,-235.971
0.178,245.778,-55.748,94.668,-235.163
0.179,244.970,-55.993,94.612,-234.355
0.180,244.161,-56.237,94.556,-233.546
0.181,243.353,-56.480,94.499,-232.737
0.182,242.544,-56.723,94.443,-231.928
0.183,241.734,-56.965,94.386,-231.118
0.184,240.925,-57.205,94.328,-230.308
0.185,240.114,-57.446,94.271,-229.497
0.186,239.304,-57.685,94.213,-228.686
0.187,238.493,-57.923,94.155,-227.875
0.188,237.682,-58.161,94.097,-227.063
0.189,236.870,-58.398,94.039,-226.252
0.190,236.058,-58.634,93.980,-225.439
0.191,235.246,-58.869,93.921,-224.627
0.192,234.433,-59.104,93.862,-223.814
0.193,233.620,-59.337,93.803,-223.001
0.194,232.807,-59.570,93.743,-222.187
0.195,231.994,-59.802,93.684,-221.373
0.196,231.180,-60.033,93.624,-220.559
0.197,230.366,-60.264,93.563,-219.745
0.198,229.551,-60.493,93.503,-218.930
0.199,228.737,-60.722,93.442,-218.115
0.200,227.922,-60.950,93.381,-217.300
0.201,227.106,-61.177,93.320,-216.484
0.202,226.291,-61.403,93.258,-215.668
0.203,225.475,-61.629,93.197,-214.852
0.204,224.659,-61.853,93.135,-214.036
0.205,223.843,-62.077,93.073,-213.220
0.206,223.026,-62.300,93.011,-212.403
0.207,222.210,-62.522,92.948,-211.586
0.208,221.393,-62.744,92.885,-210.769
0.209,220.576,-62.964,92.822,-209.952
0.210,219.758,-63.184,92.759,-209.134
0.211,218.941,-63.403,92.696,-208.316
0.212,218.123,-63.621,92.632,-207.498
0.213,217.305,-63.839,92.568,-206.680
0.214,216.487,-64.055,92.504,-205.862
0.215,215.668,-64.271,92.440,-205.043
0.216,214.850,-64.486,92.376,-204.224
0.217,214.031,-64.700,92.311,-203.406
0.218,213.212,-64.913,92.246,-202.586
0.219,212.393,-65.125,92.181,-201.767
0.220,211.574,-65.337,92.115,-200.948
0.221,210.755,-65.548,92.050,-200.129
0.222,209.935,-65.757,91.984,-199.309
0.223,209.116,-65.967,91.918,-198.489
0.224,208.296,-66.175,91.852,-197.669
0.225,207.476,-66.382,91.786,-196.849
0.226,206.656,-66.589,91.719,-196.029
0.227,205.836,-66.795,91.652,-195.209
0.228,205.016,-67.000,91.585,-194.389
0.229,204.196,-67.204,91.518,-193.569
0.230,203.375,-67.407,91.451,-192.748
0.231,202.555,-67.610,91.383,-191.928
0.232,201.734,-67.812,91.315,-191.107
0.233,200.914,-68.013,91.247,-190.286
0.234,200.093,-68.213,91.179,-189.466
0.235,199.272,-68.412,91.111,-188.645
0.236,198.451,-68.610,91.042,-187.824
0.237,197.631,-68.808,90.973,-187.003
0.238,196.810,-69.005,90.904,-186.182
0.239,195.989,-69.201,90.835,-185.361
0.240,195.168,-69.396,90.766,-184.540
0.241,194.347,-69.590,90.696,-183.719
0.242,193.526,-69.784,90.626,-182.898
0.243,192.705,-69.977,90.556,-182.077
0.244,191.884,-70.169,90.486,-181.256
0.245,191.063,-70.360,90.416,-180.435
0.246,190.242,-70.550,90.345,-179.614
0.247,189.421,-70.739,90.274,-178.793
0.248,188.600,-70.928,90.203,-177.972
0.249,187.779,-71.116,90.132,-177.151
0.250,186.958,-71.303,90.061,-176.331
0.251,186.137,-71.489,89.990,-175.510
0.252,185.316,-71.674,89.918,-174.689
0.253,184.495,-71.859,89.846,-173.868
0.254,183.675,-72.042,89.774,-173.047
0.255,182.854,-72.225,89.702,-172.227
0.256,182.033,-72.407,89.629,-171.406
0.257,181.213,-72.588,89.557,-170.586
0.258,180.392,-72.769,89.484,-169.765
0.259,179.572,-72.948,89.411,-168.945
0.260,178.752,-73.127,89.338,-168.125
0.261,177.931,-73.305,89.265,-167.304
0.262,177.111,-73.482,89.191,-166.484
0.263,176.291,-73.658,89.117,-165.664
0.264,175.471,-73.834,89.044,-164.845
0.265,174.651,-74.008,88.970,-164.025
0.266,173.832,-74.182,88.895,-163.205
0.267,173.012,-74.355,88.821,-162.386
0.268,172.193,-74.528,88.747,-161.567
0.269,171.373,-74.699,88.672,-160.747
0.270,170.554,-74.869,88.597,-159.928
0.271,169.735,-75.039,88.522,-159.109
0.272,168.916,-75.208,88.447,-158.291
0.273,168.097,-75.376,88.371,-157.472
0.274,167.279,-75.543,88.296,-156.654
0.275,166.460,-75.710,88.220,-155.836
0.276,165.642,-75.876,88.144,-155.018
0.277,164.824,-76.040,88.068,-154.200
0.278,164.006,-76.204,87.992,-153.382
0.279,163.189,-76.368,87.916,-152.565
0.280,162.371,-76.530,87.839,-151.747
0.281,161.554,-76.692,87.762,-150.930
0.282,160.737,-76.852,87.686,-150.113
0.283,159.920,-77.012,87.609,-149.297
0.284,159.104,-77.171,87.531,-148.480
0.285,158.287,-77.330,87.454,-147.664
0.286,157.471,-77.487,87.377,-146.848
0.287,156.655,-77.644,87.299,-146.033
0.288,155.839,-77.800,87.221,-145.217
0.289,155.024,-77.955,87.143,-144.402
0.290,154.209,-78.109,87.065,-143.587
0.291,153.394,-78.262,86.987,-142.773
0.292,152.579,-78.415,86.908,-141.958
0.293,151.765,-78.566,86.830,-141.144
0.294,150.951,-78.717,86.751,-140.330
0.295,150.137,-78.868,86.672,-139.517
0.296,149.323,-79.017,86.593,-138.703
0.297,148.510,-79.165,86.514,-137.890
0.298,147.697,-79.313,86.435,-137.078
0.299,146.884,-79.460,86.355,-136.265
0.300,146.072,-79.606,86.276,-135.453
0.301,145.260,-79.751,86.196,-134.642
0.302,144.448,-79.896,86.116,-133.830
0.303,143.637,-80.039,86.036,-133.019
0.304,142.826,-80.182,85.956,-132.208
0.305,142.015,-80.324,85.875,-131.398
0.306,141.205,-80.465,85.795,-130.588
0.307,140.394,-80.606,85.714,-129.778
0.308,139.585,-80.745,85.634,-128.969
0.309,138.775,-80.884,85.553,-128.160
0.310,137.966,-81.022,85.472,-127.351
0.311,137.158,-81.159,85.391,-126.543
0.312,136.349,-81.296,85.309,-125.735
0.313,135.541,-81.431,85.228,-124.927
0.314,134.734,-81.566,85.146,-124.120
0.315,133.927,-81.700,85.065,-123.313
0.316,133.120,-81.833,84.983,-122.507
0.317,132.314,-81.965,84.901,-121.701
0.318,131.508,-82.097,84.819,-120.895
0.319,130.702,-82.228,84.736,-120.090
0.320,129.897,-82.357,84.654,-119.286
0.321,129.092,-82.487,84.572,-118.481
0.322,128.288,-82.615,84.489,-117.677
0.323,127.484,-82.742,84.406,-116.874
0.324,126.681,-82.869,84.323,-116.071
0.325,125.878,-82.995,84.240,-115.268
0.326,125.075,-83.120,84.157,-114.466
0.327,124.273,-83.244,84.074,-113.664
0.328,123.471,-83.368,83.991,-112.863
0.329,122.670,-83.490,83.907,-112.062
0.330,121.869,-83.612,83.824,-111.262
0.331,121.069,-83.733,83.740,-110.462
0.332,120.269,-83.854,83.656,-109.663
0.333,119.469,-83.973,83.572,-108.864
0.334,118.671,-84.092,83.488,-108.066
0.335,117.872,-84.210,83.404,-107.268
0.336,117.074,-84.327,83.319,-106.470
0.337,116.277,-84.443,83.235,-105.673
0.338,115.480,-84.558,83.150,-104.877
0.339,114.683,-84.673,83.066,-104.081
0.340,113.888,-84.787,82.981,-103.285
0.341,113.092,-84.900,82.896,-102.491
0.342,112.297,-85.012,82.811,-101.696
0.343,111.503,-85.124,82.726,-100.902
0.344,110.709,-85.235,82.641,-100.109
0.345,109.916,-85.344,82.555,-99.316
0.346,109.123,-85.454,82.470,-98.524
0.347,108.331,-85.562,82.384,-97.732
0.348,107.539,-85.669,82.299,-96.941
0.349,106.748,-85.776,82.213,-96.151
0.350,105.957,-85.882,82.127,-95.361
0.351,105.167,-85.987,82.041,-94.571
0.352,104.378,-86.092,81.955,-93.782
0.353,103.589,-86.195,81.869,-92.994
0.354,102.801,-86.298,81.782,-92.206
0.355,102.013,-86.400,81.696,-91.419
0.356,101.226,-86.501,81.610,-90.633
0.357,100.439,-86.602,81.523,-89.847
0.358,99.653,-86.701,81.436,-89.061
0.359,98.868,-86.800,81.349,-88.277
0.360,98.083,-86.898,81.262,-87.492
0.361,97.299,-86.996,81.176,-86.709
0.362,96.516,-87.092,81.088,-85.926
0.363,95.733,-87.188,81.001,-85.144
0.364,94.950,-87.283,80.914,-84.362
0.365,94.169,-87.377,80.827,-83.581
0.366,93.388,-87.470,80.739,-82.801
0.367,92.607,-87.563,80.652,-82.021
0.368,91.827,-87.655,80.564,-81.242
0.369,91.048,-87.746,80.476,-80.463
0.370,90.270,-87.836,80.388,-79.685
0.371,89.492,-87.926,80.300,-78.908
0.372,88.715,-88.014,80.212,-78.132
0.373,87.938,-88.102,80.124,-77.356
0.374,87.163,-88.190,80.036,-76.581
0.375,86.387,-88.276,79.948,-75.806
0.376,85.613,-88.362,79.859,-75.032
0.377,84.839,-88.446,79.771,-74.259
0.378,84.066,-88.530,79.682,-73.487
0.379,83.293,-88.614,79.594,-72.715
0.380,82.522,-88.696,79.505,-71.944
0.381,81.751,-88.778,79.416,-71.174
0.382,80.980,-88.859,79.327,-70.404
0.383,80.211,-88.939,79.239,-69.635
0.384,79.442,-89.019,79.150,-68.867
0.385,78.674,-89.097,79.060,-68.099
0.386,77.906,-89.175,78.971,-67.333
0.387,77.139,-89.252,78.882,-66.567
0.388,76.373,-89.329,78.793,-65.801
0.389,75.608,-89.404,78.703,-65.037
0.390,74.843,-89.479,78.614,-64.273
0.391,74.080,-89.553,78.524,-63.510
0.392,73.316,-89.627,78.435,-62.747
0.393,72.554,-89.699,78.345,-61.986
0.394,71.792,-89.771,78.255,-61.225
0.395,71.032,-89.842,78.165,-60.465
0.396,70.272,-89.912,78.075,-59.706
0.397,69.512,-89.982,77.985,-58.947
0.398,68.754,-90.050,77.895,-58.189
0.399,67.996,-90.118,77.805,-57.432
0.400,67.239,-90.186,77.715,-56.676
0.401,66.483,-90.252,77.625,-55.921
0.402,65.727,-90.318,77.534,-55.166
0.403,64.973,-90.383,77.444,-54.412
0.404,64.219,-90.447,77.354,-53.659
0.405,63.466,-90.511,77.263,-52.907
0.406,62.714,-90.573,77.173,-52.155
0.407,61.962,-90.635,77.082,-51.405
0.408,61.211,-90.696,76.991,-50.655
0.409,60.462,-90.757,76.900,-49.906
0.410,59.713,-90.817,76.810,-49.158
0.411,58.964,-90.876,76.719,-48.410
0.412,58.217,-90.934,76.628,-47.664
0.413,57.471,-90.991,76.537,-46.918
0.414,56.725,-91.048,76.446,-46.173
0.415,55.980,-91.104,76.355,-45.429
0.416,55.236,-91.159,76.264,-44.686
0.417,54.493,-91.214,76.172,-43.944
0.418,53.751,-91.267,76.081,-43.203
0.419,53.009,-91.320,75.990,-42.462
0.420,52.269,-91.373,75.898,-41.722
0.421,51.529,-91.424,75.807,-40.983
0.422,50.790,-91.475,75.715,-40.245
0.423,50.052,-91.525,75.624,-39.508
0.424,49.315,-91.574,75.532,-38.772
0.425,48.579,-91.623,75.441,-38.037
0.426,47.843,-91.671,75.349,-37.302
0.427,47.109,-91.718,75.257,-36.568
0.428,46.375,-91.764,75.166,-35.836
0.429,45.642,-91.810,75.074,-35.104
0.430,44.911,-91.855,74.982,-34.373
0.431,44.180,-91.899,74.890,-33.643
0.432,43.450,-91.943,74.798,-32.914
0.433,42.721,-91.985,74.706,-32.186
0.434,41.992,-92.027,74.614,-31.458
0.435,41.265,-92.068,74.522,-30.732
0.436,40.539,-92.109,74.430,-30.007
0.437,39.813,-92.149,74.338,-29.282
0.438,39.089,-92.188,74.246,-28.559
0.439,38.365,-92.226,74.153,-27.836
0.440,37.643,-92.264,74.061,-27.114
0.441,36.921,-92.301,73.969,-26.393
0.442,36.200,-92.337,73.876,-25.674
0.443,35.480,-92.373,73.784,-24.955
0.444,34.761,-92.407,73.692,-24.237
0.445,34.043,-92.441,73.599,-23.520
0.446,33.326,-92.475,73.507,-22.804
0.447,32.610,-92.507,73.414,-22.089
0.448,31.895,-92.539,73.322,-21.374
0.449,31.181,-92.570,73.229,-20.661
0.450,30.468,-92.601,73.137,-19.949
0.451,29.756,-92.631,73.044,-19.238
0.452,29.045,-92.660,72.951,-18.528
0.453,28.334,-92.688,72.859,-17.819
0.454,27.625,-92.716,72.766,-17.110
0.455,26.917,-92.743,72.673,-16.403
0.456,26.210,-92.769,72.580,-15.697
0.457,25.503,-92.794,72.488,-14.991
0.458,24.798,-92.819,72.395,-14.287
0.459,24.094,-92.843,72.302,-13.584
0.460,23.391,-92.867,72.209,-12.882
0.461,22.688,-92.889,72.116,-12.180
0.462,21.987,-92.911,72.023,-11.480
0.463,21.287,-92.932,71.930,-10.781
0.464,20.588,-92.953,71.837,-10.083
0.465,19.889,-92.973,71.744,-9.386
0.466,19.192,-92.992,71.651,-8.689
0.467,18.496,-93.011,71.558,-7.994
0.468,17.801,-93.028,71.465,-7.300
0.469,17.107,-93.046,71.372,-6.607
0.470,16.414,-93.062,71.279,-5.915
0.471,15.722,-93.078,71.186,-5.224
0.472,15.031,-93.093,71.093,-4.534
0.473,14.341,-93.107,71.000,-3.845
0.474,13.652,-93.121,70.907,-3.157
0.475,12.964,-93.134,70.814,-2.471
0.476,12.277,-93.146,70.721,-1.785
0.477,11.591,-93.158,70.627,-1.100
0.478,10.907,-93.168,70.534,-0.416
0.479,10.223,-93.179,70.441,0.266
0.480,9.541,-93.188,70.348,0.948
0.481,8.859,-93.197,70.255,1.628
0.482,8.179,-93.205,70.161,2.307
0.483,7.499,-93.213,70.068,2.986
0.484,6.821,-93.220,69.975,3.663
0.485,6.144,-93.226,69.882,4.339
0.486,5.468,-93.231,69.789,5.014
0.487,4.793,-93.236,69.695,5.688
0.488,4.119,-93.240,69.602,6.361
0.489,3.446,-93.244,69.509,7.032
0.490,2.774,-93.246,69.416,7.703
0.491,2.104,-93.248,69.322,8.372
0.492,1.434,-93.250,69.229,9.041
0.493,0.766,-93.251,69.136,9.708
0.494,0.099,-93.251,69.043,10.374
0.495,-0.568,-93.250,68.949,11.039
0.496,-1.233,-93.249,68.856,11.703
0.497,-1.897,-93.247,68.763,12.366
0.498,-2.559,-93.244,68.670,13.028
0.499,-3.221,-93.241,68.576,13.689
0.500,-3.882,-93.237,68.483,14.350
0.501,-4.544,-93.233,68.390,15.011
0.502,-5.204,-93.228,68.297,15.672
0.503,-5.865,-93.222,68.203,16.332
0.504,-6.525,-93.215,68.110,16.992
0.505,-7.185,-93.208,68.017,17.652
0.506,-7.845,-93.200,67.924,18.311
0.507,-8.504,-93.192,67.831,18.970
0.508,-9.164,-93.183,67.737,19.629
0.509,-9.822,-93.173,67.644,20.288
0.510,-10.481,-93.162,67.551,20.946
0.511,-11.139,-93.151,67.458,21.604
0.512,-11.797,-93.139,67.365,22.261
0.513,-12.455,-93.127,67.272,22.919
0.514,-13.112,-93.114,67.179,23.576
0.515,-13.769,-93.100,67.085,24.232
0.516,-14.426,-93.086,66.992,24.889
0.517,-15.082,-93.070,66.899,25.545
0.518,-15.738,-93.055,66.806,26.200
0.519,-16.394,-93.038,66.713,26.856
0.520,-17.049,-93.021,66.620,27.510
0.521,-17.704,-93.004,66.527,28.165
0.522,-18.358,-92.985,66.434,28.819
0.523,-19.013,-92.966,66.341,29.473
0.524,-19.666,-92.947,66.248,30.126
0.525,-20.320,-92.926,66.155,30.779
0.526,-20.973,-92.905,66.062,31.432
0.527,-21.625,-92.884,65.970,32.084
0.528,-22.278,-92.861,65.877,32.736
0.529,-22.929,-92.838,65.784,33.387
0.530,-23.581,-92.815,65.691,34.038
0.531,-24.232,-92.791,65.598,34.689
0.532,-24.882,-92.766,65.506,35.339
0.533,-25.533,-92.740,65.413,35.989
0.534,-26.182,-92.714,65.320,36.638
0.535,-26.831,-92.687,65.227,37.287
0.536,-27.480,-92.660,65.135,37.935
0.537,-28.129,-92.632,65.042,38.583
0.538,-28.777,-92.603,64.949,39.231
0.539,-29.424,-92.573,64.857,39.878
0.540,-30.071,-92.543,64.764,40.524
0.541,-30.718,-92.513,64.672,41.170
0.542,-31.364,-92.481,64.579,41.816
0.543,-32.009,-92.449,64.487,42.461
0.544,-32.654,-92.417,64.395,43.106
0.545,-33.299,-92.383,64.302,43.750
0.546,-33.943,-92.349,64.210,44.393
0.547,-34.587,-92.315,64.117,45.037
0.548,-35.230,-92.279,64.025,45.679
0.549,-35.872,-92.244,63.933,46.321
0.550,-36.515,-92.207,63.841,46.963
0.551,-37.156,-92.170,63.749,47.604
0.552,-37.797,-92.132,63.656,48.244
0.553,-38.438,-92.094,63.564,48.884
0.554,-39.078,-92.055,63.472,49.524
0.555,-39.717,-92.015,63.380,50.163
0.556,-40.356,-91.975,63.288,50.801
0.557,-40.994,-91.934,63.196,51.439
0.558,-41.632,-91.892,63.104,52.076
0.559,-42.269,-91.850,63.013,52.712
0.560,-42.906,-91.807,62.921,53.348
0.561,-43.542,-91.763,62.829,53.984
0.562,-44.177,-91.719,62.737,54.619
0.563,-44.812,-91.674,62.646,55.253
0.564,-45.446,-91.629,62.554,55.887
0.565,-46.080,-91.583,62.462,56.520
0.566,-46.713,-91.536,62.371,57.152
0.567,-47.346,-91.489,62.279,57.784
0.568,-47.978,-91.441,62.188,58.415
0.569,-48.609,-91.392,62.097,59.046
0.570,-49.239,-91.343,62.005,59.676
0.571,-49.869,-91.293,61.914,60.305
0.572,-50.499,-91.242,61.823,60.934
0.573,-51.128,-91.191,61.732,61.562
0.574,-51.756,-91.140,61.640,62.190
0.575,-52.383,-91.087,61.549,62.816
0.576,-53.010,-91.034,61.458,63.443
0.577,-53.636,-90.981,61.367,64.068
0.578,-54.261,-90.926,61.276,64.693
0.579,-54.886,-90.871,61.185,65.317
0.580,-55.510,-90.816,61.095,65.940
0.581,-56.134,-90.760,61.004,66.563
0.582,-56.757,-90.703,60.913,67.185
0.583,-57.379,-90.646,60.823,67.807
0.584,-58.000,-90.588,60.732,68.427
0.585,-58.621,-90.529,60.641,69.047
0.586,-59.241,-90.470,60.551,69.667
0.587,-59.860,-90.410,60.461,70.285
0.588,-60.479,-90.349,60.370,70.903
0.589,-61.096,-90.288,60.280,71.520
0.590,-61.714,-90.227,60.190,72.137
0.591,-62.330,-90.164,60.100,72.752
0.592,-62.946,-90.101,60.009,73.367
0.593,-63.561,-90.038,59.919,73.981
0.594,-64.175,-89.974,59.829,74.595
0.595,-64.788,-89.909,59.740,75.208
0.596,-65.401,-89.843,59.650,75.819
0.597,-66.013,-89.777,59.560,76.431
0.598,-66.624,-89.711,59.470,77.041
0.599,-67.234,-89.643,59.381,77.651
0.600,-67.844,-89.576,59.291,78.260
0.601,-68.453,-89.507,59.201,78.868
0.602,-69.061,-89.438,59.112,79.475
0.603,-69.668,-89.368,59.023,80.081
0.604,-70.275,-89.298,58.933,80.687
0.605,-70.880,-89.227,58.844,81.292
0.606,-71.485,-89.156,58.755,81.896
0.607,-72.089,-89.084,58.666,82.499
0.608,-72.693,-89.011,58.577,83.102
0.609,-73.295,-88.938,58.488,83.703
0.610,-73.897,-88.864,58.399,84.304
0.611,-74.498,-88.789,58.310,84.904
0.612,-75.098,-88.714,58.222,85.503
0.613,-75.697,-88.639,58.133,86.102
0.614,-76.295,-88.562,58.044,86.699
0.615,-76.892,-88.485,57.956,87.296
0.616,-77.489,-88.408,57.867,87.892
0.617,-78.085,-88.330,57.779,88.486
0.618,-78.680,-88.251,57.691,89.080
0.619,-79.274,-88.172,57.603,89.674
0.620,-79.867,-88.092,57.515,90.266
0.621,-80.459,-88.012,57.427,90.857
0.622,-81.051,-87.930,57.339,91.448
0.623,-81.641,-87.849,57.251,92.038
0.624,-82.231,-87.767,57.163,92.626
0.625,-82.820,-87.684,57.075,93.214
0.626,-83.408,-87.600,56.988,93.801
0.627,-83.995,-87.516,56.900,94.387
0.628,-84.581,-87.432,56.813,94.972
0.629,-85.166,-87.347,56.725,95.557
0.630,-85.750,-87.261,56.638,96.140
0.631,-86.333,-87.175,56.551,96.722
0.632,-86.916,-87.088,56.464,97.304
0.633,-87.497,-87.000,56.377,97.884
0.634,-88.078,-86.912,56.290,98.464
