t, dzdt2, dzdt, z, u
1.947,23.074,9.200,95.597,-13.318
1.948,23.124,9.177,95.606,-13.368
1.949,23.175,9.154,95.615,-13.418
1.950,23.225,9.130,95.625,-13.468
1.951,23.275,9.107,95.634,-13.518
1.952,23.324,9.084,95.643,-13.567
1.953,23.374,9.060,95.652,-13.616
1.954,23.423,9.037,95.661,-13.665
1.955,23.472,9.014,95.670,-13.714
1.956,23.521,8.990,95.679,-13.763
1.957,23.569,8.967,95.688,-13.811
1.958,23.618,8.943,95.697,-13.859
1.959,23.666,8.919,95.706,-13.907
1.960,23.714,8.896,95.715,-13.955
1.961,23.762,8.872,95.723,-14.002
1.962,23.809,8.848,95.732,-14.050
1.963,23.856,8.824,95.741,-14.097
1.964,23.904,8.800,95.750,-14.144
1.965,23.950,8.776,95.759,-14.190
1.966,23.997,8.752,95.767,-14.237
1.967,24.044,8.728,95.776,-14.283
1.968,24.090,8.704,95.785,-14.329
1.969,24.136,8.680,95.794,-14.375
1.970,24.182,8.656,95.802,-14.421
1.971,24.227,8.632,95.811,-14.466
1.972,24.273,8.607,95.819,-14.511
1.973,24.318,8.583,95.828,-14.556
1.974,24.363,8.559,95.837,-14.601
1.975,24.408,8.534,95.845,-14.646
1.976,24.452,8.510,95.854,-14.690
1.977,24.497,8.485,95.862,-14.734
1.978,24.541,8.461,95.871,-14.778
1.979,24.585,8.436,95.879,-14.822
1.980,24.629,8.411,95.887,-14.865
1.981,24.672,8.387,95.896,-14.909
1.982,24.715,8.362,95.904,-14.952
1.983,24.758,8.337,95.913,-14.995
1.984,24.801,8.313,95.921,-15.037
1.985,24.844,8.288,95.929,-15.080
1.986,24.886,8.263,95.937,-15.122
1.987,24.929,8.238,95.946,-15.164
1.988,24.971,8.213,95.954,-15.206
1.989,25.012,8.188,95.962,-15.247
1.990,25.054,8.163,95.970,-15.289
1.991,25.095,8.138,95.978,-15.330
1.992,25.136,8.113,95.986,-15.371
1.993,25.177,8.087,95.995,-15.411
1.994,25.218,8.062,96.003,-15.452
1.995,25.258,8.037,96.011,-15.492
1.996,25.299,8.012,96.019,-15.532
1.997,25.339,7.986,96.027,-15.572
1.998,25.378,7.961,96.035,-15.611
1.999,25.418,7.936,96.043,-15.651
2.000,25.457,7.910,96.050,-15.690
2.001,25.496,7.885,96.058,-15.729
2.002,25.535,7.859,96.066,-15.767
2.003,25.574,7.833,96.074,-15.806
2.004,25.612,7.808,96.082,-15.844
2.005,25.651,7.782,96.090,-15.882
2.006,25.689,7.757,96.097,-15.920
2.007,25.727,7.731,96.105,-15.957
2.008,25.764,7.705,96.113,-15.995
2.009,25.801,7.679,96.120,-16.032
2.010,25.839,7.653,96.128,-16.069
2.011,25.876,7.628,96.136,-16.106
2.012,25.912,7.602,96.143,-16.142
2.013,25.949,7.576,96.151,-16.178
2.014,25.985,7.550,96.158,-16.214
2.015,26.021,7.524,96.166,-16.250
2.016,26.057,7.498,96.174,-16.286
2.017,26.092,7.471,96.181,-16.321
2.018,26.128,7.445,96.188,-16.356
2.019,26.163,7.419,96.196,-16.391
2.020,26.198,7.393,96.203,-16.426
2.021,26.232,7.367,96.211,-16.460
2.022,26.267,7.340,96.218,-16.494
2.023,26.301,7.314,96.225,-16.528
2.024,26.335,7.288,96.233,-16.562
2.025,26.369,7.261,96.240,-16.596
2.026,26.402,7.235,96.247,-16.629
2.027,26.436,7.209,96.254,-16.662
2.028,26.469,7.182,96.261,-16.695
2.029,26.502,7.156,96.269,-16.728
2.030,26.534,7.129,96.276,-16.760
2.031,26.567,7.103,96.283,-16.792
2.032,26.599,7.076,96.290,-16.824
2.033,26.631,7.049,96.297,-16.856
2.034,26.663,7.023,96.304,-16.887
2.035,26.694,6.996,96.311,-16.919
2.036,26.725,6.969,96.318,-16.950
2.037,26.756,6.943,96.325,-16.981
2.038,26.787,6.916,96.332,-17.011
2.039,26.818,6.889,96.339,-17.042
2.040,26.848,6.862,96.346,-17.072
2.041,26.878,6.835,96.352,-17.102
2.042,26.908,6.808,96.359,-17.131
2.043,26.938,6.781,96.366,-17.161
2.044,26.967,6.754,96.373,-17.190
2.045,26.997,6.727,96.379,-17.219
2.046,27.026,6.700,96.386,-17.248
2.047,27.054,6.673,96.393,-17.276
2.048,27.083,6.646,96.399,-17.305
2.049,27.111,6.619,96.406,-17.333
2.050,27.139,6.592,96.413,-17.361
2.051,27.167,6.565,96.419,-17.388
2.052,27.195,6.538,96.426,-17.416
2.053,27.222,6.510,96.432,-17.443
2.054,27.249,6.483,96.439,-17.470
2.055,27.276,6.456,96.445,-17.496
2.056,27.303,6.429,96.452,-17.523
2.057,27.330,6.401,96.458,-17.549
2.058,27.356,6.374,96.464,-17.575
2.059,27.382,6.346,96.471,-17.601
2.060,27.408,6.319,96.477,-17.626
2.061,27.433,6.292,96.483,-17.652
2.062,27.458,6.264,96.490,-17.677
2.063,27.484,6.237,96.496,-17.702
2.064,27.508,6.209,96.502,-17.726
2.065,27.533,6.182,96.508,-17.751
2.066,27.557,6.154,96.514,-17.775
2.067,27.582,6.127,96.521,-17.799
2.068,27.605,6.099,96.527,-17.823
2.069,27.629,6.071,96.533,-17.846
2.070,27.653,6.044,96.539,-17.869
2.071,27.676,6.016,96.545,-17.892
2.072,27.699,5.988,96.551,-17.915
2.073,27.722,5.961,96.557,-17.938
2.074,27.744,5.933,96.563,-17.960
2.075,27.767,5.905,96.569,-17.982
2.076,27.789,5.877,96.574,-18.004
2.077,27.810,5.849,96.580,-18.025
2.078,27.832,5.822,96.586,-18.047
2.079,27.853,5.794,96.592,-18.068
2.080,27.875,5.766,96.598,-18.089
2.081,27.896,5.738,96.603,-18.110
2.082,27.916,5.710,96.609,-18.130
2.083,27.937,5.682,96.615,-18.150
2.084,27.957,5.654,96.620,-18.170
2.085,27.977,5.626,96.626,-18.190
2.086,27.997,5.598,96.632,-18.209
2.087,28.016,5.570,96.637,-18.229
2.088,28.035,5.542,96.643,-18.248
2.089,28.054,5.514,96.648,-18.267
2.090,28.073,5.486,96.654,-18.285
2.091,28.092,5.458,96.659,-18.304
2.092,28.110,5.430,96.665,-18.322
2.093,28.128,5.402,96.670,-18.340
2.094,28.146,5.374,96.675,-18.357
2.095,28.164,5.345,96.681,-18.375
2.096,28.181,5.317,96.686,-18.392
2.097,28.198,5.289,96.691,-18.409
2.098,28.215,5.261,96.697,-18.425
2.099,28.232,5.233,96.702,-18.442
2.100,28.249,5.204,96.707,-18.458
2.101,28.265,5.176,96.712,-18.474
2.102,28.281,5.148,96.717,-18.490
2.103,28.297,5.119,96.723,-18.506
2.104,28.312,5.091,96.728,-18.521
2.105,28.328,5.063,96.733,-18.536
2.106,28.343,5.034,96.738,-18.551
2.107,28.357,5.006,96.743,-18.565
2.108,28.372,4.978,96.748,-18.580
2.109,28.386,4.949,96.753,-18.594
2.110,28.401,4.921,96.758,-18.608
2.111,28.415,4.893,96.763,-18.622
2.112,28.428,4.864,96.767,-18.635
2.113,28.442,4.836,96.772,-18.648
2.114,28.455,4.807,96.777,-18.661
2.115,28.468,4.779,96.782,-18.674
2.116,28.481,4.750,96.787,-18.686
2.117,28.493,4.722,96.791,-18.699
2.118,28.505,4.693,96.796,-18.711
2.119,28.517,4.665,96.801,-18.723
2.120,28.529,4.636,96.805,-18.734
2.121,28.541,4.608,96.810,-18.746
2.122,28.552,4.579,96.814,-18.757
2.123,28.563,4.551,96.819,-18.768
2.124,28.574,4.522,96.824,-18.778
2.125,28.585,4.493,96.828,-18.789
2.126,28.595,4.465,96.832,-18.799
2.127,28.605,4.436,96.837,-18.809
2.128,28.615,4.408,96.841,-18.818
2.129,28.625,4.379,96.846,-18.828
2.130,28.635,4.350,96.850,-18.837
2.131,28.644,4.322,96.854,-18.846
2.132,28.653,4.293,96.859,-18.855
2.133,28.662,4.264,96.863,-18.864
2.134,28.670,4.236,96.867,-18.872
2.135,28.678,4.207,96.871,-18.880
2.136,28.687,4.178,96.876,-18.888
2.137,28.694,4.150,96.880,-18.895
2.138,28.702,4.121,96.884,-18.903
2.139,28.709,4.092,96.888,-18.910
2.140,28.717,4.064,96.892,-18.917
2.141,28.723,4.035,96.896,-18.923
2.142,28.730,4.006,96.900,-18.930
2.143,28.737,3.977,96.904,-18.936
2.144,28.743,3.949,96.908,-18.942
2.145,28.749,3.920,96.912,-18.948
2.146,28.754,3.891,96.916,-18.953
2.147,28.760,3.862,96.920,-18.959
2.148,28.765,3.834,96.923,-18.964
2.149,28.770,3.805,96.927,-18.969
2.150,28.775,3.776,96.931,-18.973
2.151,28.780,3.747,96.935,-18.977
2.152,28.784,3.718,96.938,-18.982
2.153,28.788,3.690,96.942,-18.985
2.154,28.792,3.661,96.946,-18.989
2.155,28.796,3.632,96.949,-18.993
2.156,28.799,3.603,96.953,-18.996
2.157,28.802,3.574,96.957,-18.999
2.158,28.805,3.546,96.960,-19.001
2.159,28.808,3.517,96.964,-19.004
2.160,28.811,3.488,96.967,-19.006
2.161,28.813,3.459,96.971,-19.008
2.162,28.815,3.430,96.974,-19.010
2.163,28.817,3.402,96.978,-19.012
2.164,28.818,3.373,96.981,-19.013
2.165,28.820,3.344,96.984,-19.014
2.166,28.821,3.315,96.988,-19.015
2.167,28.822,3.286,96.991,-19.016
2.168,28.822,3.257,96.994,-19.016
2.169,28.823,3.229,96.997,-19.016
2.170,28.823,3.200,97.001,-19.016
2.171,28.823,3.171,97.004,-19.016
2.172,28.822,3.142,97.007,-19.015
2.173,28.822,3.113,97.010,-19.015
2.174,28.821,3.085,97.013,-19.014
2.175,28.820,3.056,97.016,-19.012
2.176,28.819,3.027,97.019,-19.011
2.177,28.818,2.998,97.022,-19.009
2.178,28.816,2.969,97.025,-19.007
2.179,28.814,2.940,97.028,-19.005
2.180,28.812,2.912,97.031,-19.003
2.181,28.810,2.883,97.034,-19.000
2.182,28.807,2.854,97.037,-18.998
2.183,28.804,2.825,97.039,-18.995
2.184,28.801,2.796,97.042,-18.991
2.185,28.798,2.768,97.045,-18.988
2.186,28.794,2.739,97.048,-18.984
2.187,28.791,2.710,97.050,-18.980
2.188,28.787,2.681,97.053,-18.976
2.189,28.783,2.652,97.056,-18.972
2.190,28.778,2.624,97.058,-18.967
2.191,28.774,2.595,97.061,-18.962
2.192,28.769,2.566,97.064,-18.957
2.193,28.764,2.537,97.066,-18.952
2.194,28.758,2.509,97.069,-18.946
2.195,28.753,2.480,97.071,-18.940
2.196,28.747,2.451,97.074,-18.934
2.197,28.741,2.422,97.076,-18.928
2.198,28.735,2.394,97.078,-18.922
2.199,28.728,2.365,97.081,-18.915
2.200,28.722,2.336,97.083,-18.908
2.201,28.715,2.307,97.085,-18.901
2.202,28.708,2.279,97.088,-18.894
2.203,28.700,2.250,97.090,-18.886
2.204,28.693,2.221,97.092,-18.878
2.205,28.685,2.193,97.094,-18.870
2.206,28.677,2.164,97.097,-18.862
2.207,28.669,2.135,97.099,-18.853
2.208,28.660,2.107,97.101,-18.845
2.209,28.651,2.078,97.103,-18.836
2.210,28.642,2.049,97.105,-18.827
2.211,28.633,2.021,97.107,-18.817
2.212,28.624,1.992,97.109,-18.808
2.213,28.614,1.964,97.111,-18.798
2.214,28.604,1.935,97.113,-18.788
2.215,28.594,1.906,97.115,-18.778
2.216,28.584,1.878,97.117,-18.767
2.217,28.574,1.849,97.118,-18.756
2.218,28.563,1.821,97.120,-18.745
2.219,28.552,1.792,97.122,-18.734
2.220,28.541,1.764,97.124,-18.723
2.221,28.529,1.735,97.126,-18.711
2.222,28.518,1.706,97.127,-18.699
2.223,28.506,1.678,97.129,-18.687
2.224,28.494,1.649,97.131,-18.675
2.225,28.482,1.621,97.132,-18.662
2.226,28.469,1.593,97.134,-18.650
2.227,28.456,1.564,97.135,-18.637
2.228,28.443,1.536,97.137,-18.624
2.229,28.430,1.507,97.138,-18.610
2.230,28.417,1.479,97.140,-18.597
2.231,28.403,1.450,97.141,-18.583
2.232,28.389,1.422,97.143,-18.569
2.233,28.375,1.394,97.144,-18.554
2.234,28.361,1.365,97.146,-18.540
2.235,28.347,1.337,97.147,-18.525
2.236,28.332,1.309,97.148,-18.510
2.237,28.317,1.280,97.149,-18.495
2.238,28.302,1.252,97.151,-18.480
2.239,28.286,1.224,97.152,-18.464
2.240,28.271,1.195,97.153,-18.448
2.241,28.255,1.167,97.154,-18.432
2.242,28.239,1.139,97.155,-18.416
2.243,28.223,1.111,97.157,-18.400
2.244,28.206,1.082,97.158,-18.383
2.245,28.190,1.054,97.159,-18.366
2.246,28.173,1.026,97.160,-18.349
2.247,28.156,0.998,97.161,-18.332
2.248,28.138,0.970,97.162,-18.314
2.249,28.121,0.942,97.163,-18.296
2.250,28.103,0.914,97.164,-18.278
2.251,28.085,0.886,97.164,-18.260
2.252,28.067,0.857,97.165,-18.242
2.253,28.048,0.829,97.166,-18.223
2.254,28.030,0.801,97.167,-18.204
2.255,28.011,0.773,97.168,-18.185
2.256,27.992,0.745,97.168,-18.166
2.257,27.973,0.717,97.169,-18.146
2.258,27.953,0.689,97.170,-18.127
2.259,27.933,0.662,97.170,-18.107
2.260,27.914,0.634,97.171,-18.087
2.261,27.893,0.606,97.172,-18.066
2.262,27.873,0.578,97.172,-18.046
2.263,27.853,0.550,97.173,-18.025
2.264,27.832,0.522,97.173,-18.004
2.265,27.811,0.494,97.174,-17.983
2.266,27.790,0.467,97.174,-17.962
2.267,27.768,0.439,97.175,-17.940
2.268,27.747,0.411,97.175,-17.918
2.269,27.725,0.383,97.176,-17.896
2.270,27.703,0.356,97.176,-17.874
2.271,27.680,0.328,97.176,-17.851
2.272,27.658,0.300,97.177,-17.829
2.273,27.635,0.273,97.177,-17.806
2.274,27.613,0.245,97.177,-17.783
2.275,27.589,0.217,97.177,-17.759
2.276,27.566,0.190,97.177,-17.736
2.277,27.543,0.162,97.178,-17.712
2.278,27.519,0.135,97.178,-17.688
2.279,27.495,0.107,97.178,-17.664
2.280,27.471,0.080,97.178,-17.640
2.281,27.447,0.052,97.178,-17.615
2.282,27.422,0.025,97.178,-17.591
2.283,27.397,-0.002,97.178,-17.566
2.284,27.372,-0.030,97.178,-17.541
2.285,27.347,-0.057,97.178,-17.515
2.286,27.322,-0.084,97.178,-17.490
2.287,27.296,-0.112,97.178,-17.464
2.288,27.270,-0.139,97.178,-17.438
2.289,27.244,-0.166,97.177,-17.412
2.290,27.218,-0.194,97.177,-17.385
2.291,27.192,-0.221,97.177,-17.359
2.292,27.165,-0.248,97.177,-17.332
2.293,27.139,-0.275,97.176,-17.305
2.294,27.112,-0.302,97.176,-17.278
2.295,27.084,-0.329,97.176,-17.250
2.296,27.057,-0.356,97.176,-17.223
2.297,27.029,-0.383,97.175,-17.195
2.298,27.001,-0.410,97.175,-17.167
2.299,26.973,-0.437,97.174,-17.139
2.300,26.945,-0.464,97.174,-17.110
2.301,26.917,-0.491,97.173,-17.082
2.302,26.888,-0.518,97.173,-17.053
2.303,26.859,-0.545,97.172,-17.024
2.304,26.830,-0.572,97.172,-16.995
2.305,26.801,-0.599,97.171,-16.965
2.306,26.772,-0.625,97.170,-16.936
2.307,26.742,-0.652,97.170,-16.906
2.308,26.712,-0.679,97.169,-16.876
2.309,26.682,-0.705,97.168,-16.845
2.310,26.652,-0.732,97.168,-16.815
2.311,26.622,-0.759,97.167,-16.784
2.312,26.591,-0.785,97.166,-16.754
2.313,26.560,-0.812,97.165,-16.723
2.314,26.529,-0.838,97.165,-16.691
2.315,26.498,-0.865,97.164,-16.660
2.316,26.467,-0.891,97.163,-16.628
2.317,26.435,-0.918,97.162,-16.597
2.318,26.403,-0.944,97.161,-16.565
2.319,26.371,-0.971,97.160,-16.533
2.320,26.339,-0.997,97.159,-16.500
2.321,26.307,-1.023,97.158,-16.468
2.322,26.274,-1.049,97.157,-16.435
2.323,26.242,-1.076,97.156,-16.402
2.324,26.209,-1.102,97.155,-16.369
2.325,26.175,-1.128,97.154,-16.335
2.326,26.142,-1.154,97.152,-16.302
2.327,26.109,-1.180,97.151,-16.268
2.328,26.075,-1.206,97.150,-16.234
2.329,26.041,-1.232,97.149,-16.200
2.330,26.007,-1.258,97.148,-16.166
2.331,25.973,-1.284,97.146,-16.131
2.332,25.938,-1.310,97.145,-16.097
2.333,25.903,-1.336,97.144,-16.062
2.334,25.869,-1.362,97.142,-16.027
2.335,25.834,-1.388,97.141,-15.992
2.336,25.798,-1.414,97.139,-15.956
2.337,25.763,-1.440,97.138,-15.921
2.338,25.727,-1.465,97.137,-15.885
2.339,25.691,-1.491,97.135,-15.849
2.340,25.655,-1.517,97.133,-15.813
2.341,25.619,-1.542,97.132,-15.776
2.342,25.583,-1.568,97.130,-15.740
2.343,25.546,-1.593,97.129,-15.703
2.344,25.510,-1.619,97.127,-15.666
2.345,25.473,-1.644,97.126,-15.629
2.346,25.436,-1.670,97.124,-15.592
2.347,25.398,-1.695,97.122,-15.554
2.348,25.361,-1.721,97.120,-15.517
2.349,25.323,-1.746,97.119,-15.479
2.350,25.285,-1.771,97.117,-15.441
2.351,25.247,-1.796,97.115,-15.403
2.352,25.209,-1.822,97.113,-15.364
2.353,25.171,-1.847,97.111,-15.326
2.354,25.132,-1.872,97.110,-15.287
2.355,25.094,-1.897,97.108,-15.248
2.356,25.055,-1.922,97.106,-15.209
2.357,25.016,-1.947,97.104,-15.170
2.358,24.976,-1.972,97.102,-15.130
2.359,24.937,-1.997,97.100,-15.090
2.360,24.897,-2.022,97.098,-15.051
2.361,24.857,-2.047,97.096,-15.011
2.362,24.817,-2.072,97.094,-14.971
2.363,24.777,-2.096,97.092,-14.930
2.364,24.737,-2.121,97.090,-14.890
2.365,24.696,-2.146,97.087,-14.849
2.366,24.656,-2.170,97.085,-14.808
2.367,24.615,-2.195,97.083,-14.767
2.368,24.574,-2.220,97.081,-14.726
2.369,24.532,-2.244,97.079,-14.684
2.370,24.491,-2.269,97.076,-14.643
2.371,24.449,-2.293,97.074,-14.601
2.372,24.408,-2.317,97.072,-14.559
2.373,24.366,-2.342,97.069,-14.517
2.374,24.324,-2.366,97.067,-14.475
2.375,24.281,-2.390,97.065,-14.432
2.376,24.239,-2.415,97.062,-14.390
2.377,24.196,-2.439,97.060,-14.347
2.378,24.154,-2.463,97.057,-14.304
2.379,24.111,-2.487,97.055,-14.261
2.380,24.067,-2.511,97.052,-14.218
2.381,24.024,-2.535,97.050,-14.174
2.382,23.981,-2.559,97.047,-14.130
2.383,23.937,-2.583,97.045,-14.087
2.384,23.893,-2.607,97.042,-14.043
2.385,23.849,-2.631,97.039,-13.999
2.386,23.805,-2.655,97.037,-13.954
2.387,23.761,-2.678,97.034,-13.910
2.388,23.716,-2.702,97.031,-13.865
2.389,23.672,-2.726,97.029,-13.820
2.390,23.627,-2.749,97.026,-13.775
2.391,23.582,-2.773,97.023,-13.730
2.392,23.537,-2.797,97.020,-13.685
2.393,23.492,-2.820,97.017,-13.639
2.394,23.446,-2.844,97.015,-13.594
2.395,23.400,-2.867,97.012,-13.548
2.396,23.355,-2.890,97.009,-13.502
2.397,23.309,-2.914,97.006,-13.456
2.398,23.263,-2.937,97.003,-13.410
2.399,23.216,-2.960,97.000,-13.363
2.400,23.170,-2.983,96.997,-13.317
2.401,23.123,-3.006,96.994,-13.270
2.402,23.077,-3.029,96.991,-13.223
2.403,23.030,-3.052,96.988,-13.176
2.404,22.983,-3.075,96.985,-13.129
2.405,22.935,-3.098,96.982,-13.081
2.406,22.888,-3.121,96.979,-13.034
2.407,22.840,-3.144,96.975,-12.986
2.408,22.793,-3.167,96.972,-12.938
2.409,22.745,-3.190,96.969,-12.890
2.410,22.697,-3.212,96.966,-12.842
2.411,22.649,-3.235,96.963,-12.794
2.412,22.600,-3.258,96.959,-12.745
2.413,22.552,-3.280,96.956,-12.696
2.414,22.503,-3.303,96.953,-12.648
2.415,22.454,-3.325,96.950,-12.599
2.416,22.405,-3.348,96.946,-12.550
2.417,22.356,-3.370,96.943,-12.500
2.418,22.307,-3.392,96.939,-12.451
2.419,22.258,-3.414,96.936,-12.401
2.420,22.208,-3.437,96.933,-12.352
2.421,22.158,-3.459,96.929,-12.302
2.422,22.109,-3.481,96.926,-12.252
2.423,22.058,-3.503,96.922,-12.202
2.424,22.008,-3.525,96.919,-12.151
2.425,21.958,-3.547,96.915,-12.101
2.426,21.908,-3.569,96.911,-12.050
2.427,21.857,-3.591,96.908,-12.000
2.428,21.806,-3.613,96.904,-11.949
2.429,21.755,-3.634,96.901,-11.898
2.430,21.704,-3.656,96.897,-11.846
2.431,21.653,-3.678,96.893,-11.795
2.432,21.602,-3.699,96.890,-11.744
2.433,21.550,-3.721,96.886,-11.692
2.434,21.499,-3.742,96.882,-11.640
2.435,21.447,-3.764,96.878,-11.588
2.436,21.395,-3.785,96.875,-11.536
2.437,21.343,-3.806,96.871,-11.484
2.438,21.291,-3.828,96.867,-11.432
2.439,21.238,-3.849,96.863,-11.379
2.440,21.186,-3.870,96.859,-11.327
2.441,21.133,-3.891,96.855,-11.274
2.442,21.080,-3.912,96.851,-11.221
2.443,21.028,-3.933,96.848,-11.168
2.444,20.975,-3.954,96.844,-11.115
2.445,20.921,-3.975,96.840,-11.061
2.446,20.868,-3.996,96.836,-11.008
2.447,20.815,-4.017,96.832,-10.954
2.448,20.761,-4.038,96.828,-10.901
2.449,20.707,-4.058,96.823,-10.847
2.450,20.653,-4.079,96.819,-10.793
2.451,20.599,-4.100,96.815,-10.739
2.452,20.545,-4.120,96.811,-10.684
2.453,20.491,-4.141,96.807,-10.630
2.454,20.436,-4.161,96.803,-10.575
2.455,20.382,-4.182,96.799,-10.521
2.456,20.327,-4.202,96.794,-10.466
2.457,20.272,-4.222,96.790,-10.411
2.458,20.218,-4.242,96.786,-10.356
2.459,20.162,-4.263,96.782,-10.301
2.460,20.107,-4.283,96.777,-10.245
2.461,20.052,-4.303,96.773,-10.190
2.462,19.996,-4.323,96.769,-10.134
2.463,19.941,-4.343,96.765,-10.078
2.464,19.885,-4.363,96.760,-10.023
2.465,19.829,-4.382,96.756,-9.967
2.466,19.773,-4.402,96.751,-9.911
2.467,19.717,-4.422,96.747,-9.854
2.468,19.661,-4.442,96.742,-9.798
2.469,19.605,-4.461,96.738,-9.741
2.470,19.548,-4.481,96.734,-9.685
2.471,19.491,-4.500,96.729,-9.628
2.472,19.435,-4.520,96.725,-9.571
2.473,19.378,-4.539,96.720,-9.514
2.474,19.321,-4.558,96.715,-9.457
2.475,19.264,-4.578,96.711,-9.400
2.476,19.207,-4.597,96.706,-9.342
2.477,19.149,-4.616,96.702,-9.285
2.478,19.092,-4.635,96.697,-9.227
2.479,19.034,-4.654,96.692,-9.170
2.480,18.976,-4.673,96.688,-9.112
2.481,18.919,-4.692,96.683,-9.054
2.482,18.861,-4.711,96.678,-8.996
2.483,18.802,-4.730,96.674,-8.938
2.484,18.744,-4.748,96.669,-8.879
2.485,18.686,-4.767,96.664,-8.821
2.486,18.628,-4.786,96.659,-8.762
2.487,18.569,-4.804,96.654,-8.704
2.488,18.510,-4.823,96.650,-8.645
2.489,18.452,-4.841,96.645,-8.586
2.490,18.393,-4.860,96.640,-8.527
2.491,18.334,-4.878,96.635,-8.468
2.492,18.275,-4.896,96.630,-8.409
2.493,18.215,-4.914,96.625,-8.349
2.494,18.156,-4.933,96.620,-8.290
2.495,18.096,-4.951,96.615,-8.230
2.496,18.037,-4.969,96.610,-8.171
2.497,17.977,-4.987,96.605,-8.111
2.498,17.917,-5.005,96.600,-8.051
2.499,17.858,-5.022,96.595,-7.991
2.500,17.797,-5.040,96.590,-7.931
2.501,17.737,-5.058,96.585,-7.870
2.502,17.677,-5.076,96.580,-7.810
2.503,17.617,-5.093,96.575,-7.750
2.504,17.556,-5.111,96.570,-7.689
2.505,17.496,-5.128,96.565,-7.628
2.506,17.435,-5.146,96.560,-7.568
2.507,17.374,-5.163,96.555,-7.507
2.508,17.313,-5.180,96.549,-7.446
2.509,17.253,-5.198,96.544,-7.385
2.510,17.191,-5.215,96.539,-7.324
2.511,17.130,-5.232,96.534,-7.262
2.512,17.069,-5.249,96.528,-7.201
2.513,17.008,-5.266,96.523,-7.139
2.514,16.946,-5.283,96.518,-7.078
2.515,16.885,-5.300,96.513,-7.016
2.516,16.823,-5.317,96.507,-6.954
2.517,16.761,-5.334,96.502,-6.892
2.518,16.699,-5.350,96.497,-6.830
2.519,16.637,-5.367,96.491,-6.768
2.520,16.575,-5.383,96.486,-6.706
2.521,16.513,-5.400,96.480,-6.644
2.522,16.451,-5.416,96.475,-6.582
2.523,16.388,-5.433,96.470,-6.519
2.524,16.326,-5.449,96.464,-6.457
2.525,16.263,-5.465,96.459,-6.394
2.526,16.200,-5.482,96.453,-6.331
2.527,16.138,-5.498,96.448,-6.268
2.528,16.075,-5.514,96.442,-6.205
2.529,16.012,-5.530,96.437,-6.142
2.530,15.949,-5.546,96.431,-6.079
2.531,15.886,-5.562,96.426,-6.016
2.532,15.823,-5.577,96.420,-5.953
2.533,15.759,-5.593,96.414,-5.889
2.534,15.696,-5.609,96.409,-5.826
2.535,15.632,-5.625,96.403,-5.762
2.536,15.569,-5.640,96.398,-5.698
2.537,15.505,-5.656,96.392,-5.635
2.538,15.441,-5.671,96.386,-5.571
2.539,15.377,-5.686,96.381,-5.507
2.540,15.314,-5.702,96.375,-5.443
2.541,15.250,-5.717,96.369,-5.379
2.542,15.185,-5.732,96.363,-5.315
2.543,15.121,-5.747,96.358,-5.250
2.544,15.057,-5.762,96.352,-5.186
2.545,14.993,-5.777,96.346,-5.121
2.546,14.928,-5.792,96.340,-5.057
2.547,14.864,-5.807,96.334,-4.992
2.548,14.799,-5.822,96.329,-4.928
2.549,14.734,-5.837,96.323,-4.863
2.550,14.670,-5.851,96.317,-4.798
2.551,14.605,-5.866,96.311,-4.733
2.552,14.540,-5.880,96.305,-4.668
2.553,14.475,-5.895,96.299,-4.603
2.554,14.410,-5.909,96.293,-4.538
2.555,14.344,-5.924,96.288,-4.473
2.556,14.279,-5.938,96.282,-4.407
2.557,14.214,-5.952,96.276,-4.342
2.558,14.149,-5.966,96.270,-4.276
2.559,14.083,-5.980,96.264,-4.211
2.560,14.018,-5.994,96.258,-4.145
2.561,13.952,-6.008,96.252,-4.080
2.562,13.886,-6.022,96.246,-4.014
2.563,13.820,-6.036,96.240,-3.948
2.564,13.755,-6.050,96.234,-3.882
2.565,13.689,-6.064,96.227,-3.816
2.566,13.623,-6.077,96.221,-3.750
2.567,13.557,-6.091,96.215,-3.684
2.568,13.490,-6.104,96.209,-3.618
2.569,13.424,-6.118,96.203,-3.551
2.570,13.358,-6.131,96.197,-3.485
2.571,13.292,-6.144,96.191,-3.419
2.572,13.225,-6.158,96.185,-3.352
2.573,13.159,-6.171,96.179,-3.286
2.574,13.092,-6.184,96.172,-3.219
2.575,13.026,-6.197,96.166,-3.152
2.576,12.959,-6.210,96.160,-3.086
2.577,12.892,-6.223,96.154,-3.019
2.578,12.825,-6.235,96.147,-2.952
2.579,12.759,-6.248,96.141,-2.885
2.580,12.692,-6.261,96.135,-2.818
2.581,12.625,-6.274,96.129,-2.751
2.582,12.558,-6.286,96.122,-2.684
2.583,12.490,-6.299,96.116,-2.617
2.584,12.423,-6.311,96.110,-2.549
2.585,12.356,-6.323,96.103,-2.482
2.586,12.289,-6.336,96.097,-2.415
2.587,12.221,-6.348,96.091,-2.347
2.588,12.154,-6.360,96.084,-2.280
2.589,12.086,-6.372,96.078,-2.212
2.590,12.019,-6.384,96.072,-2.145
2.591,11.951,-6.396,96.065,-2.077
2.592,11.884,-6.408,96.059,-2.009
2.593,11.816,-6.420,96.052,-1.942
2.594,11.748,-6.432,96.046,-1.874
2.595,11.680,-6.443,96.040,-1.806
2.596,11.613,-6.455,96.033,-1.738
