t, dzdt2, dzdt, z, u
4.114,8.545,3.346,95.244,1.243
4.115,8.564,3.337,95.248,1.225
4.116,8.582,3.329,95.251,1.206
4.117,8.600,3.320,95.254,1.188
4.118,8.618,3.312,95.257,1.170
4.119,8.636,3.303,95.261,1.152
4.120,8.654,3.294,95.264,1.134
4.121,8.672,3.286,95.267,1.117
4.122,8.690,3.277,95.271,1.099
4.123,8.708,3.268,95.274,1.081
4.124,8.725,3.259,95.277,1.064
4.125,8.743,3.251,95.280,1.046
4.126,8.761,3.242,95.284,1.029
4.127,8.778,3.233,95.287,1.011
4.128,8.795,3.224,95.290,0.994
4.129,8.813,3.216,95.293,0.977
4.130,8.830,3.207,95.297,0.960
4.131,8.847,3.198,95.300,0.943
4.132,8.864,3.189,95.303,0.926
4.133,8.881,3.180,95.306,0.909
4.134,8.898,3.171,95.309,0.892
4.135,8.915,3.162,95.312,0.875
4.136,8.931,3.153,95.316,0.859
4.137,8.948,3.144,95.319,0.842
4.138,8.965,3.135,95.322,0.826
4.139,8.981,3.127,95.325,0.809
4.140,8.997,3.118,95.328,0.793
4.141,9.014,3.109,95.331,0.777
4.142,9.030,3.099,95.334,0.760
4.143,9.046,3.090,95.337,0.744
4.144,9.062,3.081,95.341,0.728
4.145,9.078,3.072,95.344,0.712
4.146,9.094,3.063,95.347,0.697
4.147,9.110,3.054,95.350,0.681
4.148,9.126,3.045,95.353,0.665
4.149,9.142,3.036,95.356,0.649
4.150,9.157,3.027,95.359,0.634
4.151,9.173,3.017,95.362,0.619
4.152,9.188,3.008,95.365,0.603
4.153,9.204,2.999,95.368,0.588
4.154,9.219,2.990,95.371,0.573
4.155,9.234,2.981,95.374,0.557
4.156,9.249,2.971,95.377,0.542
4.157,9.264,2.962,95.380,0.527
4.158,9.279,2.953,95.383,0.513
4.159,9.294,2.944,95.386,0.498
4.160,9.309,2.934,95.389,0.483
4.161,9.324,2.925,95.391,0.468
4.162,9.338,2.916,95.394,0.454
4.163,9.353,2.906,95.397,0.439
4.164,9.367,2.897,95.400,0.425
4.165,9.382,2.887,95.403,0.411
4.166,9.396,2.878,95.406,0.396
4.167,9.410,2.869,95.409,0.382
4.168,9.424,2.859,95.412,0.368
4.169,9.439,2.850,95.415,0.354
4.170,9.453,2.840,95.417,0.340
4.171,9.466,2.831,95.420,0.326
4.172,9.480,2.821,95.423,0.313
4.173,9.494,2.812,95.426,0.299
4.174,9.508,2.802,95.429,0.285
4.175,9.521,2.793,95.431,0.272
4.176,9.535,2.783,95.434,0.258
4.177,9.548,2.774,95.437,0.245
4.178,9.562,2.764,95.440,0.232
4.179,9.575,2.755,95.443,0.219
4.180,9.588,2.745,95.445,0.206
4.181,9.601,2.735,95.448,0.193
4.182,9.614,2.726,95.451,0.180
4.183,9.627,2.716,95.453,0.167
4.184,9.640,2.707,95.456,0.154
4.185,9.653,2.697,95.459,0.141
4.186,9.665,2.687,95.462,0.129
4.187,9.678,2.678,95.464,0.116
4.188,9.690,2.668,95.467,0.104
4.189,9.703,2.658,95.470,0.091
4.190,9.715,2.648,95.472,0.079
4.191,9.727,2.639,95.475,0.067
4.192,9.740,2.629,95.477,0.055
4.193,9.752,2.619,95.480,0.043
4.194,9.764,2.610,95.483,0.031
4.195,9.776,2.600,95.485,0.019
4.196,9.788,2.590,95.488,0.007
4.197,9.799,2.580,95.490,-0.004
4.198,9.811,2.570,95.493,-0.016
4.199,9.823,2.561,95.496,-0.027
4.200,9.834,2.551,95.498,-0.039
4.201,9.846,2.541,95.501,-0.050
4.202,9.857,2.531,95.503,-0.061
4.203,9.868,2.521,95.506,-0.073
4.204,9.879,2.511,95.508,-0.084
4.205,9.890,2.501,95.511,-0.095
4.206,9.901,2.491,95.513,-0.106
4.207,9.912,2.482,95.516,-0.116
4.208,9.923,2.472,95.518,-0.127
4.209,9.934,2.462,95.521,-0.138
4.210,9.945,2.452,95.523,-0.149
4.211,9.955,2.442,95.526,-0.159
4.212,9.966,2.432,95.528,-0.169
4.213,9.976,2.422,95.530,-0.180
4.214,9.986,2.412,95.533,-0.190
4.215,9.997,2.402,95.535,-0.200
4.216,10.007,2.392,95.538,-0.210
4.217,10.017,2.382,95.540,-0.220
4.218,10.027,2.372,95.542,-0.230
4.219,10.037,2.362,95.545,-0.240
4.220,10.047,2.352,95.547,-0.250
4.221,10.056,2.342,95.549,-0.259
4.222,10.066,2.332,95.552,-0.269
4.223,10.076,2.322,95.554,-0.278
4.224,10.085,2.311,95.556,-0.288
4.225,10.094,2.301,95.559,-0.297
4.226,10.104,2.291,95.561,-0.306
4.227,10.113,2.281,95.563,-0.316
4.228,10.122,2.271,95.566,-0.325
4.229,10.131,2.261,95.568,-0.334
4.230,10.140,2.251,95.570,-0.342
4.231,10.149,2.241,95.572,-0.351
4.232,10.158,2.230,95.575,-0.360
4.233,10.167,2.220,95.577,-0.369
4.234,10.175,2.210,95.579,-0.377
4.235,10.184,2.200,95.581,-0.386
4.236,10.192,2.190,95.583,-0.394
4.237,10.201,2.179,95.586,-0.402
4.238,10.209,2.169,95.588,-0.410
4.239,10.217,2.159,95.590,-0.419
4.240,10.225,2.149,95.592,-0.427
4.241,10.233,2.139,95.594,-0.435
4.242,10.241,2.128,95.596,-0.442
4.243,10.249,2.118,95.598,-0.450
4.244,10.257,2.108,95.600,-0.458
4.245,10.265,2.098,95.603,-0.465
4.246,10.272,2.087,95.605,-0.473
4.247,10.280,2.077,95.607,-0.480
4.248,10.287,2.067,95.609,-0.488
4.249,10.294,2.056,95.611,-0.495
4.250,10.302,2.046,95.613,-0.502
4.251,10.309,2.036,95.615,-0.509
4.252,10.316,2.026,95.617,-0.516
4.253,10.323,2.015,95.619,-0.523
4.254,10.330,2.005,95.621,-0.530
4.255,10.337,1.995,95.623,-0.537
4.256,10.343,1.984,95.625,-0.543
4.257,10.350,1.974,95.627,-0.550
4.258,10.357,1.964,95.629,-0.557
4.259,10.363,1.953,95.631,-0.563
4.260,10.370,1.943,95.633,-0.569
4.261,10.376,1.932,95.635,-0.576
4.262,10.382,1.922,95.637,-0.582
4.263,10.388,1.912,95.639,-0.588
4.264,10.394,1.901,95.640,-0.594
4.265,10.400,1.891,95.642,-0.600
4.266,10.406,1.880,95.644,-0.605
4.267,10.412,1.870,95.646,-0.611
4.268,10.418,1.860,95.648,-0.617
4.269,10.423,1.849,95.650,-0.622
4.270,10.429,1.839,95.652,-0.628
4.271,10.434,1.828,95.653,-0.633
4.272,10.440,1.818,95.655,-0.638
4.273,10.445,1.807,95.657,-0.644
4.274,10.450,1.797,95.659,-0.649
4.275,10.455,1.787,95.661,-0.654
4.276,10.460,1.776,95.662,-0.659
4.277,10.465,1.766,95.664,-0.664
4.278,10.470,1.755,95.666,-0.668
4.279,10.475,1.745,95.668,-0.673
4.280,10.480,1.734,95.669,-0.678
4.281,10.484,1.724,95.671,-0.682
4.282,10.489,1.713,95.673,-0.686
4.283,10.493,1.703,95.675,-0.691
4.284,10.497,1.692,95.676,-0.695
4.285,10.502,1.682,95.678,-0.699
4.286,10.506,1.671,95.680,-0.703
4.287,10.510,1.661,95.681,-0.707
4.288,10.514,1.650,95.683,-0.711
4.289,10.518,1.640,95.685,-0.715
4.290,10.522,1.629,95.686,-0.719
4.291,10.525,1.619,95.688,-0.722
4.292,10.529,1.608,95.689,-0.726
4.293,10.533,1.598,95.691,-0.729
4.294,10.536,1.587,95.693,-0.733
4.295,10.540,1.576,95.694,-0.736
4.296,10.543,1.566,95.696,-0.739
4.297,10.546,1.555,95.697,-0.743
4.298,10.549,1.545,95.699,-0.746
4.299,10.552,1.534,95.700,-0.749
4.300,10.555,1.524,95.702,-0.751
4.301,10.558,1.513,95.703,-0.754
4.302,10.561,1.503,95.705,-0.757
4.303,10.564,1.492,95.706,-0.760
4.304,10.566,1.481,95.708,-0.762
4.305,10.569,1.471,95.709,-0.764
4.306,10.571,1.460,95.711,-0.767
4.307,10.573,1.450,95.712,-0.769
4.308,10.576,1.439,95.714,-0.771
4.309,10.578,1.429,95.715,-0.773
4.310,10.580,1.418,95.717,-0.775
4.311,10.582,1.407,95.718,-0.777
4.312,10.584,1.397,95.719,-0.779
4.313,10.586,1.386,95.721,-0.781
4.314,10.588,1.376,95.722,-0.783
4.315,10.589,1.365,95.724,-0.784
4.316,10.591,1.355,95.725,-0.786
4.317,10.592,1.344,95.726,-0.787
4.318,10.594,1.333,95.728,-0.788
4.319,10.595,1.323,95.729,-0.790
4.320,10.596,1.312,95.730,-0.791
4.321,10.598,1.302,95.731,-0.792
4.322,10.599,1.291,95.733,-0.793
4.323,10.600,1.280,95.734,-0.794
4.324,10.601,1.270,95.735,-0.795
4.325,10.601,1.259,95.737,-0.795
4.326,10.602,1.249,95.738,-0.796
4.327,10.603,1.238,95.739,-0.797
4.328,10.603,1.227,95.740,-0.797
4.329,10.604,1.217,95.742,-0.797
4.330,10.604,1.206,95.743,-0.798
4.331,10.604,1.196,95.744,-0.798
4.332,10.605,1.185,95.745,-0.798
4.333,10.605,1.174,95.746,-0.798
4.334,10.605,1.164,95.747,-0.798
4.335,10.605,1.153,95.749,-0.798
4.336,10.605,1.142,95.750,-0.798
4.337,10.605,1.132,95.751,-0.798
4.338,10.604,1.121,95.752,-0.797
4.339,10.604,1.111,95.753,-0.797
4.340,10.603,1.100,95.754,-0.796
4.341,10.603,1.089,95.755,-0.796
4.342,10.602,1.079,95.756,-0.795
4.343,10.602,1.068,95.757,-0.794
4.344,10.601,1.058,95.759,-0.793
4.345,10.600,1.047,95.760,-0.792
4.346,10.599,1.036,95.761,-0.791
4.347,10.598,1.026,95.762,-0.790
4.348,10.597,1.015,95.763,-0.789
4.349,10.596,1.005,95.764,-0.788
4.350,10.594,0.994,95.765,-0.786
4.351,10.593,0.983,95.766,-0.785
4.352,10.591,0.973,95.767,-0.783
4.353,10.590,0.962,95.768,-0.782
4.354,10.588,0.952,95.769,-0.780
4.355,10.586,0.941,95.769,-0.778
4.356,10.585,0.931,95.770,-0.776
4.357,10.583,0.920,95.771,-0.774
4.358,10.581,0.909,95.772,-0.772
4.359,10.579,0.899,95.773,-0.770
4.360,10.577,0.888,95.774,-0.768
4.361,10.574,0.878,95.775,-0.765
4.362,10.572,0.867,95.776,-0.763
4.363,10.570,0.857,95.777,-0.761
4.364,10.567,0.846,95.777,-0.758
4.365,10.565,0.835,95.778,-0.755
4.366,10.562,0.825,95.779,-0.753
4.367,10.559,0.814,95.780,-0.750
4.368,10.556,0.804,95.781,-0.747
4.369,10.554,0.793,95.782,-0.744
4.370,10.551,0.783,95.782,-0.741
4.371,10.548,0.772,95.783,-0.738
4.372,10.544,0.762,95.784,-0.735
4.373,10.541,0.751,95.785,-0.731
4.374,10.538,0.740,95.785,-0.728
4.375,10.534,0.730,95.786,-0.724
4.376,10.531,0.719,95.787,-0.721
4.377,10.527,0.709,95.787,-0.717
4.378,10.524,0.698,95.788,-0.713
4.379,10.520,0.688,95.789,-0.710
4.380,10.516,0.677,95.790,-0.706
4.381,10.512,0.667,95.790,-0.702
4.382,10.508,0.656,95.791,-0.698
4.383,10.504,0.646,95.792,-0.694
4.384,10.500,0.635,95.792,-0.689
4.385,10.496,0.625,95.793,-0.685
4.386,10.492,0.614,95.793,-0.681
4.387,10.487,0.604,95.794,-0.676
4.388,10.483,0.593,95.795,-0.672
4.389,10.478,0.583,95.795,-0.667
4.390,10.474,0.572,95.796,-0.662
4.391,10.469,0.562,95.796,-0.658
4.392,10.464,0.551,95.797,-0.653
4.393,10.459,0.541,95.797,-0.648
4.394,10.454,0.530,95.798,-0.643
4.395,10.449,0.520,95.798,-0.638
4.396,10.444,0.510,95.799,-0.632
4.397,10.439,0.499,95.799,-0.627
4.398,10.434,0.489,95.800,-0.622
4.399,10.428,0.478,95.800,-0.616
4.400,10.423,0.468,95.801,-0.611
4.401,10.418,0.457,95.801,-0.605
4.402,10.412,0.447,95.802,-0.600
4.403,10.406,0.437,95.802,-0.594
4.404,10.401,0.426,95.803,-0.588
4.405,10.395,0.416,95.803,-0.582
4.406,10.389,0.405,95.803,-0.576
4.407,10.383,0.395,95.804,-0.570
4.408,10.377,0.385,95.804,-0.564
4.409,10.371,0.374,95.805,-0.558
4.410,10.364,0.364,95.805,-0.551
4.411,10.358,0.354,95.805,-0.545
4.412,10.352,0.343,95.806,-0.538
4.413,10.345,0.333,95.806,-0.532
4.414,10.339,0.323,95.806,-0.525
4.415,10.332,0.312,95.807,-0.519
4.416,10.325,0.302,95.807,-0.512
4.417,10.318,0.292,95.807,-0.505
4.418,10.312,0.281,95.808,-0.498
4.419,10.305,0.271,95.808,-0.491
4.420,10.298,0.261,95.808,-0.484
4.421,10.290,0.250,95.808,-0.477
4.422,10.283,0.240,95.809,-0.469
4.423,10.276,0.230,95.809,-0.462
4.424,10.269,0.220,95.809,-0.455
4.425,10.261,0.209,95.809,-0.447
4.426,10.254,0.199,95.809,-0.439
4.427,10.246,0.189,95.810,-0.432
4.428,10.238,0.179,95.810,-0.424
4.429,10.231,0.168,95.810,-0.416
4.430,10.223,0.158,95.810,-0.408
4.431,10.215,0.148,95.810,-0.400
4.432,10.207,0.138,95.810,-0.392
4.433,10.199,0.127,95.811,-0.384
4.434,10.191,0.117,95.811,-0.376
4.435,10.183,0.107,95.811,-0.368
4.436,10.174,0.097,95.811,-0.359
4.437,10.166,0.087,95.811,-0.351
4.438,10.158,0.077,95.811,-0.342
4.439,10.149,0.066,95.811,-0.334
4.440,10.140,0.056,95.811,-0.325
4.441,10.132,0.046,95.811,-0.316
4.442,10.123,0.036,95.811,-0.308
4.443,10.114,0.026,95.811,-0.299
4.444,10.105,0.016,95.811,-0.290
4.445,10.096,0.006,95.811,-0.281
4.446,10.087,-0.004,95.811,-0.271
4.447,10.078,-0.014,95.811,-0.262
4.448,10.069,-0.024,95.811,-0.253
4.449,10.060,-0.035,95.811,-0.244
4.450,10.050,-0.045,95.811,-0.234
4.451,10.041,-0.055,95.811,-0.225
4.452,10.031,-0.065,95.811,-0.215
4.453,10.022,-0.075,95.811,-0.205
4.454,10.012,-0.085,95.811,-0.196
4.455,10.002,-0.095,95.811,-0.186
4.456,9.993,-0.105,95.811,-0.176
4.457,9.983,-0.115,95.811,-0.166
4.458,9.973,-0.125,95.810,-0.156
4.459,9.963,-0.135,95.810,-0.146
4.460,9.953,-0.145,95.810,-0.136
4.461,9.942,-0.155,95.810,-0.125
4.462,9.932,-0.164,95.810,-0.115
4.463,9.922,-0.174,95.810,-0.105
4.464,9.911,-0.184,95.809,-0.094
4.465,9.901,-0.194,95.809,-0.084
4.466,9.890,-0.204,95.809,-0.073
4.467,9.880,-0.214,95.809,-0.062
4.468,9.869,-0.224,95.809,-0.052
4.469,9.858,-0.234,95.808,-0.041
4.470,9.847,-0.244,95.808,-0.030
4.471,9.836,-0.253,95.808,-0.019
4.472,9.825,-0.263,95.808,-0.008
4.473,9.814,-0.273,95.807,0.003
4.474,9.803,-0.283,95.807,0.015
4.475,9.792,-0.293,95.807,0.026
4.476,9.781,-0.302,95.806,0.037
4.477,9.769,-0.312,95.806,0.049
4.478,9.758,-0.322,95.806,0.060
4.479,9.746,-0.332,95.806,0.072
4.480,9.735,-0.341,95.805,0.083
4.481,9.723,-0.351,95.805,0.095
4.482,9.712,-0.361,95.804,0.107
4.483,9.700,-0.371,95.804,0.119
4.484,9.688,-0.380,95.804,0.131
4.485,9.676,-0.390,95.803,0.143
4.486,9.664,-0.400,95.803,0.155
4.487,9.652,-0.409,95.803,0.167
4.488,9.640,-0.419,95.802,0.179
4.489,9.627,-0.428,95.802,0.191
4.490,9.615,-0.438,95.801,0.204
4.491,9.603,-0.448,95.801,0.216
4.492,9.590,-0.457,95.800,0.229
4.493,9.578,-0.467,95.800,0.241
4.494,9.565,-0.476,95.799,0.254
4.495,9.553,-0.486,95.799,0.267
4.496,9.540,-0.496,95.798,0.279
4.497,9.527,-0.505,95.798,0.292
4.498,9.514,-0.515,95.797,0.305
4.499,9.501,-0.524,95.797,0.318
4.500,9.488,-0.534,95.796,0.331
4.501,9.475,-0.543,95.796,0.344
4.502,9.462,-0.552,95.795,0.358
4.503,9.449,-0.562,95.795,0.371
4.504,9.436,-0.571,95.794,0.384
4.505,9.422,-0.581,95.794,0.398
4.506,9.409,-0.590,95.793,0.411
4.507,9.396,-0.600,95.792,0.425
4.508,9.382,-0.609,95.792,0.438
4.509,9.368,-0.618,95.791,0.452
4.510,9.355,-0.628,95.790,0.466
4.511,9.341,-0.637,95.790,0.480
4.512,9.327,-0.646,95.789,0.493
4.513,9.313,-0.656,95.789,0.507
4.514,9.299,-0.665,95.788,0.521
4.515,9.285,-0.674,95.787,0.535
4.516,9.271,-0.684,95.786,0.550
4.517,9.257,-0.693,95.786,0.564
4.518,9.243,-0.702,95.785,0.578
4.519,9.229,-0.711,95.784,0.592
4.520,9.214,-0.720,95.784,0.607
4.521,9.200,-0.730,95.783,0.621
4.522,9.185,-0.739,95.782,0.636
4.523,9.171,-0.748,95.781,0.650
4.524,9.156,-0.757,95.781,0.665
4.525,9.141,-0.766,95.780,0.680
4.526,9.127,-0.775,95.779,0.695
4.527,9.112,-0.785,95.778,0.710
4.528,9.097,-0.794,95.778,0.725
4.529,9.082,-0.803,95.777,0.740
4.530,9.067,-0.812,95.776,0.755
4.531,9.052,-0.821,95.775,0.770
4.532,9.037,-0.830,95.774,0.785
4.533,9.022,-0.839,95.773,0.800
4.534,9.006,-0.848,95.773,0.816
4.535,8.991,-0.857,95.772,0.831
4.536,8.976,-0.866,95.771,0.846
4.537,8.960,-0.875,95.770,0.862
4.538,8.945,-0.884,95.769,0.877
4.539,8.929,-0.893,95.768,0.893
4.540,8.914,-0.902,95.767,0.909
4.541,8.898,-0.911,95.766,0.925
4.542,8.882,-0.919,95.766,0.940
4.543,8.866,-0.928,95.765,0.956
4.544,8.850,-0.937,95.764,0.972
4.545,8.834,-0.946,95.763,0.988
4.546,8.818,-0.955,95.762,1.004
4.547,8.802,-0.964,95.761,1.021
4.548,8.786,-0.972,95.760,1.037
4.549,8.770,-0.981,95.759,1.053
4.550,8.754,-0.990,95.758,1.069
4.551,8.737,-0.999,95.757,1.086
4.552,8.721,-1.007,95.756,1.102
4.553,8.704,-1.016,95.755,1.119
4.554,8.688,-1.025,95.754,1.135
4.555,8.671,-1.033,95.753,1.152
4.556,8.655,-1.042,95.752,1.169
4.557,8.638,-1.051,95.751,1.185
4.558,8.621,-1.059,95.750,1.202
4.559,8.604,-1.068,95.749,1.219
4.560,8.588,-1.077,95.747,1.236
4.561,8.571,-1.085,95.746,1.253
4.562,8.554,-1.094,95.745,1.270
4.563,8.537,-1.102,95.744,1.287
4.564,8.519,-1.111,95.743,1.304
4.565,8.502,-1.119,95.742,1.322
4.566,8.485,-1.128,95.741,1.339
4.567,8.468,-1.136,95.740,1.356
4.568,8.450,-1.145,95.739,1.374
4.569,8.433,-1.153,95.737,1.391
4.570,8.416,-1.161,95.736,1.409
4.571,8.398,-1.170,95.735,1.426
4.572,8.380,-1.178,95.734,1.444
4.573,8.363,-1.187,95.733,1.462
4.574,8.345,-1.195,95.732,1.479
4.575,8.327,-1.203,95.730,1.497
4.576,8.310,-1.212,95.729,1.515
4.577,8.292,-1.220,95.728,1.533
4.578,8.274,-1.228,95.727,1.551
4.579,8.256,-1.236,95.725,1.569
4.580,8.238,-1.245,95.724,1.587
4.581,8.220,-1.253,95.723,1.605
4.582,8.201,-1.261,95.722,1.623
4.583,8.183,-1.269,95.720,1.642
4.584,8.165,-1.277,95.719,1.660
4.585,8.147,-1.286,95.718,1.678
4.586,8.128,-1.294,95.717,1.697
4.587,8.110,-1.302,95.715,1.715
4.588,8.091,-1.310,95.714,1.734
4.589,8.073,-1.318,95.713,1.752
4.590,8.054,-1.326,95.711,1.771
4.591,8.036,-1.334,95.710,1.790
4.592,8.017,-1.342,95.709,1.809
4.593,7.998,-1.350,95.707,1.827
4.594,7.979,-1.358,95.706,1.846
4.595,7.960,-1.366,95.705,1.865
4.596,7.942,-1.374,95.703,1.884
4.597,7.923,-1.382,95.702,1.903
4.598,7.904,-1.390,95.700,1.922
4.599,7.884,-1.398,95.699,1.941
4.600,7.865,-1.406,95.698,1.961
4.601,7.846,-1.413,95.696,1.980
4.602,7.827,-1.421,95.695,1.999
4.603,7.808,-1.429,95.693,2.018
4.604,7.788,-1.437,95.692,2.038
4.605,7.769,-1.445,95.690,2.057
4.606,7.749,-1.452,95.689,2.077
4.607,7.730,-1.460,95.688,2.096
4.608,7.710,-1.468,95.686,2.116
4.609,7.691,-1.475,95.685,2.136
4.610,7.671,-1.483,95.683,2.155
4.611,7.651,-1.491,95.682,2.175
4.612,7.632,-1.498,95.680,2.195
4.613,7.612,-1.506,95.679,2.215
4.614,7.592,-1.514,95.677,2.235
4.615,7.572,-1.521,95.676,2.254
4.616,7.552,-1.529,95.674,2.274
4.617,7.532,-1.536,95.672,2.295
4.618,7.512,-1.544,95.671,2.315
4.619,7.492,-1.551,95.669,2.335
4.620,7.472,-1.559,95.668,2.355
4.621,7.452,-1.566,95.666,2.375
4.622,7.431,-1.574,95.665,2.396
4.623,7.411,-1.581,95.663,2.416
4.624,7.391,-1.588,95.662,2.436
4.625,7.370,-1.596,95.660,2.457
4.626,7.350,-1.603,95.658,2.477
4.627,7.329,-1.610,95.657,2.498
4.628,7.309,-1.618,95.655,2.518
4.629,7.288,-1.625,95.653,2.539
4.630,7.268,-1.632,95.652,2.560
4.631,7.247,-1.640,95.650,2.580
4.632,7.226,-1.647,95.649,2.601
4.633,7.206,-1.654,95.647,2.622
4.634,7.185,-1.661,95.645,2.643
4.635,7.164,-1.668,95.644,2.664
4.636,7.143,-1.676,95.642,2.685
4.637,7.122,-1.683,95.640,2.706
4.638,7.101,-1.690,95.639,2.727
4.639,7.080,-1.697,95.637,2.748
4.640,7.059,-1.704,95.635,2.769
4.641,7.038,-1.711,95.633,2.790
4.642,7.017,-1.718,95.632,2.811
4.643,6.995,-1.725,95.630,2.833
4.644,6.974,-1.732,95.628,2.854
4.645,6.953,-1.739,95.626,2.875
4.646,6.931,-1.746,95.625,2.897
4.647,6.910,-1.753,95.623,2.918
4.648,6.889,-1.760,95.621,2.940
4.649,6.867,-1.766,95.619,2.961
4.650,6.846,-1.773,95.618,2.983
4.651,6.824,-1.780,95.616,3.004
4.652,6.802,-1.787,95.614,3.026
4.653,6.781,-1.794,95.612,3.048
4.654,6.759,-1.800,95.611,3.069
4.655,6.737,-1.807,95.609,3.091
4.656,6.715,-1.814,95.607,3.113
4.657,6.694,-1.821,95.605,3.135
4.658,6.672,-1.827,95.603,3.157
4.659,6.650,-1.834,95.601,3.179
4.660,6.628,-1.841,95.600,3.201
4.661,6.606,-1.847,95.598,3.223
4.662,6.584,-1.854,95.596,3.245
4.663,6.562,-1.860,95.594,3.267
4.664,6.540,-1.867,95.592,3.289
4.665,6.518,-1.873,95.590,3.311
4.666,6.495,-1.880,95.588,3.333
4.667,6.473,-1.886,95.587,3.356
4.668,6.451,-1.893,95.585,3.378
4.669,6.429,-1.899,95.583,3.400
4.670,6.406,-1.906,95.581,3.423
4.671,6.384,-1.912,95.579,3.445
4.672,6.361,-1.918,95.577,3.468
4.673,6.339,-1.925,95.575,3.490
4.674,6.316,-1.931,95.573,3.513
4.675,6.294,-1.937,95.571,3.535
4.676,6.271,-1.944,95.569,3.558
4.677,6.249,-1.950,95.567,3.581
4.678,6.226,-1.956,95.565,3.603
4.679,6.203,-1.962,95.563,3.626
4.680,6.181,-1.968,95.561,3.649
4.681,6.158,-1.975,95.559,3.672
4.682,6.135,-1.981,95.557,3.694
4.683,6.112,-1.987,95.555,3.717
4.684,6.089,-1.993,95.553,3.740
4.685,6.066,-1.999,95.551,3.763
4.686,6.043,-2.005,95.549,3.786
4.687,6.021,-2.011,95.547,3.809
4.688,5.997,-2.017,95.545,3.832
4.689,5.974,-2.023,95.543,3.855
4.690,5.951,-2.029,95.541,3.878
4.691,5.928,-2.035,95.539,3.902
4.692,5.905,-2.041,95.537,3.925
4.693,5.882,-2.047,95.535,3.948
4.694,5.859,-2.053,95.533,3.971
4.695,5.835,-2.058,95.531,3.995
4.696,5.812,-2.064,95.529,4.018
4.697,5.789,-2.070,95.527,4.041
4.698,5.765,-2.076,95.525,4.065
4.699,5.742,-2.081,95.523,4.088
4.700,5.719,-2.087,95.521,4.111
4.701,5.695,-2.093,95.519,4.135
4.702,5.672,-2.099,95.517,4.159
4.703,5.648,-2.104,95.515,4.182
4.704,5.625,-2.110,95.512,4.206
4.705,5.601,-2.115,95.510,4.229
4.706,5.577,-2.121,95.508,4.253
4.707,5.554,-2.127,95.506,4.277
4.708,5.530,-2.132,95.504,4.300
4.709,5.506,-2.138,95.502,4.324
4.710,5.483,-2.143,95.500,4.348
4.711,5.459,-2.149,95.497,4.372
4.712,5.435,-2.154,95.495,4.395
4.713,5.411,-2.159,95.493,4.419
4.714,5.387,-2.165,95.491,4.443
4.715,5.363,-2.170,95.489,4.467
4.716,5.340,-2.176,95.487,4.491
4.717,5.316,-2.181,95.484,4.515
4.718,5.292,-2.186,95.482,4.539
4.719,5.268,-2.191,95.480,4.563
4.720,5.244,-2.197,95.478,4.587
4.721,5.220,-2.202,95.476,4.611
4.722,5.195,-2.207,95.473,4.635
4.723,5.171,-2.212,95.471,4.660
4.724,5.147,-2.217,95.469,4.684
4.725,5.123,-2.222,95.467,4.708
4.726,5.099,-2.228,95.465,4.732
4.727,5.075,-2.233,95.462,4.756
4.728,5.050,-2.238,95.460,4.781
4.729,5.026,-2.243,95.458,4.805
4.730,5.002,-2.248,95.456,4.829
4.731,4.977,-2.253,95.453,4.854
4.732,4.953,-2.258,95.451,4.878
4.733,4.929,-2.263,95.449,4.902
4.734,4.904,-2.267,95.447,4.927
4.735,4.880,-2.272,95.444,4.951
4.736,4.855,-2.277,95.442,4.976
4.737,4.831,-2.282,95.440,5.000
4.738,4.806,-2.287,95.437,5.025
4.739,4.782,-2.292,95.435,5.049
4.740,4.757,-2.296,95.433,5.074
4.741,4.733,-2.301,95.431,5.099
4.742,4.708,-2.306,95.428,5.123
4.743,4.683,-2.311,95.426,5.148
4.744,4.659,-2.315,95.424,5.173
4.745,4.634,-2.320,95.421,5.197
4.746,4.609,-2.324,95.419,5.222
4.747,4.585,-2.329,95.417,5.247
4.748,4.560,-2.334,95.414,5.272
4.749,4.535,-2.338,95.412,5.296
4.750,4.510,-2.343,95.410,5.321
4.751,4.486,-2.347,95.407,5.346
4.752,4.461,-2.352,95.405,5.371
4.753,4.436,-2.356,95.403,5.396
4.754,4.411,-2.360,95.400,5.421
4.755,4.386,-2.365,95.398,5.446
4.756,4.361,-2.369,95.396,5.470
4.757,4.336,-2.373,95.393,5.495
4.758,4.311,-2.378,95.391,5.520
4.759,4.286,-2.382,95.388,5.545
4.760,4.261,-2.386,95.386,5.570
4.761,4.236,-2.391,95.384,5.595
4.762,4.211,-2.395,95.381,5.620
4.763,4.186,-2.399,95.379,5.646
4.764,4.161,-2.403,95.376,5.671
4.765,4.136,-2.407,95.374,5.696
4.766,4.111,-2.411,95.372,5.721
4.767,4.086,-2.415,95.369,5.746
4.768,4.061,-2.420,95.367,5.771
4.769,4.035,-2.424,95.364,5.796
4.770,4.010,-2.428,95.362,5.822
4.771,3.985,-2.432,95.359,5.847
4.772,3.960,-2.436,95.357,5.872
4.773,3.935,-2.439,95.355,5.897
4.774,3.909,-2.443,95.352,5.923
4.775,3.884,-2.447,95.350,5.948
4.776,3.859,-2.451,95.347,5.973
4.777,3.833,-2.455,95.345,5.998
4.778,3.808,-2.459,95.342,6.024
4.779,3.783,-2.463,95.340,6.049
4.780,3.757,-2.466,95.337,6.075
4.781,3.732,-2.470,95.335,6.100
